id;garden_id;juice_id;price
3858;3788;2;3.41
3859;3788;15;5.72
3860;3790;13;4.52
3861;3792;14;4.89
3862;3794;14;5.92
3863;3794;1;4.98
3864;3799;15;3.25
3865;3799;10;4.28
3866;3800;15;5.5
3867;3800;1;3.78
3868;3801;15;4.46
3869;3801;1;4.07
3870;3805;15;5.71
3871;3805;9;4.71
3872;3808;7;3.84
3873;3808;10;5.6
3874;3809;12;5.0
3875;3810;15;4.05
3876;3811;7;5.91
3877;3811;5;3.35
3878;3814;6;4.64
3879;3814;5;4.03
3880;3815;13;3.06
3881;3816;6;4.86
3882;3818;14;4.84
3883;3818;10;5.39
3884;3819;12;3.49
3885;3820;12;4.58
3886;3820;3;4.37
3887;3821;2;5.43
3888;3821;15;4.57
3889;3824;7;5.44
3890;3826;2;5.22
3891;3827;5;5.34
3892;3827;13;5.77
3893;3828;6;5.82
3894;3828;10;4.47
3895;3829;3;4.34
3896;3834;5;5.03
3897;3835;1;4.45
3898;3835;13;4.49
3899;3836;4;3.94
3900;3836;6;5.04
3901;3837;3;5.29
3902;3840;1;3.83
3903;3841;7;5.36
3904;3841;3;3.33
3905;3842;7;3.35
3906;3842;8;4.12
3907;3843;11;4.53
3908;3844;10;3.07
3909;3846;15;5.98
3910;3847;4;4.31
3911;3848;1;5.7
3912;3848;6;5.07
3913;3850;11;3.92
3914;3852;1;4.29
3915;3855;1;4.71
3916;3855;7;5.12
3917;3857;8;5.51
3918;3857;10;5.07
3919;3859;11;4.23
3920;3859;14;4.45
3921;3860;2;5.21
3922;3861;2;3.86
3923;3861;10;5.96
3924;3862;13;4.11
3925;3864;14;5.31
3926;3866;1;5.58
3927;3867;7;3.77
3928;3867;15;3.78
3929;3871;13;4.21
3930;3871;2;5.3
3931;3872;10;5.76
3932;3873;5;5.03
3933;3873;13;4.92
3934;3874;3;4.26
3935;3874;1;4.49
3936;3878;1;3.24
3937;3878;9;4.72
3938;3879;10;4.49
3939;3879;1;5.83
3940;3880;11;5.45
3941;3880;4;3.89
3942;3881;3;5.97
3943;3881;5;5.79
3944;3882;2;3.77
3945;3882;5;5.9
3946;3883;7;3.75
3947;3883;14;3.33
3948;3885;5;4.71
3949;3885;3;4.34
3950;3886;6;3.81
3951;3886;7;3.78
3952;3887;2;3.78
3953;3888;4;5.44
3954;3889;15;5.74
3955;3890;1;5.24
3956;3890;2;4.58
3957;3891;5;4.33
3958;3893;4;4.96
3959;3893;1;4.43
3960;3895;5;3.99
3961;3896;12;4.38
3962;3897;6;5.36
3963;3897;11;5.13
3964;3899;11;4.75
3965;3899;13;3.86
3966;3902;4;3.17
3967;3902;7;3.41
3968;3903;8;3.08
3969;3905;14;4.37
3970;3906;8;4.55
3971;3906;11;3.5
3972;3908;13;3.55
3973;3910;8;3.08
3974;3910;3;5.87
3975;3911;6;3.71
3976;3911;8;3.41
3977;3913;15;5.21
3978;3913;8;4.49
3979;3914;8;3.38
3980;3914;7;5.12
3981;3918;10;5.67
3982;3918;6;4.75
3983;3919;10;4.26
3984;3920;6;4.39
3985;3921;14;5.5
3986;3922;4;3.82
3987;3923;14;5.44
3988;3925;1;3.39
3989;3925;11;4.95
3990;3927;9;4.45
3991;3928;2;5.62
3992;3928;13;4.39
3993;3929;13;4.59
3994;3930;12;5.96
3995;3930;13;3.05
3996;3931;3;5.3
3997;3931;11;4.65
3998;3932;13;3.95
3999;3932;9;4.6
4000;3933;3;3.16
4001;3934;7;3.86
4002;3934;13;4.41
4003;3935;11;4.49
4004;3935;6;5.87
4005;3936;3;4.96
4006;3938;2;3.02
4007;3940;1;3.29
4008;3942;7;3.12
4009;3942;10;4.27
4010;3943;12;5.81
4011;3943;2;5.81
4012;3945;10;5.16
4013;3947;5;5.49
4014;3948;9;3.68
4015;3949;13;3.37
4016;3950;4;4.27
4017;3951;13;3.41
4018;3953;7;4.09
4019;3953;13;4.84
4020;3955;4;3.06
4021;3956;3;3.75
4022;3957;13;4.66
4023;3957;12;3.4
4024;3959;7;5.59
4025;3960;12;3.27
4026;3961;6;5.38
4027;3963;8;5.39
4028;3966;4;3.9
4029;3967;4;3.43
4030;3970;14;4.97
4031;3972;12;5.32
4032;3972;7;4.32
4033;3973;8;4.06
4034;3974;14;3.67
4035;3974;1;3.57
4036;3975;4;5.95
4037;3975;7;3.62
4038;3976;2;3.62
4039;3977;4;5.07
4040;3977;1;5.53
4041;3979;4;5.34
4042;3979;13;4.25
4043;3980;1;3.17
4044;3981;11;5.13
4045;3985;4;3.29
4046;3985;7;3.1
4047;3988;13;3.15
4048;3989;8;4.33
4049;3989;15;3.29
4050;3990;4;5.4
4051;3991;9;4.01
4052;3994;7;5.37
4053;3994;4;3.16
4054;3996;2;5.43
4055;3997;6;4.41
4056;4001;8;3.94
4057;4003;6;3.97
4058;4005;5;5.2
4059;4006;7;3.63
4060;4007;5;5.35
4061;4007;15;4.86
4062;4008;13;5.2
4063;4009;12;4.82
4064;4010;12;3.41
4065;4010;6;4.48
4066;4011;6;3.11
4067;4012;2;4.14
4068;4014;6;4.62
4069;4014;11;3.79
4070;4015;9;4.73
4071;4016;13;3.17
4072;4017;13;5.55
4073;4019;3;3.8
4074;4019;4;5.63
4075;4022;6;5.94
4076;4023;9;4.91
4077;4024;3;3.87
4078;4024;11;4.51
4079;4026;4;5.56
4080;4026;1;4.92
4081;4028;10;3.12
4082;4028;2;3.91
4083;4030;13;4.59
4084;4032;15;4.46
4085;4032;13;5.05
4086;4033;1;5.61
4087;4033;2;3.47
4088;4035;11;5.06
4089;4038;3;3.95
4090;4039;10;4.14
4091;4040;10;5.33
4092;4040;9;5.88
4093;4041;15;5.44
4094;4041;14;3.73
4095;4043;4;3.66
4096;4043;5;4.71
4097;4044;9;5.93
4098;4044;13;5.55
4099;4045;2;3.74
4100;4045;7;4.52
4101;4046;9;3.28
4102;4047;4;3.79
4103;4047;11;5.78
4104;4048;11;5.05
4105;4050;12;4.68
4106;4051;9;3.48
4107;4051;4;3.59
4108;4052;7;3.09
4109;4053;13;5.75
4110;4055;1;4.69
4111;4057;13;4.3
4112;4057;2;5.9
4113;4059;15;5.52
4114;4060;12;3.2
4115;4060;3;4.23
4116;4062;1;5.19
4117;4063;12;5.7
4118;4064;10;3.65
4119;4066;14;5.55
4120;4066;2;5.66
4121;4067;1;5.3
4122;4067;12;3.38
4123;4068;10;3.19
4124;4070;1;4.36
4125;4070;6;4.54
4126;4071;1;4.15
4127;4074;9;3.71
4128;4074;12;3.05
4129;4075;14;3.65
4130;4075;7;3.19
4131;4076;1;5.98
4132;4078;7;3.44
4133;4078;15;5.9
4134;4079;7;3.44
4135;4079;9;4.53
4136;4080;11;4.11
4137;4080;1;3.26
4138;4085;14;3.79
4139;4085;2;4.9
4140;4086;6;3.08
4141;4086;15;5.58
4142;4087;8;4.13
4143;4087;4;4.88
4144;4088;14;3.51
4145;4088;10;5.77
4146;4090;8;3.12
4147;4090;7;4.2
4148;4091;8;3.31
4149;4092;1;3.04
4150;4092;14;3.45
4151;4093;6;5.85
4152;4094;8;5.15
4153;4095;15;3.76
4154;4095;2;4.05
4155;4096;1;3.93
4156;4096;14;3.85
4157;4098;7;4.36
4158;4101;12;4.53
4159;4102;3;4.54
4160;4104;4;5.83
4161;4104;10;5.99
4162;4105;9;4.06
4163;4107;8;3.36
4164;4109;4;5.08
4165;4109;12;3.86
4166;4110;1;3.79
4167;4113;14;5.74
4168;4113;13;3.58
4169;4115;1;5.29
4170;4115;3;3.18
4171;4117;6;3.57
4172;4125;6;4.64
4173;4125;5;5.9
4174;4126;1;3.83
4175;4126;2;3.97
4176;4127;6;5.61
4177;4128;9;4.92
4178;4128;7;3.13
4179;4129;8;5.36
4180;4130;11;5.4
4181;4130;13;3.07
4182;4132;2;3.68
4183;4134;12;5.99
4184;4134;3;5.21
4185;4135;4;4.89
4186;4136;1;4.26
4187;4136;10;3.79
4188;4138;1;4.31
4189;4139;14;4.44
4190;4139;5;3.08
4191;4141;11;3.31
4192;4142;12;5.72
4193;4142;14;3.01
4194;4143;4;3.82
4195;4143;2;4.86
4196;4144;14;4.8
4197;4145;12;5.95
4198;4147;4;3.45
4199;4148;3;4.46
4200;4150;14;3.33
4201;4150;7;4.35
4202;4151;14;5.41
4203;4151;2;5.38
4204;4152;12;4.46
4205;4153;2;4.3
4206;4154;9;3.28
4207;4154;2;3.64
4208;4155;14;3.17
4209;4157;7;5.49
4210;4157;5;3.97
4211;4159;15;5.15
4212;4160;7;5.1
4213;4161;6;4.16
4214;4162;5;5.3
4215;4166;12;3.56
4216;4166;15;4.44
4217;4169;11;3.94
4218;4172;4;5.21
4219;4172;8;3.74
4220;4173;8;4.25
4221;4173;15;3.32
4222;4174;4;4.53
4223;4175;2;5.47
4224;4175;8;3.72
4225;4176;2;3.5
4226;4177;11;4.46
4227;4178;15;3.61
4228;4178;12;4.16
4229;4179;11;5.11
4230;4181;9;4.93
4231;4182;7;3.85
4232;4183;10;5.99
4233;4183;6;5.73
4234;4184;3;5.34
4235;4184;7;5.59
4236;4185;6;3.04
4237;4185;1;4.25
4238;4186;10;5.42
4239;4187;2;4.49
4240;4189;8;5.18
4241;4189;4;4.01
4242;4190;4;5.69
4243;4191;11;3.86
4244;4191;13;4.95
4245;4192;7;5.38
4246;4195;12;4.05
4247;4195;10;4.54
4248;4196;4;3.44
4249;4197;1;5.83
4250;4197;2;5.87
4251;4198;15;5.51
4252;4201;5;4.34
4253;4202;3;5.85
4254;4202;5;3.42
4255;4204;7;4.86
4256;4205;11;3.23
4257;4205;15;4.88
4258;4207;9;5.04
4259;4207;13;5.28
4260;4208;7;4.36
4261;4211;3;5.97
4262;4211;13;4.23
4263;4212;2;3.46
4264;4212;13;3.12
4265;4214;10;3.34
4266;4215;6;3.97
4267;4218;4;5.43
4268;4218;3;5.36
4269;4219;13;5.01
4270;4224;15;4.72
4271;4225;13;5.15
4272;4225;6;4.74
4273;4226;11;5.85
4274;4226;12;5.19
4275;4227;3;5.51
4276;4228;12;4.52
4277;4229;2;4.96
4278;4229;15;3.23
4279;4231;12;5.33
4280;4231;14;5.63
4281;4232;12;5.03
4282;4233;9;4.03
4283;4233;6;5.36
4284;4236;9;4.13
4285;4236;5;5.66
4286;4237;13;4.68
4287;4239;2;3.56
4288;4240;8;5.88
4289;4241;11;4.31
4290;4242;11;4.12
4291;4243;3;4.03
4292;4244;15;3.49
4293;4244;1;4.93
4294;4246;7;4.64
4295;4247;6;4.31
4296;4248;9;5.81
4297;4249;12;5.84
4298;4250;8;4.37
4299;4251;7;5.68
4300;4252;2;5.5
4301;4253;14;3.8
4302;4256;5;5.58
4303;4256;13;3.77
4304;4257;8;5.95
4305;4259;5;3.58
4306;4259;13;4.89
4307;4261;6;5.53
4308;4261;15;5.63
4309;4262;15;3.31
4310;4263;13;5.59
4311;4263;5;5.69
4312;4266;12;3.98
4313;4266;4;5.48
4314;4268;9;4.93
4315;4270;15;3.21
4316;4270;12;5.66
4317;4271;13;4.11
4318;4272;2;5.96
4319;4272;5;3.97
4320;4274;9;5.67
4321;4276;8;5.13
4322;4276;12;5.69
4323;4277;15;3.97
4324;4277;8;4.13
4325;4278;6;4.18
4326;4280;8;4.65
4327;4280;10;5.65
4328;4281;6;5.97
4329;4282;7;4.18
4330;4282;1;3.48
4331;4286;1;5.14
4332;4290;11;5.97
4333;4291;13;3.09
4334;4292;8;4.96
4335;4292;13;4.14
4336;4294;2;5.63
4337;4296;4;4.43
4338;4296;13;3.59
4339;4297;7;5.85
4340;4298;1;5.32
4341;4299;11;4.94
4342;4300;11;3.98
4343;4301;14;4.18
4344;4302;14;5.54
4345;4302;9;4.73
4346;4303;3;4.83
4347;4303;8;5.36
4348;4305;8;5.12
4349;4305;5;5.14
4350;4306;6;5.96
4351;4306;9;4.68
4352;4307;12;4.15
4353;4308;10;5.4
4354;4310;13;4.63
4355;4310;2;3.51
4356;4311;9;5.32
4357;4316;8;3.35
4358;4317;2;3.59
4359;4319;13;3.7
4360;4319;1;4.33
4361;4321;10;4.65
4362;4321;6;3.23
4363;4323;8;4.39
4364;4326;1;3.77
4365;4328;10;4.0
4366;4329;6;5.85
4367;4329;9;3.62
4368;4330;12;5.12
4369;4332;6;5.06
4370;4332;7;5.27
4371;4333;10;4.46
4372;4333;11;5.56
4373;4334;3;5.03
4374;4334;6;4.9
4375;4335;5;5.33
4376;4335;1;5.91
4377;4336;6;5.56
4378;4336;13;3.52
4379;4337;14;3.86
4380;4337;13;4.36
4381;4338;4;4.75
4382;4338;11;5.98
4383;4340;12;5.75
4384;4341;11;4.76
4385;4343;8;5.35
4386;4344;14;4.36
4387;4344;8;3.28
4388;4345;7;5.61
4389;4346;14;5.76
4390;4346;2;4.14
4391;4347;7;4.38
4392;4347;10;3.12
4393;4348;5;3.46
4394;4348;14;4.18
4395;4349;1;4.45
4396;4349;4;3.91
4397;4350;6;3.16
4398;4350;13;5.89
4399;4351;10;3.74
4400;4351;1;4.13
4401;4354;2;3.93
4402;4355;13;3.62
4403;4357;3;3.51
4404;4358;12;3.76
4405;4360;2;4.37
4406;4360;6;5.68
4407;4362;12;3.28
4408;4363;5;5.48
4409;4363;1;5.29
4410;4364;13;4.8
4411;4366;1;3.54
4412;4368;7;4.92
4413;4368;3;5.32
4414;4369;11;5.67
4415;4370;9;4.61
4416;4372;2;4.4
4417;4372;13;3.55
4418;4374;1;3.1
4419;4374;8;4.92
4420;4375;9;3.95
4421;4375;2;3.21
4422;4376;10;4.78
4423;4376;12;3.56
4424;4380;14;5.23
4425;4381;14;5.33
4426;4382;10;4.42
4427;4383;9;3.11
4428;4383;10;5.17
4429;4384;13;3.73
4430;4385;1;3.59
4431;4385;11;5.09
4432;4386;2;5.17
4433;4386;1;3.8
4434;4387;9;3.18
4435;4387;6;4.34
4436;4391;2;3.9
4437;4391;10;5.88
4438;4393;12;4.97
4439;4394;3;3.61
4440;4394;6;5.23
4441;4398;15;4.44
4442;4399;5;5.56
4443;4399;9;5.78
4444;4400;4;4.52
4445;4402;7;5.2
4446;4402;6;5.23
4447;4403;6;3.03
4448;4404;12;3.43
4449;4405;6;3.3
4450;4405;4;5.77
4451;4406;11;4.77
4452;4406;3;3.73
4453;4409;12;3.82
4454;4410;13;4.54
4455;4410;4;4.89
4456;4411;3;5.99
4457;4413;3;4.75
4458;4414;7;4.33
4459;4414;13;3.67
4460;4415;9;3.49
4461;4415;14;5.66
4462;4416;6;5.91
4463;4416;13;4.9
4464;4417;7;3.98
4465;4417;6;5.86
4466;4422;13;5.29
4467;4422;11;3.41
4468;4427;5;3.68
4469;4428;13;4.32
4470;4431;8;3.06
4471;4432;12;4.92
4472;4432;1;3.28
4473;4434;14;5.76
4474;4435;3;5.77
4475;4435;10;3.81
4476;4436;12;3.72
4477;4437;14;4.68
4478;4437;15;3.38
4479;4438;11;5.27
4480;4441;8;4.11
4481;4441;14;5.33
4482;4442;6;4.18
4483;4443;6;4.07
4484;4443;2;3.13
4485;4444;6;4.24
4486;4446;5;4.03
4487;4446;3;5.98
4488;4448;10;4.97
4489;4448;9;4.93
4490;4450;7;5.18
4491;4452;6;3.5
4492;4453;14;5.07
4493;4453;4;5.22
4494;4454;9;4.06
4495;4454;10;3.25
4496;4455;2;5.72
4497;4455;3;5.44
4498;4456;2;4.49
4499;4458;7;5.15
4500;4460;9;3.17
4501;4460;7;5.57
4502;4462;14;3.79
4503;4463;8;3.36
4504;4463;12;4.9
4505;4464;2;5.74
4506;4464;1;4.92
4507;4465;14;5.05
4508;4465;15;5.83
4509;4466;8;3.23
4510;4467;9;5.04
4511;4467;10;5.5
4512;4468;3;3.47
4513;4468;1;5.6
4514;4469;7;5.14
4515;4469;11;4.18
4516;4470;7;4.35
4517;4471;14;4.92
4518;4471;8;3.04
4519;4472;13;3.23
4520;4472;7;3.54
4521;4475;7;4.45
4522;4475;13;5.85
4523;4477;7;5.22
4524;4479;4;5.64
4525;4480;6;5.29
4526;4481;7;5.63
4527;4481;1;4.74
4528;4482;1;4.58
4529;4482;2;4.06
4530;4484;8;5.25
4531;4484;2;5.41
4532;4486;14;5.16
4533;4486;12;3.6
4534;4487;10;4.47
4535;4487;13;3.06
4536;4489;10;4.09
4537;4491;9;5.91
4538;4491;13;4.85
4539;4495;4;5.95
4540;4498;15;4.57
4541;4498;9;4.71
4542;4499;4;3.55
4543;4501;9;3.48
4544;4502;3;4.13
4545;4503;4;5.68
4546;4503;7;3.38
4547;4505;5;5.96
4548;4507;8;4.66
4549;4507;10;3.33
4550;4510;15;4.41
4551;4510;1;3.75
4552;4511;12;4.18
4553;4515;7;3.78
4554;4515;11;5.21
4555;4516;11;5.17
4556;4516;3;3.62
4557;4519;13;5.55
4558;4519;6;3.71
4559;4521;14;5.22
4560;4522;4;4.59
4561;4522;2;5.19
4562;4523;10;5.24
4563;4523;2;5.23
4564;4524;15;3.67
4565;4524;3;3.38
4566;4526;9;3.44
4567;4526;10;4.39
4568;4527;7;4.57
4569;4528;3;5.8
4570;4529;9;4.27
4571;4529;12;4.33
4572;4531;6;3.94
4573;4532;8;3.7
4574;4533;6;4.77
4575;4535;2;5.92
4576;4535;6;4.31
4577;4536;8;5.42
4578;4536;11;3.78
4579;4539;5;3.37
4580;4539;6;5.68
4581;4540;1;4.46
4582;4540;5;4.05
4583;4541;7;4.06
4584;4541;14;5.95
4585;4542;4;4.29
4586;4542;8;4.81
4587;4544;15;3.69
4588;4544;13;3.22
4589;4545;12;3.74
4590;4546;4;4.42
4591;4548;2;5.27
4592;4549;5;3.1
4593;4551;8;4.02
4594;4551;1;4.05
4595;4552;12;5.03
4596;4553;9;3.37
4597;4555;3;5.41
4598;4558;5;3.3
4599;4558;1;3.09
4600;4559;2;4.07
4601;4559;4;5.27
4602;4560;3;5.01
4603;4560;5;3.14
4604;4562;5;3.54
4605;4563;3;3.86
4606;4564;13;5.89
4607;4564;7;3.07
4608;4565;6;5.91
4609;4565;3;5.41
4610;4567;9;3.43
4611;4567;10;4.41
4612;4568;8;5.98
4613;4569;3;3.65
4614;4569;1;3.16
4615;4570;3;4.12
4616;4571;1;5.95
4617;4572;15;3.34
4618;4573;4;3.3
4619;4573;3;5.63
4620;4578;11;3.01
4621;4579;6;5.92
4622;4579;10;3.43
4623;4582;1;4.68
4624;4582;3;5.34
4625;4583;6;4.32
4626;4583;10;5.74
4627;4584;15;3.22
4628;4585;12;5.49
4629;4585;3;3.74
4630;4589;15;4.85
4631;4590;5;3.56
4632;4590;11;5.88
4633;4593;15;5.49
4634;4593;12;4.22
4635;4595;10;5.47
4636;4595;12;4.39
4637;4596;8;5.88
4638;4596;4;4.44
4639;4597;4;4.79
4640;4598;6;3.2
4641;4598;4;3.21
4642;4599;4;5.5
4643;4600;4;4.41
4644;4600;11;3.85
4645;4601;9;4.15
4646;4602;3;4.22
4647;4603;4;3.46
4648;4604;8;5.44
4649;4604;9;4.44
4650;4606;5;3.14
4651;4607;3;5.64
4652;4608;2;4.19
4653;4609;10;5.05
4654;4610;2;5.06
4655;4611;5;5.95
4656;4611;1;5.28
4657;4612;1;4.95
4658;4612;2;5.81
4659;4613;2;5.42
4660;4613;12;5.78
4661;4614;15;3.04
4662;4615;8;4.6
4663;4615;4;4.23
4664;4616;14;3.13
4665;4618;3;3.19
4666;4620;14;3.93
4667;4623;5;5.52
4668;4626;14;4.24
4669;4626;2;5.79
4670;4627;8;3.4
4671;4628;5;3.93
4672;4628;2;4.61
4673;4631;4;3.08
4674;4631;7;3.41
4675;4633;5;3.12
4676;4633;13;4.84
4677;4634;15;5.38
4678;4634;7;4.21
4679;4635;4;4.64
4680;4637;12;3.42
4681;4638;10;3.21
4682;4638;4;6.0
4683;4639;14;5.03
4684;4640;14;3.61
4685;4641;8;4.64
4686;4643;14;5.83
4687;4645;1;3.67
4688;4645;15;3.46
4689;4646;12;5.37
4690;4647;14;4.16
4691;4650;11;3.16
4692;4651;4;5.48
4693;4651;8;5.17
4694;4652;15;3.99
4695;4653;3;5.1
4696;4653;6;5.97
4697;4658;13;3.27
4698;4658;10;5.62
4699;4659;13;3.08
4700;4660;2;5.95
4701;4661;1;4.05
4702;4662;14;4.64
4703;4663;10;3.35
4704;4663;12;5.43
4705;4664;13;3.01
4706;4664;1;5.17
4707;4665;12;3.68
4708;4665;1;3.43
4709;4666;13;3.14
4710;4666;15;5.77
4711;4667;1;3.32
4712;4668;8;4.15
4713;4671;15;5.95
4714;4672;5;3.22
4715;4672;4;5.16
4716;4675;4;5.98
4717;4675;10;5.88
4718;4676;1;5.42
4719;4677;4;4.16
4720;4678;14;3.66
4721;4678;3;4.03
4722;4679;1;5.59
4723;4680;3;3.54
4724;4680;6;4.26
4725;4681;3;5.58
4726;4682;15;5.18
4727;4682;6;5.56
4728;4683;4;4.0
4729;4683;1;3.61
4730;4684;3;4.21
4731;4684;9;4.1
4732;4685;15;5.28
4733;4685;2;5.84
4734;4686;11;3.69
4735;4687;9;4.77
4736;4691;6;5.62
4737;4691;3;5.55
4738;4692;10;5.17
4739;4694;5;5.26
4740;4694;11;5.13
4741;4695;3;5.68
4742;4696;12;4.48
4743;4697;12;4.76
4744;4697;15;3.77
4745;4700;10;4.53
4746;4701;14;3.78
4747;4701;15;5.7
4748;4702;10;4.15
4749;4702;2;5.26
4750;4704;2;4.06
4751;4704;14;5.55
4752;4705;9;4.4
4753;4705;13;3.73
4754;4707;10;4.87
4755;4707;14;5.33
4756;4708;12;3.95
4757;4710;10;3.0
4758;4711;4;5.08
4759;4711;7;4.72
4760;4712;1;4.26
4761;4712;8;5.69
4762;4714;15;3.34
4763;4715;4;3.7
4764;4715;15;5.75
4765;4716;12;4.0
4766;4717;6;5.5
4767;4717;7;3.59
4768;4719;11;3.93
4769;4720;14;4.05
4770;4721;8;4.89
4771;4724;12;5.03
4772;4724;5;3.85
4773;4727;6;5.13
4774;4727;1;5.74
4775;4728;6;5.76
4776;4732;2;5.63
4777;4732;11;4.18
4778;4733;13;4.4
4779;4734;2;3.1
4780;4736;4;4.23
4781;4739;12;3.8
4782;4744;6;3.1
4783;4747;4;5.71
4784;4747;7;5.91
4785;4748;2;4.61
4786;4749;10;5.19
4787;4750;4;4.34
4788;4751;15;5.58
4789;4752;1;3.43
4790;4752;15;5.67
4791;4753;9;5.27
4792;4754;5;5.92
4793;4754;13;5.46
4794;4755;3;4.12
4795;4756;2;5.99
4796;4756;13;3.12
4797;4758;10;3.24
4798;4759;15;3.56
4799;4759;8;5.75
4800;4760;10;3.26
4801;4761;3;4.53
4802;4762;13;4.96
4803;4762;5;5.2
4804;4763;9;4.35
4805;4764;12;5.17
4806;4766;1;3.3
4807;4767;3;4.76
4808;4768;10;3.99
4809;4770;14;5.88
4810;4773;11;4.64
4811;4773;12;5.04
4812;4775;4;5.68
4813;4775;12;4.49
4814;4776;6;3.05
4815;4777;5;5.1
4816;4777;6;4.44
4817;4780;10;5.9
4818;4780;13;3.0
4819;4781;5;4.91
4820;4781;11;5.16
4821;4783;11;4.06
4822;4783;10;3.59
4823;4785;2;4.64
4824;4785;15;3.01
4825;4786;2;5.2
4826;4786;9;5.99
4827;4791;14;4.34
4828;4791;15;3.06
4829;4792;14;3.79
4830;4792;9;4.57
4831;4793;12;4.63
4832;4793;7;5.49
4833;4798;14;3.95
4834;4799;9;5.68
4835;4799;3;3.33
4836;4800;12;5.11
4837;4800;14;4.44
4838;4802;3;3.98
4839;4803;5;4.14
4840;4804;11;5.5
4841;4805;5;3.67
4842;4805;15;3.71
4843;4806;1;4.13
4844;4806;14;3.12
4845;4807;6;4.39
4846;4808;11;5.17
4847;4809;9;3.81
4848;4810;13;4.75
4849;4811;6;4.12
4850;4811;8;5.17
4851;4812;4;4.51
4852;4813;12;3.0
4853;4813;14;3.42
4854;4814;6;3.6
4855;4815;10;4.65
4856;4816;6;3.41
4857;4816;2;3.93
4858;4818;12;4.58
4859;4819;1;3.63
4860;4820;14;5.36
4861;4821;2;3.1
4862;4821;3;4.2
4863;4822;2;4.28
4864;4822;13;3.78
4865;4823;2;5.39
4866;4824;15;4.71
4867;4824;8;3.71
4868;4827;7;5.35
4869;4828;9;5.48
4870;4828;8;4.15
4871;4830;11;4.52
4872;4830;1;4.24
4873;4831;10;4.5
4874;4831;5;3.88
4875;4832;5;5.73
4876;4833;6;3.09
4877;4833;7;5.5
4878;4836;15;5.14
4879;4837;3;5.44
4880;4837;8;4.36
4881;4838;10;4.08
4882;4838;4;3.22
4883;4839;13;4.11
4884;4841;2;3.5
4885;4843;7;5.36
4886;4843;2;3.46
4887;4845;7;4.23
4888;4846;11;5.39
4889;4847;3;3.91
4890;4847;15;5.14
4891;4848;10;5.07
4892;4848;5;5.24
4893;4850;12;5.6
4894;4851;10;3.62
4895;4851;6;5.01
4896;4852;7;5.68
4897;4853;2;3.5
4898;4853;15;5.86
4899;4854;4;5.59
4900;4855;9;4.11
4901;4856;3;3.71
4902;4858;6;3.18
4903;4859;2;5.23
4904;4860;13;4.11
4905;4861;3;5.35
4906;4861;5;3.02
4907;4862;8;3.1
4908;4862;10;3.84
4909;4863;6;4.27
4910;4863;3;3.1
4911;4865;13;4.1
4912;4865;6;3.89
4913;4866;2;5.73
4914;4867;13;4.68
4915;4868;1;5.58
4916;4868;9;6.0
4917;4870;1;5.63
4918;4872;11;3.13
4919;4872;10;5.5
4920;4874;10;3.7
4921;4875;9;4.86
4922;4875;10;4.87
4923;4877;11;5.73
4924;4877;12;5.58
4925;4878;5;5.21
4926;4879;11;4.21
4927;4880;7;5.23
4928;4880;9;4.61
4929;4881;5;5.12
4930;4881;3;5.26
4931;4884;11;5.12
4932;4884;14;5.68
4933;4885;6;5.63
4934;4886;14;4.36
4935;4887;11;4.14
4936;4887;3;5.65
4937;4891;4;3.13
4938;4891;8;3.3
4939;4892;9;3.08
4940;4893;14;4.29
4941;4894;15;5.71
4942;4894;8;5.7
4943;4895;7;3.26
4944;4895;12;4.28
4945;4896;7;5.82
4946;4896;13;4.15
4947;4897;10;3.46
4948;4898;11;4.98
4949;4898;10;5.45
4950;4899;13;4.31
4951;4899;4;3.9
4952;4902;8;4.41
4953;4902;11;4.36
4954;4904;10;4.15
4955;4906;11;5.21
4956;4906;8;5.67
4957;4907;3;4.14
4958;4907;11;5.74
4959;4908;6;5.77
4960;4909;10;3.28
4961;4909;14;3.96
4962;4910;15;5.2
4963;4912;12;5.06
4964;4912;1;5.25
4965;4914;10;5.47
4966;4915;2;5.37
4967;4915;13;4.43
4968;4916;13;4.12
4969;4916;11;4.63
4970;4917;14;3.09
4971;4917;8;4.85
4972;4918;11;4.08
4973;4919;3;4.1
4974;4919;2;3.87
4975;4922;2;3.28
4976;4923;2;5.23
4977;4923;15;4.49
4978;4924;2;4.69
4979;4924;10;4.7
4980;4926;7;3.77
4981;4927;3;4.58
4982;4927;12;3.94
4983;4928;2;3.87
4984;4929;8;3.71
4985;4931;11;4.67
4986;4932;9;5.87
4987;4935;14;5.77
4988;4936;8;3.92
4989;4937;10;5.79
4990;4937;1;4.74
4991;4940;14;5.16
4992;4940;8;3.98
4993;4941;10;4.43
4994;4941;5;5.99
4995;4942;5;4.06
4996;4944;6;5.16
4997;4944;8;4.51
4998;4946;6;4.78
4999;4946;4;5.83
5000;4947;3;3.9
5001;4947;2;5.88
5002;4948;6;4.18
5003;4949;13;4.05
5004;4949;5;3.25
5005;4950;1;3.14
5006;4950;3;4.69
5007;4951;7;3.22
5008;4951;6;3.7
5009;4952;10;3.27
5010;4953;8;3.33
5011;4956;3;4.83
5012;4956;1;5.79
5013;4957;3;3.36
5014;4959;14;5.67
5015;4959;13;4.09
5016;4960;5;3.0
5017;4961;10;4.83
5018;4961;15;4.51
5019;4963;7;5.74
5020;4963;10;5.5
5021;4966;9;3.32
5022;4966;10;5.64
