id;garden_id;chicken_id;price
10102;5060;25;12.46
10103;5060;20;14.18
10104;5061;22;11.58
10105;5062;33;15.96
10106;5062;22;10.88
10107;5062;24;16.99
10108;5063;26;14.72
10109;5063;8;10.58
10110;5063;24;13.98
10111;5064;29;14.29
10112;5065;25;13.02
10113;5066;8;14.73
10114;5066;1;10.81
10115;5067;18;16.69
10116;5067;25;13.53
10117;5067;2;11.11
10118;5068;41;11.24
10119;5068;39;14.63
10120;5069;5;16.29
10121;5070;34;14.61
10122;5070;5;15.15
10123;5070;38;15.88
10124;5071;36;13.46
10125;5071;43;14.32
10126;5072;36;14.16
10127;5073;3;13.26
10128;5074;15;12.94
10129;5074;29;12.07
10130;5074;32;14.32
10131;5075;20;11.61
10132;5075;43;16.1
10133;5075;27;10.1
10134;5076;19;16.0
10135;5077;31;12.44
10136;5077;37;14.5
10137;5078;16;12.78
10138;5078;36;13.2
10139;5079;14;10.57
10140;5079;1;14.53
10141;5079;2;15.68
10142;5080;39;10.19
10143;5080;35;10.63
10144;5081;10;13.81
10145;5081;35;15.78
10146;5081;1;13.71
10147;5082;1;12.19
10148;5082;11;10.69
10149;5083;10;16.56
10150;5084;1;14.68
10151;5084;15;11.33
10152;5084;30;16.81
10153;5085;9;14.32
10154;5086;41;16.78
10155;5086;33;13.08
10156;5086;1;15.3
10157;5087;5;16.34
10158;5088;38;12.32
10159;5088;36;13.48
10160;5088;43;14.4
10161;5089;2;12.4
10162;5089;20;11.08
10163;5089;31;12.17
10164;5090;30;16.76
10165;5090;34;10.3
10166;5091;18;10.21
10167;5092;4;16.17
10168;5092;26;16.41
10169;5093;29;13.08
10170;5093;26;16.71
10171;5093;6;15.8
10172;5094;12;13.39
10173;5095;35;13.69
10174;5095;10;13.17
10175;5096;24;10.06
10176;5096;36;15.94
10177;5096;21;16.36
10178;5097;32;15.6
10179;5097;26;10.18
10180;5097;6;15.11
10181;5098;17;11.62
10182;5098;10;11.39
10183;5098;39;10.94
10184;5099;19;15.76
10185;5100;10;14.55
10186;5101;6;11.79
10187;5102;28;12.37
10188;5102;36;10.14
10189;5102;11;15.71
10190;5103;18;16.48
10191;5104;12;13.21
10192;5104;43;10.52
10193;5105;20;13.11
10194;5105;32;14.15
10195;5106;18;11.83
10196;5106;4;11.4
10197;5106;8;11.95
10198;5107;33;13.78
10199;5108;28;16.84
10200;5109;11;10.54
10201;5110;35;16.55
10202;5110;43;10.46
10203;5110;27;14.61
10204;5111;42;11.36
10205;5112;37;14.93
10206;5112;35;11.32
10207;5112;9;14.54
10208;5113;39;13.47
10209;5113;13;12.71
10210;5113;30;10.38
10211;5114;21;14.11
10212;5114;41;10.45
10213;5114;35;12.48
10214;5115;35;13.08
10215;5115;21;11.21
10216;5115;29;13.29
10217;5116;7;13.87
10218;5116;33;12.74
10219;5116;39;11.28
10220;5117;23;15.15
10221;5117;11;15.12
10222;5117;41;13.39
10223;5118;17;12.11
10224;5119;2;12.26
10225;5119;24;10.77
10226;5120;9;11.22
10227;5121;29;11.01
10228;5122;25;16.94
10229;5122;23;15.81
10230;5122;5;16.9
10231;5123;27;12.04
10232;5123;18;14.57
10233;5123;7;11.87
10234;5124;1;13.01
10235;5125;13;16.59
10236;5125;39;13.71
10237;5125;21;14.49
10238;5126;35;14.46
10239;5127;40;13.28
10240;5128;34;11.9
10241;5128;17;11.88
10242;5128;39;15.27
10243;5129;18;14.98
10244;5129;22;15.93
10245;5130;3;13.17
10246;5130;42;13.18
10247;5130;35;13.81
10248;5131;5;10.79
10249;5131;23;14.43
10250;5132;38;16.22
10251;5133;38;12.43
10252;5133;26;10.88
10253;5134;35;10.01
10254;5134;41;11.18
10255;5134;28;13.92
10256;5135;26;13.68
10257;5135;11;16.49
10258;5135;19;13.01
10259;5136;26;15.41
10260;5136;31;10.95
10261;5137;43;12.0
10262;5138;16;11.73
10263;5139;22;13.13
10264;5139;10;15.09
10265;5139;37;14.07
10266;5140;36;15.97
10267;5140;38;11.18
10268;5140;6;10.51
10269;5141;38;10.98
10270;5141;34;14.3
10271;5142;21;16.82
10272;5143;5;10.34
10273;5143;33;14.83
10274;5143;6;15.19
10275;5144;12;12.8
10276;5145;2;12.23
10277;5145;29;11.97
10278;5146;5;11.16
10279;5146;8;14.26
10280;5146;9;10.89
10281;5147;37;13.62
10282;5147;13;14.6
10283;5148;32;16.13
10284;5149;38;15.3
10285;5149;6;13.94
10286;5150;35;14.61
10287;5150;39;14.52
10288;5151;27;11.06
10289;5151;42;15.84
10290;5151;16;11.42
10291;5152;1;14.51
10292;5153;6;13.73
10293;5153;37;12.2
10294;5153;7;10.1
10295;5154;39;11.56
10296;5154;37;14.29
10297;5155;6;13.13
10298;5155;8;15.63
10299;5156;32;10.83
10300;5156;33;14.17
10301;5156;37;14.38
10302;5157;21;12.91
10303;5158;10;13.76
10304;5158;43;11.28
10305;5158;9;13.79
10306;5159;39;13.61
10307;5159;12;12.36
10308;5160;36;16.01
10309;5160;13;16.04
10310;5161;43;14.31
10311;5161;25;12.69
10312;5161;33;15.45
10313;5162;15;14.15
10314;5162;29;15.84
10315;5162;9;11.55
10316;5163;19;12.81
10317;5163;13;16.42
10318;5163;31;10.74
10319;5164;13;15.88
10320;5164;38;12.39
10321;5165;12;15.12
10322;5165;9;11.4
10323;5165;38;16.82
10324;5166;39;13.56
10325;5166;36;12.22
10326;5167;16;16.09
10327;5168;36;12.9
10328;5168;34;16.72
10329;5169;32;11.76
10330;5169;5;15.72
10331;5170;36;13.97
10332;5170;37;14.65
10333;5170;11;13.89
10334;5171;32;13.91
10335;5171;8;15.74
10336;5171;35;11.92
10337;5172;14;14.52
10338;5173;25;12.52
10339;5174;16;15.68
10340;5174;35;13.64
10341;5175;17;10.43
10342;5176;13;14.51
10343;5177;39;13.52
10344;5177;2;12.47
10345;5177;37;11.48
10346;5178;16;10.61
10347;5178;31;12.63
10348;5178;11;13.43
10349;5179;10;14.35
10350;5179;15;13.58
10351;5180;3;10.88
10352;5180;5;11.01
10353;5181;39;12.6
10354;5181;21;14.19
10355;5181;35;12.26
10356;5182;14;12.42
10357;5182;40;13.32
10358;5182;32;13.85
10359;5183;28;13.81
10360;5183;10;10.76
10361;5184;23;12.14
10362;5185;5;14.34
10363;5185;24;12.88
10364;5186;8;10.54
10365;5186;15;15.61
10366;5186;13;15.23
10367;5187;38;12.74
10368;5187;6;11.35
10369;5188;14;14.56
10370;5188;20;13.26
10371;5189;1;16.59
10372;5189;35;14.61
10373;5190;10;14.86
10374;5191;11;15.86
10375;5191;20;10.86
10376;5191;30;14.32
10377;5192;14;13.15
10378;5192;32;14.08
10379;5192;9;14.66
10380;5193;10;15.28
10381;5193;9;14.8
10382;5193;31;11.25
10383;5194;41;15.02
10384;5194;35;12.35
10385;5194;7;11.97
10386;5195;27;12.67
10387;5195;7;16.66
10388;5196;27;15.94
10389;5196;24;10.49
10390;5196;17;11.12
10391;5197;16;13.84
10392;5197;41;16.47
10393;5197;18;14.2
10394;5198;17;10.29
10395;5198;34;10.65
10396;5199;6;15.09
10397;5199;25;15.47
10398;5199;38;10.03
10399;5200;15;11.39
10400;5201;8;12.5
10401;5201;23;14.29
10402;5201;16;12.48
10403;5202;41;16.39
10404;5202;16;13.91
10405;5202;12;16.05
10406;5203;3;11.75
10407;5204;35;12.02
10408;5205;23;14.0
10409;5206;18;16.07
10410;5207;2;11.78
10411;5207;43;16.4
10412;5207;34;12.34
10413;5208;43;12.81
10414;5209;17;15.12
10415;5209;22;14.08
10416;5210;41;12.39
10417;5210;22;12.66
10418;5210;30;12.74
10419;5211;23;11.24
10420;5211;22;14.93
10421;5212;24;15.66
10422;5213;17;10.91
10423;5213;41;12.26
10424;5214;38;10.87
10425;5214;26;12.45
10426;5215;36;16.37
10427;5215;2;16.29
10428;5215;20;10.64
10429;5216;11;11.27
10430;5216;8;13.57
10431;5216;38;10.47
10432;5217;40;16.31
10433;5217;43;15.7
10434;5218;28;16.85
10435;5219;41;12.33
10436;5219;24;15.25
10437;5219;17;12.44
10438;5220;42;10.84
10439;5220;4;13.55
10440;5221;5;16.51
10441;5221;8;11.01
10442;5221;38;16.51
10443;5222;8;13.98
10444;5223;10;15.6
10445;5224;35;10.19
10446;5224;5;11.37
10447;5225;37;13.69
10448;5225;40;11.27
10449;5225;22;12.3
10450;5226;25;15.12
10451;5227;14;12.27
10452;5227;20;11.94
10453;5228;13;15.06
10454;5229;29;15.0
10455;5230;13;13.48
10456;5230;2;14.1
10457;5230;42;14.21
10458;5231;21;16.39
10459;5232;11;11.3
10460;5233;19;16.16
10461;5233;8;12.41
10462;5234;20;12.22
10463;5234;3;15.85
10464;5234;10;14.52
10465;5235;27;13.13
10466;5235;10;12.21
10467;5236;3;16.16
10468;5236;21;11.47
10469;5237;7;15.41
10470;5237;16;16.01
10471;5237;34;16.7
10472;5238;4;15.61
10473;5238;27;10.08
10474;5239;37;16.04
10475;5239;39;16.37
10476;5239;15;11.03
10477;5240;17;12.89
10478;5241;41;14.97
10479;5242;20;10.28
10480;5243;41;12.63
10481;5243;18;16.07
10482;5244;24;13.69
10483;5244;4;15.19
10484;5245;30;12.24
10485;5246;28;14.1
10486;5247;31;12.98
10487;5247;16;10.98
10488;5247;3;12.37
10489;5248;3;14.22
10490;5248;33;14.84
10491;5249;30;14.72
10492;5249;28;14.01
10493;5250;4;13.95
10494;5251;42;10.33
10495;5251;1;14.82
10496;5251;26;13.21
10497;5252;9;14.97
10498;5252;40;13.45
10499;5253;9;10.45
10500;5253;28;12.69
10501;5254;15;16.08
10502;5254;11;11.18
10503;5255;4;16.32
10504;5256;37;12.96
10505;5256;2;11.87
10506;5256;42;12.11
10507;5257;29;10.9
10508;5257;32;10.76
10509;5257;23;16.01
10510;5258;22;10.64
10511;5258;19;14.36
10512;5259;31;11.49
10513;5260;13;12.55
10514;5260;24;13.4
10515;5260;37;10.29
10516;5261;42;11.38
10517;5262;18;10.26
10518;5262;35;13.46
10519;5263;6;11.5
10520;5263;35;11.21
10521;5264;31;10.71
10522;5264;1;15.46
10523;5265;36;11.5
10524;5265;11;12.83
10525;5266;4;15.89
10526;5266;39;15.22
10527;5266;3;10.42
10528;5267;13;11.15
10529;5267;18;15.37
10530;5267;19;15.86
10531;5268;17;16.59
10532;5268;11;14.18
10533;5268;37;16.51
10534;5269;18;11.57
10535;5270;42;15.78
10536;5271;8;15.42
10537;5272;29;12.46
10538;5272;14;16.82
10539;5272;10;13.08
10540;5273;31;16.68
10541;5273;5;11.86
10542;5274;30;16.65
10543;5274;42;15.76
10544;5274;17;12.51
10545;5275;36;16.36
10546;5276;39;14.99
10547;5276;28;12.91
10548;5276;9;11.18
10549;5277;22;13.13
10550;5277;31;15.47
10551;5277;24;10.69
10552;5278;1;10.63
10553;5279;38;16.5
10554;5279;13;10.44
10555;5279;3;14.24
10556;5280;24;10.58
10557;5280;37;15.46
10558;5281;12;10.85
10559;5281;23;10.16
10560;5282;34;13.4
10561;5282;17;13.41
10562;5282;32;16.87
10563;5283;20;15.9
10564;5283;39;14.06
10565;5283;13;16.68
10566;5284;35;12.15
10567;5284;26;16.79
10568;5284;40;11.55
10569;5285;32;13.86
10570;5285;14;10.46
10571;5285;19;15.19
10572;5286;33;12.18
10573;5287;25;10.19
10574;5287;17;14.97
10575;5288;26;13.21
10576;5288;33;12.51
10577;5288;18;10.44
10578;5289;3;12.06
10579;5289;12;13.77
10580;5290;25;12.45
10581;5290;19;15.82
10582;5290;13;13.39
10583;5291;20;15.14
10584;5291;41;12.73
10585;5292;40;10.37
10586;5292;14;12.49
10587;5293;34;11.53
10588;5293;24;13.92
10589;5294;4;10.78
10590;5294;38;12.9
10591;5294;28;12.76
10592;5295;38;16.5
10593;5295;30;12.44
10594;5296;16;13.69
10595;5296;8;16.56
10596;5296;1;16.16
10597;5297;31;15.16
10598;5297;2;14.85
10599;5298;22;13.61
10600;5299;16;11.7
10601;5300;2;14.79
10602;5300;11;12.48
10603;5301;23;13.23
10604;5302;27;13.68
10605;5302;28;11.19
10606;5302;24;11.7
10607;5303;39;13.97
10608;5303;28;15.24
10609;5304;1;13.14
10610;5304;39;12.38
10611;5305;5;13.36
10612;5306;40;16.89
10613;5306;23;15.84
10614;5307;5;16.94
10615;5307;32;10.16
10616;5308;19;11.45
10617;5308;11;15.47
10618;5309;12;13.19
10619;5309;33;13.44
10620;5309;8;14.07
10621;5310;2;10.15
10622;5310;29;10.17
10623;5310;1;16.02
10624;5311;13;16.4
10625;5311;6;11.92
10626;5312;42;10.8
10627;5313;32;15.93
10628;5314;35;14.32
10629;5315;5;10.69
10630;5315;28;13.5
10631;5315;24;13.27
10632;5316;43;14.86
10633;5317;5;15.21
10634;5317;24;11.28
10635;5318;36;11.25
10636;5319;14;15.15
10637;5320;3;12.55
10638;5321;3;10.97
10639;5321;17;14.79
10640;5321;40;13.63
10641;5322;20;11.49
10642;5322;2;12.4
10643;5323;24;13.41
10644;5323;14;12.59
10645;5324;13;11.12
10646;5324;17;15.29
10647;5325;43;12.13
10648;5325;35;16.28
10649;5326;1;14.44
10650;5326;38;12.45
10651;5327;26;13.65
10652;5327;8;14.99
10653;5327;7;11.39
10654;5328;25;12.67
10655;5328;15;15.31
10656;5328;37;12.68
10657;5329;14;14.81
10658;5329;6;14.78
10659;5329;42;11.26
10660;5330;22;10.18
10661;5330;2;15.03
10662;5331;32;13.85
10663;5331;21;13.15
10664;5332;42;10.98
10665;5333;26;16.76
10666;5333;11;12.15
10667;5333;12;13.73
10668;5334;40;15.26
10669;5334;37;16.31
10670;5335;9;12.42
10671;5336;19;13.88
10672;5336;17;13.57
10673;5336;37;10.1
10674;5337;29;14.46
10675;5338;16;11.62
10676;5338;37;16.15
10677;5338;23;16.65
10678;5339;24;14.6
10679;5339;11;10.45
10680;5339;18;12.95
10681;5340;17;14.03
10682;5340;13;10.07
10683;5340;24;14.57
10684;5341;9;14.83
10685;5342;17;16.53
10686;5342;39;12.11
10687;5342;22;10.05
10688;5343;27;14.96
10689;5344;26;11.94
10690;5344;19;12.08
10691;5345;24;10.6
10692;5345;25;15.41
10693;5346;5;16.66
10694;5346;20;16.76
10695;5347;23;15.58
10696;5348;24;15.07
10697;5348;38;11.63
10698;5348;7;15.37
10699;5349;8;11.06
10700;5349;20;13.64
10701;5350;2;13.17
10702;5350;23;12.5
10703;5351;6;14.02
10704;5351;18;16.96
10705;5352;20;15.96
10706;5352;26;12.18
10707;5353;41;14.8
10708;5354;25;11.11
10709;5354;22;10.69
10710;5354;31;12.8
10711;5355;19;12.49
10712;5355;42;12.76
10713;5355;11;16.63
10714;5356;29;12.81
10715;5356;23;13.84
10716;5356;41;16.25
10717;5357;41;13.44
10718;5357;38;14.08
10719;5358;3;11.57
10720;5359;1;13.53
10721;5359;43;11.61
10722;5360;9;10.1
10723;5361;1;13.61
10724;5362;8;14.55
10725;5362;10;11.04
10726;5362;33;10.96
10727;5363;43;14.67
10728;5363;39;13.3
10729;5363;19;15.34
10730;5364;5;11.1
10731;5364;12;16.28
10732;5364;37;10.4
10733;5365;21;14.94
10734;5365;8;13.17
10735;5366;28;14.32
10736;5366;11;15.97
10737;5367;5;13.18
10738;5367;11;16.41
10739;5367;29;10.44
10740;5368;15;11.05
10741;5368;27;16.1
10742;5369;30;10.65
10743;5369;33;12.79
10744;5369;24;16.57
10745;5370;20;12.93
10746;5371;41;11.76
10747;5372;12;10.77
10748;5372;19;13.35
10749;5373;31;11.41
10750;5373;19;10.22
10751;5374;25;11.55
10752;5375;4;10.79
10753;5375;29;13.47
10754;5375;34;16.04
10755;5376;3;15.55
10756;5376;37;15.13
10757;5377;10;15.46
10758;5377;21;15.61
10759;5377;42;14.95
10760;5378;32;10.21
10761;5378;20;10.42
10762;5378;40;13.11
10763;5379;10;11.15
10764;5379;26;13.51
10765;5380;43;10.1
10766;5380;2;15.84
10767;5380;39;16.34
10768;5381;23;14.97
10769;5381;25;15.5
10770;5382;24;13.16
10771;5382;22;11.62
10772;5383;2;11.65
10773;5383;30;12.47
10774;5383;27;12.53
10775;5384;28;16.37
10776;5384;9;15.12
10777;5385;22;10.56
10778;5385;29;12.5
10779;5386;1;14.34
10780;5387;25;10.79
10781;5387;33;16.37
10782;5388;29;16.5
10783;5389;29;14.86
10784;5389;25;11.35
10785;5389;35;13.19
10786;5390;37;15.67
10787;5390;16;16.18
10788;5391;27;16.72
10789;5391;16;13.2
10790;5392;24;10.96
10791;5393;27;14.74
10792;5393;22;14.9
10793;5394;42;14.11
10794;5394;19;14.04
10795;5395;3;14.12
10796;5395;26;12.16
10797;5396;8;15.8
10798;5396;25;13.5
10799;5397;4;16.94
10800;5397;39;16.8
10801;5397;5;12.52
10802;5398;26;14.54
10803;5399;26;15.3
10804;5399;15;10.08
10805;5400;7;10.67
10806;5401;25;10.89
10807;5401;6;12.53
10808;5402;7;12.38
10809;5403;19;13.65
10810;5403;38;14.25
10811;5403;11;12.46
10812;5404;5;12.28
10813;5405;36;16.53
10814;5405;40;15.75
10815;5406;16;11.04
10816;5406;5;10.32
10817;5407;20;16.11
10818;5407;5;11.87
10819;5407;31;16.11
10820;5408;4;13.3
10821;5408;40;10.62
10822;5409;24;15.13
10823;5410;7;16.96
10824;5410;9;12.78
10825;5411;3;16.77
10826;5411;28;10.71
10827;5412;42;14.32
10828;5413;43;12.89
10829;5413;32;10.3
10830;5413;35;15.6
10831;5414;22;14.91
10832;5414;30;16.87
10833;5414;16;11.97
10834;5415;33;15.45
10835;5415;3;16.11
10836;5416;16;12.57
10837;5416;26;16.74
10838;5416;9;14.85
10839;5417;36;11.21
10840;5417;6;12.35
10841;5418;39;16.55
10842;5419;29;13.85
10843;5420;7;15.59
10844;5421;43;12.12
10845;5421;4;15.14
10846;5422;34;13.52
10847;5422;9;15.33
10848;5423;26;16.54
10849;5423;28;12.03
10850;5423;42;16.6
10851;5424;28;11.57
10852;5424;24;13.82
10853;5425;6;15.27
10854;5425;10;10.01
10855;5425;2;16.1
10856;5426;13;15.39
10857;5426;2;16.95
10858;5426;31;15.66
10859;5427;21;13.04
10860;5428;22;10.49
10861;5428;19;10.26
10862;5429;33;10.55
10863;5430;37;13.7
10864;5430;32;14.01
10865;5430;9;12.46
10866;5431;3;16.78
10867;5431;14;12.05
10868;5432;17;11.83
10869;5432;38;10.51
10870;5432;29;16.13
10871;5433;31;11.4
10872;5434;31;14.58
10873;5435;35;16.56
10874;5436;37;14.2
10875;5436;38;11.21
10876;5436;15;10.85
10877;5437;42;14.66
10878;5437;18;14.69
10879;5438;8;10.59
10880;5438;27;16.06
10881;5438;14;13.65
10882;5439;14;10.83
10883;5439;43;10.9
10884;5439;29;16.98
10885;5440;41;12.74
10886;5440;29;11.68
10887;5441;31;14.81
10888;5441;14;11.47
10889;5442;4;12.24
10890;5443;29;10.73
10891;5444;43;13.27
10892;5444;6;12.12
10893;5445;5;13.93
10894;5445;10;16.24
10895;5445;41;13.53
10896;5446;14;13.37
10897;5446;13;13.97
10898;5446;12;13.12
10899;5447;13;12.69
10900;5447;6;13.54
10901;5447;17;11.71
10902;5448;40;11.38
10903;5448;32;13.07
10904;5449;37;10.04
10905;5449;32;15.05
10906;5450;18;13.76
10907;5451;27;10.57
10908;5451;30;15.99
10909;5452;20;13.54
10910;5453;8;15.18
10911;5453;27;11.23
10912;5454;39;12.38
10913;5455;41;13.73
10914;5456;11;11.41
10915;5456;29;14.19
10916;5456;25;12.79
10917;5457;6;16.37
10918;5458;34;13.8
10919;5459;5;16.79
10920;5459;29;14.17
10921;5460;25;13.59
10922;5460;31;14.85
10923;5460;24;11.46
10924;5461;14;15.45
10925;5462;13;14.88
10926;5462;14;11.49
10927;5462;29;11.45
10928;5463;4;15.47
10929;5463;29;12.72
10930;5464;16;12.68
10931;5464;9;14.59
10932;5465;31;15.01
10933;5465;24;11.89
10934;5465;3;15.27
10935;5466;22;10.85
10936;5466;4;13.6
10937;5466;30;13.5
10938;5467;20;12.05
10939;5468;29;14.13
10940;5468;25;10.54
10941;5469;3;11.12
10942;5469;14;15.05
10943;5470;43;16.27
10944;5471;28;11.84
10945;5472;37;12.1
10946;5472;26;12.08
10947;5473;40;13.97
10948;5473;27;16.13
10949;5473;17;15.51
10950;5474;17;15.3
10951;5475;3;15.29
10952;5476;23;13.05
10953;5477;22;16.04
10954;5477;12;16.65
10955;5477;4;13.61
10956;5478;40;13.78
10957;5479;19;15.63
10958;5479;42;14.78
10959;5480;34;13.61
10960;5480;3;13.14
10961;5481;38;15.22
10962;5481;33;15.03
10963;5482;39;12.54
10964;5483;31;16.58
10965;5483;43;15.8
10966;5484;42;16.5
10967;5484;19;13.56
10968;5484;4;15.22
10969;5485;21;15.71
10970;5486;25;13.5
10971;5486;19;11.24
10972;5486;23;14.58
10973;5487;16;16.09
10974;5488;28;10.38
10975;5488;23;10.27
10976;5489;12;14.28
10977;5489;43;14.43
10978;5490;26;14.77
10979;5490;18;13.05
10980;5490;13;12.01
10981;5491;20;12.14
10982;5491;12;14.95
10983;5491;2;11.54
10984;5492;31;16.78
10985;5493;21;15.0
10986;5494;5;14.76
10987;5494;15;10.18
10988;5495;13;15.61
10989;5495;20;10.37
10990;5495;39;11.9
10991;5496;33;13.66
10992;5496;35;16.09
10993;5497;10;13.56
10994;5497;25;16.88
10995;5497;41;14.84
10996;5498;7;10.02
10997;5498;42;13.3
10998;5498;25;14.8
10999;5499;13;11.17
11000;5499;3;15.27
11001;5499;38;14.62
11002;5500;36;14.92
11003;5501;21;11.24
11004;5501;19;10.46
11005;5501;38;10.66
11006;5502;41;10.6
11007;5502;3;10.97
11008;5503;1;14.18
11009;5504;28;14.55
11010;5505;2;16.31
11011;5505;20;16.56
11012;5505;24;11.27
11013;5506;27;12.83
11014;5506;34;16.07
11015;5506;26;16.5
11016;5507;10;16.06
11017;5507;26;10.22
11018;5508;27;14.54
11019;5508;4;13.89
11020;5508;38;11.8
11021;5509;29;13.14
11022;5509;2;16.74
11023;5509;23;16.83
11024;5510;36;10.59
11025;5511;5;11.45
11026;5511;3;14.63
11027;5512;14;15.86
11028;5512;18;14.42
11029;5513;2;12.67
11030;5513;13;16.9
11031;5514;4;12.44
11032;5514;40;10.18
11033;5514;11;10.08
11034;5515;1;15.75
11035;5515;26;10.25
11036;5515;31;16.44
11037;5516;15;12.5
11038;5516;32;14.25
11039;5516;7;11.96
11040;5517;35;16.56
11041;5517;7;11.09
11042;5518;17;11.32
11043;5519;24;15.82
11044;5520;32;13.84
11045;5521;20;15.56
11046;5521;31;12.12
11047;5521;4;10.44
11048;5522;10;14.9
11049;5522;38;14.22
11050;5523;41;11.03
11051;5524;22;13.62
11052;5525;37;15.34
11053;5525;2;12.37
11054;5525;29;11.91
11055;5526;29;13.3
11056;5527;5;16.68
11057;5527;18;11.01
11058;5527;30;13.24
11059;5528;27;15.26
11060;5529;4;10.72
11061;5530;13;12.6
11062;5530;40;12.77
11063;5530;18;10.52
11064;5531;40;13.91
11065;5531;21;13.72
11066;5531;14;15.53
11067;5532;29;13.87
11068;5533;21;16.46
11069;5533;9;16.09
11070;5534;28;15.31
11071;5534;2;15.76
11072;5534;27;15.07
11073;5535;38;10.23
11074;5535;33;15.09
11075;5536;34;16.71
11076;5536;42;13.69
11077;5536;12;16.42
11078;5537;13;14.73
11079;5537;31;13.16
11080;5537;19;14.53
11081;5538;6;13.77
11082;5538;20;10.23
11083;5539;38;16.88
11084;5540;5;11.91
11085;5540;26;15.59
11086;5541;25;16.78
11087;5541;9;11.24
11088;5541;34;10.68
11089;5542;39;16.66
11090;5542;35;10.5
11091;5543;42;11.24
11092;5543;22;10.94
11093;5543;39;15.86
11094;5544;42;10.43
11095;5544;33;10.79
11096;5544;38;14.53
11097;5545;16;10.04
11098;5545;33;14.73
11099;5546;6;11.26
11100;5546;18;16.83
11101;5547;31;15.51
11102;5547;8;13.67
11103;5548;34;14.85
11104;5548;13;11.93
11105;5548;40;11.56
11106;5549;25;11.04
11107;5550;32;10.82
11108;5550;16;12.37
11109;5551;17;13.69
11110;5551;29;10.27
11111;5552;5;12.47
11112;5552;14;14.84
11113;5553;14;12.73
11114;5553;3;16.29
11115;5553;13;15.6
11116;5554;15;13.14
11117;5554;10;12.65
11118;5555;30;13.78
11119;5555;40;15.4
11120;5555;1;10.23
11121;5556;3;10.15
11122;5556;15;15.56
11123;5556;40;12.78
11124;5557;18;16.27
11125;5557;3;12.16
11126;5557;28;15.9
11127;5558;28;14.33
11128;5558;4;12.77
11129;5559;16;15.91
11130;5559;30;14.75
11131;5559;20;11.14
11132;5560;23;14.25
11133;5560;26;12.34
11134;5560;17;16.17
11135;5561;30;10.47
11136;5561;9;13.58
11137;5561;8;16.1
11138;5562;5;10.83
11139;5562;23;16.6
11140;5563;13;12.12
11141;5564;22;11.21
11142;5564;13;12.13
11143;5565;30;10.21
11144;5565;21;14.68
11145;5565;6;16.6
11146;5566;33;16.95
11147;5566;22;12.71
11148;5566;28;11.57
11149;5567;34;14.83
11150;5567;13;14.51
11151;5567;4;14.88
11152;5568;30;14.75
11153;5569;30;11.5
11154;5569;15;13.86
11155;5570;20;15.95
11156;5571;9;12.02
11157;5571;17;14.46
11158;5571;34;10.94
11159;5572;10;11.9
11160;5572;6;10.3
11161;5573;42;12.13
11162;5574;24;12.22
11163;5574;12;14.27
11164;5575;25;14.42
11165;5575;12;15.06
11166;5576;3;16.29
11167;5576;11;11.64
11168;5577;40;12.96
11169;5578;3;16.02
11170;5578;28;13.95
11171;5578;32;15.7
11172;5579;17;14.46
11173;5579;30;16.01
11174;5580;20;15.77
11175;5580;16;14.45
11176;5580;4;12.8
11177;5581;32;14.72
11178;5581;24;15.51
11179;5582;18;15.1
11180;5582;33;13.64
11181;5583;18;11.23
11182;5583;28;15.74
11183;5584;27;15.19
11184;5584;29;14.73
11185;5585;38;12.72
11186;5586;7;12.62
11187;5587;37;14.02
11188;5588;28;12.71
11189;5588;38;12.78
11190;5588;5;12.61
11191;5589;28;11.89
11192;5589;35;12.28
11193;5590;40;14.01
11194;5591;21;10.63
11195;5592;33;15.04
11196;5592;4;11.24
11197;5592;28;16.35
11198;5593;41;14.49
11199;5593;5;10.87
11200;5593;19;12.26
11201;5594;9;14.37
11202;5594;42;14.4
11203;5594;21;11.64
11204;5595;14;12.64
11205;5595;31;16.43
11206;5595;33;10.44
11207;5596;24;10.06
11208;5596;23;15.92
11209;5596;43;12.4
11210;5597;23;14.77
11211;5597;35;13.34
11212;5597;31;13.04
11213;5598;38;10.38
11214;5598;27;11.97
11215;5598;18;15.48
11216;5599;43;16.94
11217;5599;4;14.03
11218;5600;26;16.5
11219;5601;36;16.41
11220;5601;10;13.66
11221;5602;3;10.42
11222;5603;37;10.12
11223;5604;28;15.73
11224;5605;4;15.63
11225;5606;12;14.37
11226;5606;1;11.76
11227;5606;11;13.53
11228;5607;4;14.02
11229;5607;6;14.46
11230;5608;22;10.79
11231;5609;4;16.79
11232;5609;33;14.22
11233;5609;14;12.24
11234;5610;7;13.19
11235;5611;25;15.79
11236;5612;28;12.39
11237;5613;9;15.77
11238;5613;3;14.91
11239;5614;38;13.77
11240;5615;43;13.33
11241;5615;27;10.34
11242;5616;35;15.69
11243;5616;31;10.42
11244;5616;28;15.93
11245;5617;21;13.46
11246;5617;16;13.29
11247;5618;36;15.41
11248;5619;14;16.87
11249;5619;5;15.08
11250;5620;39;11.15
11251;5620;15;15.42
11252;5621;42;13.19
11253;5621;26;15.54
11254;5621;6;11.0
11255;5622;31;15.59
11256;5623;8;16.49
11257;5624;22;16.47
11258;5624;15;14.06
11259;5625;14;11.18
11260;5625;13;15.34
11261;5625;7;11.67
11262;5626;14;11.08
11263;5626;33;12.23
11264;5626;23;13.63
11265;5627;9;15.68
11266;5627;7;16.98
