id;garden_id;wine_id;price
2397;4685;133;15.33
2398;4687;30;4.48
2399;4688;296;19.39
2400;4690;691;8.91
2401;4692;49;20.51
2402;4694;582;15.18
2403;4695;24;7.61
2404;4697;257;16.91
2405;4698;480;17.63
2406;4699;249;16.48
2407;4701;540;20.6
2408;4706;719;11.35
2409;4708;325;10.04
2410;4711;578;4.99
2411;4712;71;3.06
2412;4713;533;21.86
2413;4715;211;9.54
2414;4716;528;6.3
2415;4718;149;21.39
2416;4720;494;4.31
2417;4721;15;17.63
2418;4722;53;6.01
2419;4724;485;3.16
2420;4725;161;21.53
2421;4726;662;14.54
2422;4728;712;6.45
2423;4729;437;18.58
2424;4731;170;12.99
2425;4732;744;16.6
2426;4734;265;14.11
2427;4739;575;9.6
2428;4740;338;11.73
2429;4741;695;17.94
2430;4742;405;16.18
2431;4746;739;22.48
2432;4747;456;5.17
2433;4748;229;5.27
2434;4749;125;5.23
2435;4750;575;16.5
2436;4751;376;3.07
2437;4754;30;3.56
2438;4757;564;13.58
2439;4760;158;6.45
2440;4762;115;6.08
2441;4764;131;13.2
2442;4765;149;19.35
2443;4766;441;11.72
2444;4767;72;17.19
2445;4769;416;16.06
2446;4770;756;9.37
2447;4771;439;17.39
2448;4773;54;3.21
2449;4774;529;10.45
2450;4776;726;22.2
2451;4778;560;5.94
2452;4779;18;4.62
2453;4780;634;5.47
2454;4781;483;14.28
2455;4782;162;10.79
2456;4786;43;12.0
2457;4787;397;18.02
2458;4788;165;10.22
2459;4789;674;3.63
2460;4790;709;20.3
2461;4792;479;20.46
2462;4795;77;16.94
2463;4796;546;6.58
2464;4799;543;9.78
2465;4802;80;20.33
2466;4804;348;16.38
2467;4808;180;16.79
2468;4810;513;9.01
2469;4816;620;16.7
2470;4818;512;4.62
2471;4819;505;18.87
2472;4822;610;3.03
2473;4823;632;9.15
2474;4824;69;11.23
2475;4827;472;17.25
2476;4831;776;13.93
2477;4832;90;22.4
2478;4835;207;13.65
2479;4837;11;3.42
2480;4838;236;12.45
2481;4839;6;17.97
2482;4843;616;3.9
2483;4844;95;8.13
2484;4846;310;20.25
2485;4849;211;8.77
2486;4850;92;17.77
2487;4852;59;15.02
2488;4853;746;3.89
2489;4855;378;10.17
2490;4856;144;15.57
2491;4857;46;22.55
2492;4858;294;19.14
2493;4860;640;4.87
2494;4864;602;3.13
2495;4865;584;16.42
2496;4866;73;3.53
2497;4867;437;8.39
2498;4868;558;14.03
2499;4871;762;10.23
2500;4873;441;7.67
2501;4877;721;17.07
2502;4880;178;7.47
2503;4884;561;11.17
2504;4885;574;13.77
2505;4886;701;18.61
2506;4887;464;21.65
2507;4889;687;5.3
2508;4890;6;9.77
2509;4891;92;15.63
2510;4893;230;21.08
2511;4894;335;11.57
2512;4895;156;22.03
2513;4896;520;11.05
2514;4900;773;7.74
2515;4901;631;7.33
2516;4902;250;22.28
2517;4903;193;6.52
2518;4904;83;12.93
2519;4908;635;9.83
2520;4911;733;7.25
2521;4912;713;13.22
2522;4913;287;17.95
2523;4914;122;7.02
2524;4916;579;9.78
2525;4917;407;10.14
2526;4920;142;5.66
2527;4921;483;17.11
2528;4922;133;7.16
2529;4928;160;9.38
2530;4930;206;4.05
2531;4932;529;3.08
2532;4937;383;21.27
2533;4938;105;7.04
2534;4939;398;6.46
2535;4942;546;8.06
2536;4944;339;10.8
2537;4945;532;20.37
2538;4948;99;9.53
2539;4950;583;17.67
2540;4951;129;17.69
2541;4954;198;20.99
2542;4955;141;5.2
2543;4956;682;18.01
2544;4958;740;18.29
2545;4959;230;21.69
2546;4962;188;5.99
2547;4963;591;4.86
2548;4964;770;9.36
2549;4965;493;17.39
2550;4968;545;12.97
2551;4970;419;3.35
2552;4972;560;17.99
2553;4973;97;5.75
2554;4975;676;8.63
2555;4977;296;3.15
2556;4978;636;7.77
2557;4980;709;15.04
2558;4985;467;11.12
2559;4986;325;12.8
2560;4987;237;8.24
2561;4991;558;19.44
2562;4993;320;4.82
2563;4994;782;3.19
2564;4996;569;4.65
2565;4999;37;7.69
2566;5001;318;3.85
2567;5008;567;21.84
2568;5010;99;7.64
2569;5011;449;5.62
2570;5013;636;6.84
2571;5016;330;9.13
2572;5017;283;11.98
2573;5020;225;11.34
2574;5021;778;9.18
2575;5025;14;8.27
2576;5026;417;15.29
2577;5027;477;20.47
2578;5028;551;9.35
2579;5029;48;8.87
2580;5032;732;11.7
2581;5036;267;18.87
2582;5038;716;12.8
2583;5039;350;12.75
2584;5041;657;18.77
2585;5042;718;14.84
2586;5043;453;16.5
2587;5044;172;11.75
2588;5045;510;10.86
2589;5047;244;19.62
2590;5048;190;10.63
2591;5050;519;19.84
2592;5051;447;3.66
2593;5052;274;3.67
2594;5053;494;16.77
2595;5054;672;8.58
2596;5055;620;8.19
2597;5056;148;14.81
2598;5061;172;5.29
2599;5063;683;9.97
2600;5065;652;5.97
2601;5067;637;17.96
2602;5068;683;17.78
2603;5073;560;13.76
2604;5074;491;4.72
2605;5075;29;18.14
2606;5076;391;16.37
2607;5077;560;9.94
2608;5081;42;11.28
2609;5083;309;15.37
2610;5085;437;21.78
2611;5087;697;16.89
2612;5088;250;4.94
2613;5089;283;10.28
2614;5091;194;19.37
2615;5092;232;3.18
2616;5095;171;4.59
2617;5098;289;11.25
2618;5099;614;14.46
2619;5100;637;6.88
2620;5101;398;22.64
2621;5102;620;19.45
2622;5103;5;4.69
2623;5104;572;3.05
2624;5106;613;13.61
2625;5108;41;4.75
2626;5109;694;3.62
2627;5111;337;5.46
2628;5113;6;17.21
2629;5119;184;4.87
2630;5120;612;9.21
2631;5121;224;9.42
2632;5123;38;10.57
2633;5124;335;10.31
2634;5125;345;5.79
2635;5126;583;5.01
2636;5127;682;21.38
2637;5128;436;19.48
2638;5136;10;7.13
2639;5137;609;9.59
2640;5140;490;17.29
2641;5141;750;22.84
2642;5142;126;20.63
2643;5143;374;15.62
2644;5144;453;11.13
2645;5145;103;9.48
2646;5147;691;20.29
2647;5148;241;8.08
2648;5149;635;16.54
2649;5150;394;22.9
2650;5153;40;3.3
2651;5155;426;7.38
2652;5157;511;14.67
2653;5158;475;6.29
2654;5159;352;4.62
2655;5160;700;21.73
2656;5161;229;6.32
2657;5164;122;10.59
2658;5165;468;9.74
2659;5168;353;11.03
2660;5169;62;7.08
2661;5170;323;19.81
2662;5171;778;9.84
2663;5172;769;14.75
2664;5176;493;12.64
2665;5177;287;10.44
2666;5182;663;11.42
2667;5184;213;4.95
2668;5185;157;20.82
2669;5188;696;3.13
2670;5189;577;6.98
2671;5190;712;7.04
2672;5192;666;9.46
2673;5196;181;17.38
2674;5198;686;14.3
2675;5199;33;5.36
2676;5201;694;17.84
2677;5202;746;9.08
2678;5206;132;19.82
2679;5209;389;12.03
2680;5210;741;20.75
2681;5211;159;4.26
2682;5213;623;18.87
2683;5216;50;18.13
2684;5218;164;5.2
2685;5219;687;11.44
2686;5222;19;7.35
2687;5225;332;16.15
2688;5226;131;13.96
2689;5227;184;21.78
2690;5228;249;21.19
2691;5231;575;21.19
2692;5234;364;20.06
2693;5235;543;16.04
2694;5240;759;15.31
2695;5241;49;16.71
2696;5242;155;16.16
2697;5244;64;18.64
2698;5246;161;3.05
2699;5248;456;22.87
2700;5249;219;12.11
2701;5250;563;6.99
2702;5251;314;8.22
2703;5256;30;14.92
2704;5259;547;3.21
2705;5261;433;13.98
2706;5263;602;5.97
2707;5265;707;10.85
2708;5267;689;21.34
2709;5268;143;11.75
2710;5273;316;11.04
2711;5274;316;7.2
2712;5275;505;4.68
2713;5278;163;22.23
2714;5281;34;20.33
2715;5283;440;15.24
2716;5284;323;10.89
2717;5286;352;19.98
2718;5287;662;16.43
2719;5290;557;4.83
2720;5293;381;11.77
2721;5294;297;14.42
2722;5300;630;4.41
2723;5303;183;4.2
2724;5305;449;11.79
2725;5307;494;10.4
2726;5308;445;15.07
2727;5309;229;20.23
2728;5312;610;4.67
2729;5313;204;4.25
2730;5315;683;17.93
2731;5316;90;21.39
2732;5322;779;13.38
2733;5324;41;3.5
2734;5329;124;6.86
2735;5332;188;13.19
2736;5333;78;5.36
2737;5338;162;13.06
2738;5342;168;20.59
2739;5344;444;17.85
2740;5347;433;14.8
2741;5348;376;14.12
2742;5350;688;14.49
2743;5354;719;13.77
2744;5359;84;5.57
2745;5360;662;6.31
2746;5361;333;11.07
2747;5363;100;16.11
2748;5364;688;20.36
2749;5366;381;22.45
2750;5369;11;15.7
2751;5373;757;20.91
2752;5375;96;3.75
2753;5376;198;5.83
2754;5377;135;13.24
2755;5378;624;9.03
2756;5380;6;19.16
2757;5381;238;19.05
2758;5385;608;4.46
2759;5389;273;18.13
2760;5391;314;6.56
2761;5393;310;7.44
2762;5394;242;11.78
2763;5395;447;3.64
2764;5401;86;17.16
2765;5404;355;16.77
2766;5405;207;6.18
2767;5406;465;22.76
2768;5410;695;7.11
2769;5411;2;6.57
2770;5413;780;19.9
2771;5414;568;3.5
2772;5415;594;13.68
2773;5416;361;9.2
2774;5421;774;15.03
2775;5423;227;12.74
2776;5424;70;14.59
2777;5429;351;6.13
2778;5433;255;8.34
2779;5434;430;21.07
2780;5435;368;14.28
2781;5436;131;16.18
2782;5437;325;14.76
2783;5438;626;21.17
2784;5439;776;7.3
2785;5442;309;20.35
2786;5443;779;13.12
2787;5444;521;21.22
2788;5445;42;13.5
2789;5446;665;7.08
2790;5452;361;15.09
2791;5453;344;17.55
2792;5455;264;16.64
2793;5456;197;8.25
2794;5457;173;15.11
2795;5463;573;11.67
2796;5464;184;16.32
2797;5469;355;4.43
2798;5470;209;7.3
2799;5472;240;14.48
2800;5474;716;22.05
2801;5475;238;15.17
2802;5478;669;11.24
2803;5479;109;11.24
2804;5481;414;6.21
2805;5482;92;9.59
2806;5483;71;4.94
2807;5485;272;21.56
2808;5486;331;11.66
2809;5488;550;22.88
2810;5489;714;20.32
2811;5493;514;11.29
2812;5497;94;4.45
2813;5502;553;22.59
2814;5504;233;9.7
2815;5505;519;14.05
2816;5506;263;21.11
2817;5507;698;22.18
2818;5513;353;17.57
2819;5514;201;17.62
2820;5515;756;9.24
2821;5516;546;21.31
2822;5518;605;20.79
2823;5520;251;11.84
2824;5524;590;21.9
2825;5526;191;8.53
2826;5527;18;8.84
2827;5532;297;22.51
2828;5536;24;21.03
2829;5537;751;9.42
2830;5543;480;21.22
2831;5544;758;22.87
2832;5547;322;3.9
2833;5548;526;22.38
2834;5549;654;16.51
2835;5551;326;18.24
2836;5552;18;16.73
2837;5554;397;19.32
2838;5555;347;15.84
2839;5561;144;11.66
2840;5564;321;20.06
2841;5568;282;21.99
2842;5573;610;19.39
2843;5575;181;22.21
2844;5576;232;3.21
2845;5577;38;16.97
2846;5578;301;3.16
2847;5579;305;9.19
2848;5580;33;4.52
2849;5585;784;21.74
2850;5589;212;13.03
2851;5591;432;21.11
2852;5592;283;20.35
2853;5593;518;22.11
2854;5595;688;3.35
2855;5596;505;9.36
2856;5597;552;22.84
2857;5598;273;20.02
2858;5599;405;7.68
2859;5600;96;9.77
2860;5604;564;3.57
2861;5606;783;15.19
2862;5607;349;13.13
2863;5609;757;14.14
2864;5611;171;17.48
2865;5614;345;9.61
2866;5615;763;7.26
2867;5621;442;21.54
2868;5622;12;19.46
2869;5623;450;9.33
2870;5625;778;21.54
2871;5626;246;3.04
2872;5628;663;15.1
2873;5629;52;9.78
2874;5635;581;19.15
2875;5637;76;19.9
2876;5638;76;17.73
2877;5640;551;6.89
2878;5642;512;16.97
2879;5643;739;21.58
2880;5644;783;20.33
2881;5648;75;7.36
2882;5654;272;14.8
2883;5656;387;10.51
2884;5658;109;6.77
2885;5661;370;8.99
2886;5665;631;3.58
2887;5669;685;9.19
2888;5673;11;12.84
2889;5675;131;20.27
2890;5677;150;11.28
2891;5680;506;15.0
2892;5681;53;16.06
2893;5683;504;5.92
2894;5685;590;13.42
2895;5686;653;5.79
2896;5687;618;19.54
2897;5693;400;9.3
2898;5694;205;19.33
2899;5695;609;15.93
2900;5697;629;15.03
2901;5699;18;4.12
2902;5702;723;19.89
2903;5703;327;14.32
2904;5704;258;20.15
2905;5705;735;18.37
2906;5707;705;6.23
2907;5708;114;15.01
2908;5711;691;22.96
2909;5713;601;5.07
2910;5714;128;4.04
2911;5716;336;14.97
2912;5718;547;9.04
2913;5719;104;4.33
2914;5720;712;15.17
2915;5721;288;5.17
2916;5722;175;4.28
2917;5726;244;19.34
2918;5727;662;9.85
2919;5732;66;5.85
2920;5735;228;6.93
2921;5737;77;7.17
2922;5741;349;14.81
2923;5745;128;8.75
2924;5747;277;4.54
2925;5748;132;14.6
2926;5749;107;18.05
2927;5756;502;7.32
2928;5758;348;7.77
2929;5760;475;11.96
2930;5761;186;4.27
2931;5763;146;8.33
2932;5767;245;20.69
2933;5768;775;13.76
2934;5770;125;3.71
2935;5771;192;15.05
2936;5772;163;19.02
2937;5773;6;16.97
2938;5774;430;7.27
2939;5777;495;14.21
2940;5782;599;17.95
2941;5783;676;5.34
2942;5784;637;9.68
2943;5785;85;15.82
2944;5786;350;20.53
2945;5789;617;12.76
2946;5792;243;20.2
2947;5793;125;11.51
2948;5796;143;19.16
2949;5799;738;17.48
2950;5801;400;7.96
2951;5805;334;22.2
2952;5809;43;7.66
2953;5810;749;6.93
2954;5812;167;10.64
2955;5813;140;22.29
2956;5817;82;14.22
2957;5822;644;19.23
2958;5823;29;14.86
2959;5824;273;6.5
2960;5825;546;19.89
2961;5826;245;15.58
2962;5829;314;9.02
2963;5832;750;10.65
2964;5833;533;6.72
2965;5834;359;13.78
2966;5838;377;12.64
2967;5839;316;12.24
2968;5841;665;13.94
2969;5843;322;11.15
2970;5844;72;4.62
2971;5845;613;10.0
2972;5846;621;17.65
2973;5847;406;7.05
2974;5848;516;14.72
2975;5849;153;9.07
2976;5850;471;15.22
2977;5854;341;18.07
2978;5855;164;3.73
2979;5857;34;3.16
2980;5860;670;17.33
2981;5865;729;6.06
2982;5866;597;11.07
2983;5867;485;10.39
2984;5868;58;15.46
2985;5871;634;14.42
2986;5874;392;6.32
2987;5875;336;13.56
2988;5878;392;6.14
2989;5880;238;17.79
2990;5881;518;16.6
2991;5882;124;4.06
2992;5884;392;12.25
2993;5886;91;17.66
2994;5887;376;21.05
2995;5889;701;14.72
2996;5891;321;7.27
2997;5893;171;17.57
2998;5894;662;18.73
2999;5896;368;12.74
3000;5897;227;9.8
3001;5899;390;22.8
3002;5900;80;3.71
3003;5901;115;3.83
3004;5904;369;4.16
3005;5908;724;18.21
3006;5909;264;15.8
3007;5910;639;6.25
3008;5914;281;22.63
3009;5915;725;10.37
3010;5917;28;7.13
3011;5919;637;10.65
3012;5920;26;15.43
3013;5924;519;15.25
3014;5926;538;6.21
3015;5927;740;17.76
3016;5929;100;8.86
3017;5930;289;22.64
3018;5931;609;3.66
3019;5935;300;20.53
3020;5940;442;12.98
3021;5943;200;15.84
3022;5946;140;8.53
3023;5947;25;10.34
3024;5952;65;15.76
3025;5954;220;8.94
3026;5955;776;20.32
3027;5958;759;17.34
3028;5959;253;19.4
3029;5960;248;16.04
3030;5961;493;21.03
3031;5965;342;17.32
3032;5967;599;6.39
3033;5969;515;10.6
3034;5970;134;4.54
3035;5971;233;17.66
3036;5972;201;10.92
3037;5973;583;16.99
3038;5977;136;14.25
3039;5978;384;4.56
3040;5979;443;21.65
3041;5980;615;21.86
3042;5984;35;16.45
3043;5986;446;16.27
3044;5987;757;13.88
3045;5989;749;7.93
3046;5991;197;14.23
3047;5992;162;10.28
3048;5993;548;15.21
3049;5996;715;7.78
3050;6004;112;19.72
3051;6005;271;10.42
3052;6010;259;19.52
3053;6011;200;15.18
3054;6013;187;3.52
3055;6015;533;6.02
3056;6018;168;4.49
3057;6022;660;20.02
3058;6023;535;9.57
3059;6025;644;5.71
3060;6026;490;22.76
3061;6027;51;21.37
3062;6029;725;16.61
3063;6030;125;13.44
3064;6031;165;15.54
3065;6036;584;22.18
3066;6039;344;6.05
3067;6040;757;19.24
3068;6041;380;12.31
3069;6045;475;7.55
3070;6046;200;20.14
3071;6050;439;10.02
3072;6051;439;3.33
3073;6052;539;4.37
3074;6055;750;11.33
3075;6058;95;6.77
3076;6059;769;20.1
3077;6060;585;8.12
3078;6061;726;8.71
3079;6062;516;6.0
3080;6064;243;15.49
3081;6065;403;7.27
3082;6067;328;11.03
3083;6068;771;22.47
3084;6070;372;10.1
3085;6071;26;18.81
3086;6072;349;4.02
3087;6074;645;8.23
3088;6075;622;13.18
3089;6078;305;7.66
3090;6079;470;11.82
3091;6080;98;6.81
3092;6081;197;8.25
3093;6090;242;18.76
3094;6091;60;18.92
3095;6092;78;5.68
3096;6094;147;12.22
3097;6098;405;6.95
3098;6099;590;5.18
3099;6103;508;18.07
3100;6104;740;3.62
3101;6106;722;7.89
3102;6107;606;7.11
3103;6108;368;13.92
3104;6109;477;17.83
3105;6113;248;8.12
3106;6118;342;3.1
3107;6119;207;16.56
3108;6125;322;4.33
3109;6126;381;10.76
3110;6127;420;15.47
3111;6128;463;3.59
3112;6129;364;12.5
3113;6131;600;15.95
3114;6132;433;17.07
3115;6134;488;3.34
3116;6136;514;11.14
3117;6137;497;3.69
3118;6139;242;7.27
3119;6141;266;12.37
3120;6142;63;15.74
3121;6143;514;7.53
3122;6144;484;14.33
3123;6146;183;15.07
3124;6147;66;16.55
3125;6148;582;20.6
3126;6149;646;18.31
3127;6152;87;14.23
3128;6153;118;22.07
3129;6155;630;5.76
3130;6160;16;12.94
3131;6164;578;5.53
3132;6165;566;5.64
3133;6166;727;3.99
3134;6168;352;9.32
3135;6169;753;9.7
3136;6173;45;3.44
3137;6174;630;10.88
3138;6177;126;5.72
3139;6178;461;15.99
3140;6179;504;16.49
3141;6185;254;19.65
3142;6187;592;10.87
3143;6188;484;3.6
3144;6189;569;17.49
3145;6190;501;22.22
3146;6192;343;11.96
3147;6195;609;18.17
3148;6198;91;12.39
3149;6200;678;14.06
3150;6201;32;13.75
3151;6202;391;20.4
3152;6203;605;4.65
3153;6206;681;16.8
3154;6207;367;18.15
3155;6209;67;12.67
3156;6213;491;11.36
3157;6215;168;16.16
3158;6217;90;11.98
3159;6218;638;10.92
3160;6221;520;5.35
3161;6224;172;18.84
3162;6225;69;22.1
3163;6231;294;11.57
3164;6232;639;5.08
3165;6233;95;3.13
3166;6234;160;8.51
3167;6237;211;13.39
3168;6240;784;10.89
3169;6241;17;9.82
3170;6242;270;18.61
3171;6243;784;20.79
3172;6247;750;22.71
3173;6248;481;18.44
3174;6249;450;11.16
3175;6253;568;14.27
3176;6254;132;21.2
3177;6256;45;18.85
3178;6258;129;7.26
3179;6259;651;19.74
3180;6260;130;8.17
3181;6262;654;5.92
3182;6263;118;3.54
3183;6270;401;17.22
3184;6273;123;16.88
3185;6275;722;7.23
3186;6277;613;15.32
3187;6278;3;19.78
3188;6281;310;14.96
3189;6289;700;11.53
3190;6290;339;17.55
3191;6291;3;19.49
3192;6293;721;8.46
3193;6294;139;19.85
3194;6295;707;9.37
3195;6297;135;6.56
3196;6302;200;17.72
3197;6306;131;11.44
3198;6307;614;20.11
3199;6312;280;12.4
3200;6315;405;8.32
3201;6320;300;7.49
3202;6327;288;7.42
3203;6328;167;11.91
3204;6330;630;5.9
3205;6331;285;14.12
3206;6332;43;20.87
3207;6335;409;6.38
3208;6336;264;17.7
3209;6337;680;17.78
3210;6338;580;20.52
3211;6339;123;10.25
3212;6340;488;18.56
3213;6341;25;15.13
3214;6342;120;15.02
3215;6344;545;16.49
3216;6345;517;17.79
3217;6349;219;6.05
3218;6351;684;9.63
3219;6353;603;3.67
3220;6358;481;6.69
3221;6360;607;6.78
3222;6362;648;22.84
3223;6364;296;13.04
3224;6368;433;6.92
3225;6370;703;17.38
3226;6373;196;10.64
3227;6374;613;10.76
3228;6379;683;22.94
3229;6380;335;5.03
3230;6384;166;7.01
3231;6385;461;14.14
3232;6386;562;10.66
3233;6392;560;3.09
3234;6393;499;7.86
3235;6395;419;15.81
3236;6397;436;20.64
3237;6400;191;3.14
3238;6401;764;3.83
3239;6403;191;17.32
3240;6404;6;17.58
3241;6406;80;17.52
3242;6410;139;19.25
3243;6412;404;6.96
3244;6413;366;21.49
3245;6414;553;6.4
3246;6415;463;9.03
3247;6419;455;16.04
3248;6425;549;6.84
3249;6426;483;15.34
3250;6428;209;4.88
3251;6429;656;12.91
3252;6430;722;5.1
3253;6431;4;10.89
3254;6432;652;8.45
3255;6433;662;7.65
3256;6438;612;10.62
3257;6441;74;15.14
3258;6444;488;16.53
3259;6445;581;11.64
3260;6446;772;4.49
3261;6448;527;5.68
3262;6455;133;11.19
3263;6456;359;19.55
3264;6458;159;13.96
3265;6462;59;5.92
3266;6463;562;11.22
3267;6466;343;20.19
3268;6467;547;15.2
3269;6468;477;7.82
3270;6470;523;7.4
3271;6473;632;10.62
3272;6475;712;11.35
3273;6477;53;19.93
3274;6478;624;14.97
3275;6480;428;14.23
3276;6483;696;19.22
3277;6484;514;18.04
3278;6485;290;19.71
3279;6487;694;6.31
3280;6490;315;15.83
3281;6492;495;11.51
3282;6495;544;9.76
3283;6496;662;6.06
3284;6497;329;10.28
3285;6499;683;12.6
3286;6500;718;14.04
3287;6502;685;21.7
3288;6503;1;13.18
3289;6505;21;7.59
3290;6506;104;3.8
3291;6509;701;10.85
3292;6510;409;22.33
3293;6514;398;12.77
3294;6516;326;11.67
3295;6517;724;15.66
3296;6518;723;22.85
3297;6519;192;8.1
3298;6521;221;5.82
3299;6523;48;7.97
3300;6524;380;14.88
3301;6526;544;14.43
3302;6527;358;3.08
3303;6530;640;20.34
3304;6531;28;5.82
3305;6532;227;11.72
3306;6535;248;7.84
3307;6536;52;18.43
3308;6537;662;15.71
3309;6539;267;4.55
3310;6541;325;16.88
3311;6542;575;22.06
3312;6543;205;17.88
3313;6544;119;21.51
3314;6546;556;22.3
3315;6547;375;10.3
3316;6548;333;5.66
3317;6549;473;10.57
3318;6550;246;20.03
3319;6551;383;5.81
3320;6555;176;9.26
3321;6556;196;22.69
3322;6557;114;18.68
3323;6558;538;10.18
3324;6559;214;12.26
3325;6560;603;5.48
3326;6561;360;21.85
3327;6565;211;18.91
3328;6567;735;8.87
3329;6570;722;12.78
3330;6571;732;4.46
3331;6572;135;15.72
3332;6574;644;7.09
3333;6577;5;10.37
3334;6581;419;20.27
3335;6583;412;7.37
3336;6588;635;18.01
3337;6589;437;8.8
3338;6590;179;17.33
3339;6592;569;20.37
3340;6594;189;13.44
3341;6595;147;6.59
3342;6598;544;16.07
3343;6599;738;17.38
3344;6600;105;20.21
3345;6601;194;17.37
3346;6602;172;14.23
3347;6605;553;9.06
3348;6606;510;15.11
3349;6608;615;8.65
3350;6610;584;14.15
3351;6613;142;10.6
3352;6614;728;14.11
3353;6617;695;21.07
3354;6619;419;16.93
3355;6621;281;18.99
3356;6629;696;18.49
3357;6631;292;4.01
3358;6633;570;11.48
3359;6634;392;18.11
3360;6635;737;4.82
3361;6640;637;15.12
3362;6645;586;15.99
3363;6646;114;3.3
3364;6647;328;9.31
3365;6648;415;12.37
3366;6649;463;4.67
3367;6650;129;21.43
3368;6652;251;3.65
3369;6653;691;16.08
3370;6654;456;14.34
3371;6655;776;22.19
3372;6657;127;12.88
3373;6658;559;3.53
3374;6661;642;18.23
3375;6663;380;12.54
3376;6666;107;9.79
3377;6667;356;16.15
3378;6670;561;14.49
3379;6675;739;9.02
3380;6677;663;20.42
3381;6678;406;15.79
3382;6679;331;10.8
3383;6681;455;9.5
3384;6684;472;20.73
3385;6685;12;4.96
3386;6686;451;5.32
3387;6687;394;14.98
3388;6689;432;7.98
3389;6692;371;19.0
3390;6694;384;8.58
3391;6695;703;12.66
3392;6697;247;16.89
3393;6698;63;16.13
3394;6699;276;3.47
3395;6700;63;4.94
3396;6704;537;6.6
3397;6705;128;17.3
3398;6706;564;4.96
3399;6712;412;15.5
3400;6715;137;9.39
3401;6717;712;13.91
3402;6719;460;21.93
3403;6720;58;12.74
3404;6726;87;18.74
3405;6727;318;7.05
3406;6728;356;10.89
3407;6731;754;8.16
3408;6732;173;12.1
3409;6734;706;8.6
3410;6736;365;10.47
3411;6738;607;16.0
3412;6741;32;8.88
3413;6742;385;11.42
3414;6750;403;8.63
3415;6751;309;22.15
3416;6753;229;10.32
3417;6757;135;12.95
3418;6759;502;18.5
3419;6763;544;11.27
3420;6764;764;20.34
3421;6765;14;17.84
3422;6766;385;19.51
3423;6768;148;18.51
3424;6769;520;22.39
3425;6772;377;6.03
3426;6774;745;7.75
3427;6780;444;4.79
3428;6787;528;7.98
3429;6788;98;19.41
3430;6790;348;3.1
3431;6792;252;11.96
3432;6795;735;8.89
3433;6796;560;6.26
3434;6797;216;20.32
3435;6799;498;3.7
3436;6800;31;20.22
3437;6801;785;22.19
3438;6803;545;18.86
3439;6805;411;13.01
3440;6807;206;11.07
3441;6808;729;11.47
3442;6809;315;22.09
3443;6811;497;14.47
3444;6814;614;13.28
3445;6818;534;14.08
3446;6820;369;9.9
3447;6821;667;5.14
3448;6822;348;20.28
3449;6825;757;22.46
3450;6827;728;3.95
3451;6829;679;9.85
3452;6831;704;12.69
3453;6832;385;13.19
3454;6833;386;7.06
3455;6836;745;11.97
3456;6837;416;12.06
3457;6838;750;3.22
3458;6839;232;12.43
3459;6841;329;14.9
3460;6842;351;17.56
3461;6847;403;18.34
3462;6849;585;12.92
3463;6858;614;10.11
3464;6859;523;15.39
3465;6861;132;3.95
3466;6862;584;12.14
3467;6864;359;15.59
3468;6866;281;17.51
3469;6867;227;7.73
3470;6868;99;12.85
3471;6869;362;16.55
3472;6873;445;13.85
3473;6882;405;4.51
3474;6883;15;4.32
3475;6886;222;13.88
3476;6887;218;11.75
3477;6889;385;13.36
3478;6894;656;13.7
3479;6896;121;3.93
3480;6900;254;15.47
3481;6904;153;12.17
3482;6906;347;3.37
3483;6909;362;6.57
3484;6911;733;9.83
3485;6912;345;22.75
3486;6914;492;16.21
3487;6915;224;21.66
3488;6919;55;8.96
3489;6920;704;12.45
3490;6921;488;8.37
3491;6926;339;10.23
3492;6930;232;14.82
3493;6931;183;21.74
3494;6932;424;4.02
3495;6933;583;5.58
3496;6934;94;9.67
3497;6946;120;21.42
3498;6949;757;17.4
3499;6951;774;4.48
3500;6958;494;8.27
3501;6959;415;16.41
3502;6960;461;3.31
3503;6965;728;14.0
3504;6966;75;5.17
3505;6967;484;9.77
3506;6968;326;20.34
3507;6969;507;6.32
3508;6970;134;21.01
3509;6972;161;7.92
3510;6975;63;7.79
3511;6976;721;6.71
3512;6977;337;9.07
3513;6981;336;4.37
3514;6982;34;19.92
3515;6983;556;11.4
3516;6984;757;18.59
3517;6985;202;4.75
3518;6987;141;10.26
3519;6989;734;7.14
3520;6991;586;17.09
3521;6992;325;9.09
3522;6993;680;12.52
3523;6995;567;16.76
3524;6996;460;14.61
3525;6997;631;20.57
3526;6999;667;6.79
3527;7000;311;10.46
3528;7001;379;12.35
3529;7002;653;9.21
3530;7005;105;5.62
3531;7006;183;8.26
3532;7008;83;15.64
3533;7009;508;16.25
3534;7010;238;22.85
3535;7012;107;22.99
3536;7013;388;21.71
3537;7016;626;12.57
3538;7019;191;5.74
3539;7022;92;5.11
3540;7025;214;10.68
3541;7026;108;7.89
3542;7027;463;20.99
3543;7029;38;19.48
3544;7030;91;14.1
3545;7035;95;18.09
3546;7038;80;11.61
3547;7041;296;9.4
3548;7043;187;22.65
3549;7044;130;7.01
3550;7046;180;4.08
3551;7050;417;20.0
3552;7051;243;20.37
3553;7052;344;14.55
3554;7055;236;8.5
3555;7057;453;16.01
3556;7058;561;19.22
3557;7059;154;8.61
3558;7062;150;19.24
3559;7063;605;11.5
3560;7064;443;3.95
3561;7067;570;15.77
