juice_price_id;discount;valid_until
2971;0.97;2023-06-08T07:06:43+00:00
2973;0.82;2023-11-17T23:09:07+00:00
2982;0.92;2023-10-19T22:23:02+00:00
2983;2.35;2023-10-25T18:38:05+00:00
2984;0.62;2023-05-20T12:05:50+00:00
2992;2.15;2023-07-04T03:11:30+00:00
3000;0.33;2023-07-19T10:07:56+00:00
3002;1.45;2023-06-13T09:46:26+00:00
3006;0.69;2023-09-16T20:41:40+00:00
3017;1.25;2023-06-29T05:32:08+00:00
3018;1.46;2023-09-09T07:24:23+00:00
3019;0.52;2023-05-17T19:17:49+00:00
3020;0.78;2023-09-20T18:59:39+00:00
3025;1.23;2023-06-06T02:41:51+00:00
3043;1.15;2023-10-25T08:12:48+00:00
3052;1.47;2023-08-06T10:48:40+00:00
3063;1.11;2023-05-20T14:56:33+00:00
3064;1.01;2023-05-10T19:39:45+00:00
3065;1.97;2023-09-05T16:05:13+00:00
3074;1.48;2023-08-08T12:43:39+00:00
3079;1.06;2023-06-15T14:15:19+00:00
3107;0.76;2023-10-22T09:30:52+00:00
3111;0.38;2023-10-17T15:31:32+00:00
3113;0.68;2023-07-20T04:35:55+00:00
3118;1.1;2023-11-24T03:41:49+00:00
3121;0.79;2023-10-07T12:01:57+00:00
3125;0.57;2023-07-09T06:00:32+00:00
3126;0.89;2023-07-09T05:23:26+00:00
3132;2.17;2023-09-08T19:04:08+00:00
3133;1.55;2023-11-02T00:47:13+00:00
3137;1.14;2023-11-06T16:38:17+00:00
3143;1.6;2023-10-31T23:24:54+00:00
3149;0.9;2023-06-30T14:36:37+00:00
3153;0.31;2023-06-28T20:50:26+00:00
3155;1.0;2023-10-06T17:56:40+00:00
3157;1.62;2023-11-26T04:21:23+00:00
3173;1.89;2023-08-03T09:45:55+00:00
3175;1.04;2023-06-10T23:15:11+00:00
3183;2.29;2023-11-18T21:25:49+00:00
3185;1.0;2023-05-11T02:21:46+00:00
3197;1.04;2023-08-31T08:21:41+00:00
3202;1.53;2023-05-24T15:53:43+00:00
3205;0.81;2023-06-24T23:28:20+00:00
3216;2.17;2023-10-01T23:28:02+00:00
3223;0.99;2023-11-15T10:06:04+00:00
3227;1.7;2023-11-25T03:52:15+00:00
3231;1.33;2023-07-28T06:56:30+00:00
3246;0.42;2023-10-10T09:19:34+00:00
3247;0.49;2023-09-07T20:14:25+00:00
3251;0.56;2023-07-30T09:44:07+00:00
3262;0.98;2023-09-06T15:08:47+00:00
3263;0.56;2023-10-10T02:23:04+00:00
3274;0.9;2023-09-14T19:45:35+00:00
3281;1.34;2023-08-02T00:20:06+00:00
3284;0.88;2023-06-01T09:17:35+00:00
3293;0.5;2023-06-14T17:59:11+00:00
3295;1.33;2023-05-05T20:40:23+00:00
3300;1.02;2023-09-12T22:08:01+00:00
3304;0.33;2023-10-19T00:11:03+00:00
3305;2.02;2023-07-24T21:15:18+00:00
3310;0.66;2023-05-27T19:04:13+00:00
3316;1.07;2023-06-25T09:57:33+00:00
3324;1.77;2023-09-05T22:28:54+00:00
3333;1.79;2023-08-21T18:37:39+00:00
3335;0.37;2023-11-13T08:57:31+00:00
3337;1.63;2023-05-30T15:57:19+00:00
3347;0.58;2023-06-21T17:39:32+00:00
3349;1.21;2023-07-06T12:13:40+00:00
3351;0.58;2023-11-26T03:40:42+00:00
3352;2.07;2023-11-04T23:45:09+00:00
3355;1.63;2023-07-15T07:02:50+00:00
3359;0.38;2023-08-28T13:16:53+00:00
3360;0.45;2023-09-26T04:25:39+00:00
3361;0.44;2023-08-05T22:07:13+00:00
3370;0.6;2023-09-19T20:03:28+00:00
3375;1.7;2023-10-14T04:20:45+00:00
3376;0.53;2023-10-19T02:33:05+00:00
3381;0.43;2023-07-01T14:59:21+00:00
3383;1.63;2023-11-27T01:01:02+00:00
3384;1.79;2023-09-04T18:38:36+00:00
3392;1.16;2023-05-04T01:54:33+00:00
3394;0.91;2023-06-17T08:58:36+00:00
3397;0.35;2023-10-22T07:07:40+00:00
3398;0.42;2023-07-07T02:34:28+00:00
3399;1.86;2023-06-25T07:50:32+00:00
3400;0.76;2023-08-07T16:32:50+00:00
3404;1.85;2023-09-30T18:13:44+00:00
3407;0.59;2023-05-17T17:06:09+00:00
3408;1.19;2023-09-12T08:48:53+00:00
3411;0.6;2023-08-16T14:20:11+00:00
3418;1.07;2023-11-27T07:33:23+00:00
3419;0.8;2023-08-01T03:54:08+00:00
3422;1.25;2023-07-13T22:57:58+00:00
3425;1.03;2023-08-08T08:00:01+00:00
3430;1.68;2023-07-23T19:53:58+00:00
3432;0.6;2023-08-04T06:30:31+00:00
3433;0.47;2023-10-03T01:07:06+00:00
3439;0.52;2023-11-04T22:03:59+00:00
3441;0.32;2023-07-28T00:50:54+00:00
3449;1.09;2023-08-08T07:44:30+00:00
3453;1.72;2023-06-28T06:25:40+00:00
3462;1.42;2023-06-10T08:24:18+00:00
3464;0.52;2023-07-24T20:53:33+00:00
3474;1.2;2023-08-14T15:18:28+00:00
3475;1.5;2023-11-04T07:18:54+00:00
3478;0.95;2023-08-31T21:54:05+00:00
3479;0.41;2023-07-20T06:07:28+00:00
3484;2.04;2023-05-30T20:58:34+00:00
3487;1.45;2023-05-31T02:15:21+00:00
3488;0.58;2023-11-09T17:03:17+00:00
3491;1.26;2023-08-31T23:01:25+00:00
3492;0.67;2023-10-04T09:12:50+00:00
3493;1.63;2023-10-09T02:08:50+00:00
3505;0.53;2023-06-27T09:48:49+00:00
3508;1.63;2023-05-16T21:05:54+00:00
3512;1.65;2023-11-24T07:25:20+00:00
3514;1.25;2023-08-19T10:02:09+00:00
3523;0.6;2023-07-12T03:57:29+00:00
3525;0.43;2023-08-01T12:00:23+00:00
3534;0.72;2023-06-01T03:20:14+00:00
3547;1.87;2023-05-09T22:20:28+00:00
3551;0.53;2023-05-20T00:06:40+00:00
3553;1.4;2023-05-15T20:42:10+00:00
3562;1.97;2023-09-03T14:34:53+00:00
3563;0.89;2023-06-30T02:31:48+00:00
3566;1.4;2023-06-22T03:04:14+00:00
3569;2.09;2023-11-10T21:06:05+00:00
3574;1.13;2023-11-21T11:15:12+00:00
3576;0.5;2023-11-02T01:28:32+00:00
3583;1.31;2023-10-30T04:10:48+00:00
3586;1.0;2023-05-18T01:08:01+00:00
3587;0.77;2023-06-29T08:15:12+00:00
3596;1.94;2023-06-16T17:21:15+00:00
3601;0.62;2023-09-15T09:16:52+00:00
3606;0.54;2023-09-07T19:06:22+00:00
3615;0.64;2023-07-23T01:16:41+00:00
3623;1.42;2023-05-29T15:37:07+00:00
3624;1.06;2023-09-12T13:17:00+00:00
3626;0.82;2023-08-11T07:06:35+00:00
3627;1.49;2023-06-07T19:39:19+00:00
3631;0.65;2023-10-15T08:30:48+00:00
3637;0.48;2023-08-23T15:23:32+00:00
3639;1.15;2023-09-13T04:58:30+00:00
3644;0.51;2023-06-03T05:01:08+00:00
3645;1.65;2023-07-04T18:11:31+00:00
3646;0.44;2023-08-03T10:27:01+00:00
3648;0.54;2023-05-31T15:57:01+00:00
3653;0.82;2023-07-13T14:13:52+00:00
3655;0.57;2023-11-02T04:37:43+00:00
3658;0.94;2023-09-19T02:46:30+00:00
3659;2.38;2023-05-07T19:17:00+00:00
3660;1.74;2023-07-09T01:05:47+00:00
3661;1.41;2023-10-08T16:10:46+00:00
3662;0.52;2023-06-01T13:32:33+00:00
3668;2.08;2023-08-03T02:02:25+00:00
3671;1.26;2023-08-05T08:19:23+00:00
3672;1.49;2023-08-31T03:09:34+00:00
3689;0.86;2023-10-13T19:15:30+00:00
3695;0.92;2023-09-21T19:26:58+00:00
3705;0.99;2023-08-10T18:27:57+00:00
3706;1.13;2023-06-18T18:39:54+00:00
3711;1.19;2023-12-01T07:05:01+00:00
3727;2.21;2023-08-20T06:44:29+00:00
3730;1.21;2023-06-23T16:00:57+00:00
3732;1.02;2023-08-27T12:33:25+00:00
3735;0.42;2023-11-27T14:44:00+00:00
3739;0.99;2023-05-28T02:30:36+00:00
3740;0.78;2023-11-21T21:35:15+00:00
3743;1.33;2023-09-12T15:25:25+00:00
3744;2.38;2023-05-12T23:06:19+00:00
3752;1.21;2023-05-04T10:12:05+00:00
3754;1.3;2023-07-12T14:35:16+00:00
3756;0.33;2023-05-29T22:39:03+00:00
3763;1.68;2023-05-26T10:19:01+00:00
3766;1.52;2023-09-03T16:05:32+00:00
3770;1.74;2023-06-20T19:45:26+00:00
3771;1.52;2023-09-14T10:45:45+00:00
3772;1.79;2023-06-29T10:18:07+00:00
3776;0.3;2023-07-03T02:08:29+00:00
3787;1.22;2023-09-26T23:49:38+00:00
3789;2.22;2023-11-05T12:59:59+00:00
3793;0.69;2023-11-27T08:47:24+00:00
3803;0.85;2023-11-29T04:09:16+00:00
3805;0.52;2023-10-10T09:59:37+00:00
3817;1.3;2023-07-14T12:51:48+00:00
3818;1.47;2023-09-09T04:53:33+00:00
3820;1.18;2023-06-30T13:11:31+00:00
3821;1.49;2023-06-25T05:41:26+00:00
3825;1.96;2023-10-08T22:46:35+00:00
3826;0.5;2023-07-03T03:48:48+00:00
3832;1.45;2023-08-17T20:49:41+00:00
3847;1.36;2023-07-27T02:57:52+00:00
3853;1.95;2023-09-16T18:25:39+00:00
3854;1.32;2023-09-28T08:36:08+00:00
3864;1.3;2023-06-27T05:15:58+00:00
3869;0.41;2023-06-06T06:45:33+00:00
3872;1.15;2023-10-03T11:34:13+00:00
3874;1.5;2023-06-03T06:57:52+00:00
3875;1.22;2023-06-04T03:11:35+00:00
3881;1.46;2023-05-14T19:54:22+00:00
3884;1.4;2023-05-25T18:13:12+00:00
3885;1.37;2023-05-06T12:59:55+00:00
3888;1.37;2023-08-26T14:38:40+00:00
3894;0.45;2023-08-12T18:51:43+00:00
3901;1.59;2023-10-22T19:13:28+00:00
3906;0.82;2023-06-27T08:52:12+00:00
3910;0.86;2023-10-10T16:20:05+00:00
3911;1.71;2023-11-11T17:08:44+00:00
3916;1.02;2023-09-20T06:41:24+00:00
3919;1.69;2023-05-09T08:34:32+00:00
3922;1.16;2023-07-05T13:20:03+00:00
3929;0.42;2023-07-08T10:26:05+00:00
3953;2.18;2023-05-13T08:33:50+00:00
3961;1.31;2023-11-18T04:40:49+00:00
3965;1.54;2023-09-29T07:50:21+00:00
3967;1.02;2023-10-05T22:10:31+00:00
3972;1.42;2023-11-28T20:22:50+00:00
3973;1.23;2023-05-22T21:06:20+00:00
3987;2.18;2023-05-31T05:05:52+00:00
3990;0.89;2023-08-14T00:27:51+00:00
3994;1.79;2023-05-28T03:14:41+00:00
3996;2.12;2023-09-24T08:43:24+00:00
4000;0.63;2023-09-30T01:42:49+00:00
4009;0.43;2023-07-27T06:26:52+00:00
4010;1.16;2023-10-13T04:10:07+00:00
4011;1.16;2023-11-30T17:04:39+00:00
4020;0.61;2023-06-20T11:39:30+00:00
4031;1.06;2023-07-09T18:37:29+00:00
4032;1.73;2023-09-09T02:06:16+00:00
4033;0.81;2023-08-26T19:15:18+00:00
4038;1.45;2023-10-15T06:38:35+00:00
4045;1.32;2023-08-28T11:55:05+00:00
4049;1.32;2023-08-13T01:52:06+00:00
4050;2.16;2023-11-05T17:47:12+00:00
4051;1.2;2023-11-23T08:03:31+00:00
4053;0.63;2023-05-16T23:53:10+00:00
4058;1.04;2023-06-13T10:11:56+00:00
4064;0.68;2023-10-20T02:26:17+00:00
4065;1.34;2023-10-26T19:07:22+00:00
4067;1.24;2023-05-12T09:54:11+00:00
4071;0.95;2023-09-11T17:34:24+00:00
4094;1.12;2023-08-11T11:43:20+00:00
4095;1.46;2023-09-20T21:03:44+00:00
4097;1.19;2023-10-05T18:27:33+00:00
4105;1.4;2023-07-08T16:26:11+00:00
4117;2.28;2023-08-18T13:15:45+00:00
4118;0.36;2023-06-27T04:13:15+00:00
4120;2.26;2023-05-15T13:17:29+00:00
4123;0.64;2023-10-29T21:14:50+00:00
4142;1.65;2023-08-04T21:42:11+00:00
4144;0.7;2023-05-29T19:45:20+00:00
4146;1.25;2023-09-16T02:56:33+00:00
4147;0.42;2023-09-27T08:24:35+00:00
4153;0.38;2023-11-26T14:46:37+00:00
4154;0.41;2023-08-30T03:30:26+00:00
4157;0.87;2023-06-22T22:45:03+00:00
4166;1.14;2023-05-26T11:57:17+00:00
4168;0.72;2023-11-04T21:55:11+00:00
4172;1.39;2023-09-17T01:01:08+00:00
4173;2.36;2023-08-10T17:57:23+00:00
4177;1.48;2023-10-04T15:05:48+00:00
4186;0.85;2023-08-11T01:32:01+00:00
4193;0.6;2023-06-11T07:46:46+00:00
4195;1.94;2023-08-16T00:54:14+00:00
4197;1.19;2023-07-25T01:12:32+00:00
4198;0.69;2023-09-22T11:22:00+00:00
4200;0.33;2023-07-06T18:17:59+00:00
4209;1.65;2023-11-27T13:28:09+00:00
4210;0.4;2023-08-21T04:20:05+00:00
4222;0.91;2023-11-20T06:30:37+00:00
4226;1.78;2023-11-28T20:02:30+00:00
4236;1.22;2023-05-19T13:17:28+00:00
4238;2.17;2023-07-17T23:59:19+00:00
4242;1.14;2023-09-26T07:11:25+00:00
4243;1.16;2023-09-11T17:40:16+00:00
4246;1.22;2023-06-26T17:21:31+00:00
4250;1.76;2023-05-19T04:09:41+00:00
4259;1.58;2023-05-04T19:32:41+00:00
4272;0.95;2023-05-12T17:38:16+00:00
4276;0.9;2023-09-24T03:45:45+00:00
4281;1.01;2023-07-01T21:05:47+00:00
4283;2.14;2023-07-13T03:31:34+00:00
4288;1.76;2023-10-02T19:30:18+00:00
4290;1.24;2023-09-16T01:31:55+00:00
4292;1.05;2023-06-07T04:25:31+00:00
4297;0.58;2023-09-29T04:42:31+00:00
4300;1.1;2023-06-30T15:26:08+00:00
4309;0.33;2023-05-28T13:09:49+00:00
4319;1.19;2023-07-06T07:29:12+00:00
4321;0.51;2023-05-09T18:03:56+00:00
4325;1.67;2023-05-25T18:15:34+00:00
4338;0.36;2023-08-04T18:45:17+00:00
4347;1.07;2023-10-19T10:12:03+00:00
4348;2.05;2023-07-20T07:19:54+00:00
4353;2.16;2023-08-09T03:58:46+00:00
4357;1.34;2023-11-12T08:22:50+00:00
4359;1.48;2023-08-05T10:58:02+00:00
4367;0.72;2023-11-04T01:20:45+00:00
4370;0.53;2023-08-05T04:00:16+00:00
4375;0.53;2023-07-12T17:00:04+00:00
4376;2.36;2023-07-03T05:33:15+00:00
4377;1.11;2023-05-25T09:46:38+00:00
4382;1.79;2023-10-11T00:32:41+00:00
4387;1.31;2023-07-09T12:41:43+00:00
4388;1.68;2023-06-03T06:22:14+00:00
4393;1.04;2023-11-11T06:19:46+00:00
4401;1.18;2023-08-01T05:36:23+00:00
4402;0.36;2023-10-31T08:50:24+00:00
4403;1.05;2023-10-20T07:31:59+00:00
4404;1.13;2023-09-29T13:50:11+00:00
4405;1.31;2023-11-14T02:55:31+00:00
4408;1.1;2023-08-09T04:52:56+00:00
4410;1.44;2023-08-10T06:53:31+00:00
4413;2.13;2023-06-08T08:30:21+00:00
4414;1.13;2023-10-18T02:56:38+00:00
4417;0.71;2023-09-28T23:58:00+00:00
4423;0.71;2023-09-05T18:03:00+00:00
4429;0.75;2023-08-30T20:31:59+00:00
4433;0.76;2023-05-10T14:19:52+00:00
4443;2.31;2023-08-26T14:17:43+00:00
4444;1.36;2023-09-29T16:25:28+00:00
4446;1.57;2023-09-19T02:43:02+00:00
4451;1.91;2023-06-16T13:09:32+00:00
4453;0.76;2023-05-27T10:00:32+00:00
4457;1.9;2023-11-07T17:45:41+00:00
4460;1.4;2023-08-25T16:00:40+00:00
4463;0.49;2023-05-01T16:25:31+00:00
4467;1.02;2023-08-11T01:10:26+00:00
4469;0.86;2023-08-05T11:01:36+00:00
4472;1.31;2023-10-20T06:17:54+00:00
4474;1.15;2023-07-14T22:12:14+00:00
4477;1.4;2023-11-30T02:33:12+00:00
4480;1.23;2023-05-31T02:30:00+00:00
4482;0.84;2023-09-18T23:41:40+00:00
4483;1.63;2023-05-09T04:23:52+00:00
4489;1.48;2023-07-30T12:12:04+00:00
4490;2.07;2023-05-11T03:16:52+00:00
4493;1.57;2023-10-16T15:14:42+00:00
4504;0.98;2023-08-20T22:33:03+00:00
4507;1.01;2023-06-01T23:47:56+00:00
4509;0.97;2023-10-05T00:13:17+00:00
4516;1.3;2023-09-25T21:16:05+00:00
4518;1.22;2023-09-11T02:49:53+00:00
4526;1.69;2023-09-15T10:29:00+00:00
4531;1.08;2023-07-15T16:25:29+00:00
4533;0.72;2023-05-29T12:53:18+00:00
4534;1.79;2023-10-02T14:18:04+00:00
4536;0.82;2023-06-29T15:39:25+00:00
4538;1.94;2023-09-07T19:58:24+00:00
4548;0.47;2023-05-07T20:26:56+00:00
4549;0.67;2023-07-21T06:49:10+00:00
4564;0.37;2023-12-01T01:34:43+00:00
4568;1.83;2023-05-19T19:35:25+00:00
4592;0.31;2023-06-26T02:09:04+00:00
4595;1.51;2023-05-13T16:26:15+00:00
4603;1.26;2023-09-10T06:16:45+00:00
4605;1.54;2023-10-23T23:33:23+00:00
4609;1.08;2023-10-04T05:03:53+00:00
4610;0.69;2023-11-02T07:58:58+00:00
4613;0.36;2023-06-12T15:43:39+00:00
4614;1.26;2023-10-02T20:21:56+00:00
4616;0.59;2023-06-23T01:34:00+00:00
4618;0.66;2023-07-20T01:27:29+00:00
4627;0.32;2023-08-15T00:52:59+00:00
4629;0.75;2023-09-07T14:15:51+00:00
4641;0.32;2023-07-03T16:29:36+00:00
4643;0.44;2023-08-16T04:44:02+00:00
4645;0.41;2023-11-12T14:47:00+00:00
4650;1.26;2023-05-11T10:39:12+00:00
4652;1.68;2023-08-13T14:16:55+00:00
4663;0.42;2023-10-02T20:53:41+00:00
4666;0.39;2023-07-22T03:12:06+00:00
4670;0.34;2023-11-26T14:12:53+00:00
4674;1.02;2023-05-04T14:43:44+00:00
4682;1.8;2023-05-17T09:47:20+00:00
4688;0.69;2023-05-08T22:42:24+00:00
4697;0.33;2023-09-28T23:32:43+00:00
4701;1.62;2023-10-12T22:56:42+00:00
4710;0.58;2023-06-20T20:13:18+00:00
4715;2.06;2023-07-04T05:52:14+00:00
4721;0.81;2023-05-28T02:49:47+00:00
4725;2.23;2023-10-19T20:57:33+00:00
4730;1.68;2023-08-20T21:15:02+00:00
4733;0.58;2023-07-16T16:21:09+00:00
4736;1.12;2023-06-30T02:41:59+00:00
4741;0.57;2023-11-21T20:16:11+00:00
4742;1.79;2023-10-07T07:38:09+00:00
4746;0.38;2023-10-23T18:23:15+00:00
4747;1.14;2023-07-22T12:47:09+00:00
4751;0.56;2023-05-12T00:17:07+00:00
4752;1.32;2023-07-14T09:40:32+00:00
4761;1.14;2023-11-16T15:48:26+00:00
4766;2.2;2023-06-01T08:20:48+00:00
4769;1.62;2023-05-11T08:03:13+00:00
4770;0.98;2023-10-08T23:29:17+00:00
4772;0.39;2023-11-05T00:11:32+00:00
4774;0.57;2023-05-24T04:31:22+00:00
4775;2.3;2023-09-30T02:20:27+00:00
4778;0.88;2023-09-04T14:18:04+00:00
4790;0.57;2023-06-30T20:25:02+00:00
4794;1.65;2023-08-03T13:26:17+00:00
4796;0.62;2023-09-01T08:41:27+00:00
4797;1.3;2023-07-11T19:14:43+00:00
4801;1.36;2023-07-15T06:38:52+00:00
4803;1.56;2023-05-05T09:20:32+00:00
4807;1.43;2023-06-07T23:37:07+00:00
4808;1.6;2023-07-20T13:53:36+00:00
4810;1.39;2023-08-17T22:16:43+00:00
4812;1.7;2023-09-16T09:31:55+00:00
4819;1.96;2023-11-17T12:07:53+00:00
4820;2.06;2023-08-30T21:05:31+00:00
4831;0.93;2023-10-10T02:58:12+00:00
4833;1.58;2023-10-14T18:20:04+00:00
4843;1.24;2023-10-01T16:32:58+00:00
4844;0.62;2023-11-06T11:01:39+00:00
4847;0.76;2023-11-22T01:48:34+00:00
4849;1.24;2023-11-12T17:06:34+00:00
4851;0.9;2023-05-13T23:25:24+00:00
4852;0.9;2023-10-26T11:11:50+00:00
4856;1.36;2023-07-07T22:10:53+00:00
4857;0.79;2023-08-07T09:20:13+00:00
4863;0.43;2023-10-27T15:39:13+00:00
4868;1.07;2023-08-13T14:19:35+00:00
4873;0.45;2023-09-21T23:26:25+00:00
4882;0.97;2023-10-29T16:02:14+00:00
4885;1.07;2023-09-17T08:10:58+00:00
4886;1.04;2023-10-08T21:49:39+00:00
4891;2.03;2023-05-29T13:47:19+00:00
4895;1.5;2023-05-17T04:42:50+00:00
4899;2.24;2023-07-25T17:13:12+00:00
4906;0.3;2023-05-12T11:47:18+00:00
4921;1.94;2023-10-04T02:02:17+00:00
4922;0.97;2023-08-01T23:28:48+00:00
4925;1.04;2023-05-13T01:10:42+00:00
4935;0.83;2023-05-12T17:47:18+00:00
4936;2.26;2023-05-18T17:44:02+00:00
4944;1.28;2023-07-25T03:35:04+00:00
4948;1.0;2023-09-10T04:02:23+00:00
4953;0.44;2023-11-13T14:55:47+00:00
4954;0.83;2023-05-23T23:34:46+00:00
4960;0.66;2023-10-03T06:14:22+00:00
4961;0.79;2023-06-05T09:11:26+00:00
4973;1.64;2023-07-07T05:11:56+00:00
4989;1.74;2023-08-16T19:31:53+00:00
4995;1.62;2023-07-16T15:33:48+00:00
4996;0.52;2023-10-15T18:17:07+00:00
4997;0.45;2023-05-31T21:17:07+00:00
5003;0.81;2023-06-24T16:40:38+00:00
5007;0.97;2023-10-02T22:19:11+00:00
5008;0.74;2023-06-22T04:04:55+00:00
5009;0.98;2023-11-23T04:14:23+00:00
5014;2.27;2023-09-02T14:04:32+00:00
5021;1.33;2023-07-04T03:13:51+00:00
5030;0.41;2023-05-09T19:53:49+00:00
5031;1.64;2023-10-16T20:08:23+00:00
5032;0.57;2023-11-22T05:47:30+00:00
5037;0.42;2023-05-24T05:50:06+00:00
5038;0.4;2023-07-20T06:57:08+00:00
5048;0.94;2023-10-03T17:40:39+00:00
5055;1.92;2023-10-13T17:39:54+00:00
5061;2.07;2023-05-16T23:09:25+00:00
5064;0.93;2023-07-01T22:06:00+00:00
5067;1.03;2023-05-15T17:13:01+00:00
5070;0.89;2023-08-20T01:19:27+00:00
5087;1.04;2023-10-14T18:15:49+00:00
5090;0.68;2023-06-14T14:12:39+00:00
5094;1.38;2023-08-14T14:11:00+00:00
5096;1.73;2023-06-29T12:38:04+00:00
5101;0.46;2023-06-10T19:06:25+00:00
5106;1.63;2023-09-11T06:40:12+00:00
5112;2.13;2023-06-22T16:22:46+00:00
5113;1.24;2023-11-29T13:11:21+00:00
5114;1.63;2023-11-15T00:04:51+00:00
5120;0.93;2023-11-23T04:43:21+00:00
5126;1.82;2023-10-04T21:28:00+00:00
5127;0.42;2023-07-25T09:44:19+00:00
5128;1.39;2023-07-11T15:35:38+00:00
5130;2.01;2023-08-04T18:48:04+00:00
5132;0.83;2023-09-16T05:56:48+00:00
5136;1.35;2023-05-05T16:46:30+00:00
5138;0.6;2023-05-01T09:57:27+00:00
5142;0.89;2023-11-28T12:38:34+00:00
5144;0.72;2023-06-27T18:59:21+00:00
5146;0.76;2023-05-12T03:37:08+00:00
5159;1.02;2023-05-04T20:57:50+00:00
5162;1.49;2023-07-14T17:33:44+00:00
5168;0.57;2023-10-02T00:06:39+00:00
5182;2.05;2023-10-30T17:26:45+00:00
5186;1.74;2023-07-07T17:47:18+00:00
5191;1.19;2023-05-05T08:12:05+00:00
5195;0.43;2023-08-04T14:42:06+00:00
5201;1.64;2023-10-16T15:33:38+00:00
5211;1.22;2023-05-14T14:18:04+00:00
5214;0.73;2023-05-17T15:43:32+00:00
5218;1.48;2023-10-30T16:01:09+00:00
5220;0.5;2023-08-15T00:44:55+00:00
5221;1.28;2023-05-04T11:33:17+00:00
5225;0.45;2023-08-22T08:50:23+00:00
5232;0.49;2023-11-30T08:33:11+00:00
5233;0.71;2023-07-14T01:06:27+00:00
5236;0.52;2023-10-03T07:10:55+00:00
5240;1.55;2023-07-02T02:39:55+00:00
5247;0.33;2023-06-18T12:21:03+00:00
5249;1.02;2023-05-23T09:03:11+00:00
5253;2.31;2023-10-28T15:51:02+00:00
5258;0.33;2023-05-02T16:12:16+00:00
5259;1.6;2023-08-04T00:09:41+00:00
5273;0.63;2023-06-27T22:27:00+00:00
5275;0.55;2023-05-11T07:07:17+00:00
5276;0.4;2023-06-03T06:15:29+00:00
5284;1.12;2023-05-06T03:27:51+00:00
5291;0.84;2023-10-11T19:12:39+00:00
5297;0.42;2023-08-14T14:35:59+00:00
5301;1.75;2023-08-28T16:16:13+00:00
5305;2.02;2023-06-21T18:25:30+00:00
5313;0.38;2023-10-07T01:53:02+00:00
5317;1.74;2023-09-28T08:23:23+00:00
5342;0.45;2023-09-08T20:25:07+00:00
5343;1.82;2023-11-24T06:50:46+00:00
5346;0.95;2023-08-28T06:22:28+00:00
5347;0.72;2023-09-16T13:39:51+00:00
5348;0.31;2023-09-20T09:00:09+00:00
5349;1.66;2023-05-23T23:29:12+00:00
5356;1.19;2023-06-03T17:58:16+00:00
5363;1.16;2023-05-14T00:25:37+00:00
5376;0.37;2023-10-11T15:00:34+00:00
5391;0.96;2023-07-26T20:29:40+00:00
5395;0.61;2023-09-15T18:36:43+00:00
5397;1.25;2023-09-30T11:28:39+00:00
5405;1.75;2023-10-18T17:59:59+00:00
5409;2.12;2023-08-06T08:32:39+00:00
5416;0.49;2023-06-28T08:25:38+00:00
5418;2.01;2023-10-23T02:40:31+00:00
5421;0.94;2023-10-15T17:33:22+00:00
5424;2.16;2023-11-18T22:08:20+00:00
5428;0.44;2023-06-03T07:16:21+00:00
5430;2.28;2023-05-13T16:45:32+00:00
5431;1.63;2023-07-26T08:31:34+00:00
5435;0.56;2023-11-30T14:54:59+00:00
5445;0.39;2023-05-30T09:30:16+00:00
5461;1.38;2023-07-17T11:35:54+00:00
5462;0.7;2023-10-28T22:31:15+00:00
5466;1.04;2023-05-06T23:03:35+00:00
5469;1.37;2023-08-03T20:57:39+00:00
5472;2.22;2023-10-02T13:46:24+00:00
5476;0.33;2023-07-16T15:32:44+00:00
5477;0.65;2023-07-12T10:06:26+00:00
5479;2.08;2023-06-24T11:41:14+00:00
5482;0.93;2023-10-15T22:50:43+00:00
5483;0.79;2023-05-14T14:50:29+00:00
5486;1.4;2023-08-19T09:10:44+00:00
5488;0.38;2023-06-22T10:24:39+00:00
5494;1.49;2023-08-22T21:45:33+00:00
5506;0.56;2023-10-25T21:50:38+00:00
5509;0.31;2023-06-03T19:19:26+00:00
5512;1.22;2023-05-02T13:18:47+00:00
5518;1.07;2023-05-08T20:54:17+00:00
5541;1.19;2023-10-01T20:32:17+00:00
5542;1.76;2023-06-13T22:56:29+00:00
5551;1.42;2023-10-15T01:35:46+00:00
5583;1.45;2023-05-21T22:47:50+00:00
5596;0.32;2023-06-18T17:27:29+00:00
5605;1.04;2023-09-20T22:50:16+00:00
5606;1.26;2023-08-03T06:12:44+00:00
5607;0.3;2023-09-24T14:58:11+00:00
5617;1.1;2023-09-13T12:35:16+00:00
5619;0.88;2023-09-29T09:16:54+00:00
5622;1.55;2023-10-01T02:48:08+00:00
5626;0.55;2023-11-03T05:54:24+00:00
5627;0.37;2023-06-20T09:29:27+00:00
5633;2.09;2023-07-18T02:04:54+00:00
5634;0.35;2023-06-02T12:00:05+00:00
5648;0.36;2023-08-07T02:30:45+00:00
5651;0.41;2023-07-05T15:08:54+00:00
5653;0.58;2023-05-18T06:42:15+00:00
5661;0.53;2023-07-27T10:30:46+00:00
5663;0.54;2023-10-26T03:18:35+00:00
5664;1.57;2023-06-06T22:50:30+00:00
5665;0.33;2023-07-24T12:10:26+00:00
5669;0.33;2023-06-02T02:20:45+00:00
5681;0.47;2023-05-16T23:33:29+00:00
5688;1.61;2023-07-05T09:25:11+00:00
