beef_part_price_id;discount;valid_until
10066;0.92;2023-07-12T12:18:28+00:00
10077;3.25;2023-05-18T23:15:50+00:00
10085;1.49;2023-10-07T07:32:34+00:00
10105;0.76;2023-06-20T20:16:57+00:00
10111;2.16;2023-11-29T11:00:04+00:00
10114;3.42;2023-07-02T21:40:19+00:00
10126;3.38;2023-07-18T01:04:20+00:00
10146;0.98;2023-05-03T13:59:07+00:00
10150;1.13;2023-05-12T10:26:50+00:00
10151;1.37;2023-09-20T12:57:33+00:00
10155;0.97;2023-05-19T21:45:01+00:00
10171;3.35;2023-05-25T20:35:00+00:00
10175;6.62;2023-07-13T05:36:19+00:00
10176;5.2;2023-08-09T07:36:58+00:00
10181;2.71;2023-10-21T02:49:57+00:00
10188;3.15;2023-07-01T01:16:25+00:00
10191;0.83;2023-08-22T18:54:08+00:00
10192;0.83;2023-06-07T21:27:24+00:00
10194;2.86;2023-10-09T21:15:47+00:00
10198;6.0;2023-10-31T22:44:00+00:00
10199;4.49;2023-09-21T16:04:35+00:00
10202;5.03;2023-09-13T11:18:38+00:00
10211;3.24;2023-07-29T09:34:26+00:00
10222;2.31;2023-07-14T10:46:19+00:00
10230;1.46;2023-08-05T16:45:05+00:00
10232;4.65;2023-06-24T23:02:13+00:00
10234;4.9;2023-08-19T02:37:51+00:00
10237;1.56;2023-10-12T12:20:11+00:00
10252;3.17;2023-05-03T08:47:06+00:00
10289;2.35;2023-09-23T09:48:41+00:00
10290;3.32;2023-06-07T11:00:24+00:00
10293;1.67;2023-10-16T02:19:50+00:00
10303;5.82;2023-05-04T05:12:05+00:00
10307;3.36;2023-09-10T12:20:53+00:00
10311;4.07;2023-06-20T09:50:08+00:00
10323;2.57;2023-07-16T22:47:02+00:00
10331;0.88;2023-07-30T18:26:30+00:00
10342;3.9;2023-11-17T06:48:22+00:00
10351;1.85;2023-07-22T04:28:23+00:00
10356;1.91;2023-10-20T22:30:36+00:00
10363;2.89;2023-09-20T11:24:17+00:00
10364;2.5;2023-05-18T03:43:23+00:00
10365;1.12;2023-08-25T00:53:36+00:00
10367;2.32;2023-11-05T01:48:39+00:00
10369;2.48;2023-06-22T13:51:03+00:00
10372;1.53;2023-05-17T11:56:41+00:00
10380;4.1;2023-06-17T21:06:05+00:00
10382;4.6;2023-07-22T18:11:30+00:00
10383;2.75;2023-06-23T21:56:19+00:00
10386;1.5;2023-09-11T03:38:00+00:00
10395;6.61;2023-05-17T22:05:57+00:00
10401;4.66;2023-05-15T01:05:20+00:00
10403;4.11;2023-10-06T02:25:45+00:00
10407;1.98;2023-11-18T00:44:29+00:00
10408;3.03;2023-08-17T17:39:03+00:00
10411;1.51;2023-11-13T01:11:43+00:00
10412;3.68;2023-10-25T21:12:10+00:00
10413;2.65;2023-05-06T12:18:11+00:00
10415;2.14;2023-08-23T20:23:54+00:00
10437;0.72;2023-07-04T05:32:00+00:00
10446;0.89;2023-05-08T19:43:49+00:00
10448;2.14;2023-08-11T19:02:55+00:00
10453;1.17;2023-10-20T01:59:13+00:00
10461;1.53;2023-11-28T21:21:33+00:00
10469;6.75;2023-10-21T20:08:25+00:00
10470;2.98;2023-08-15T06:39:10+00:00
10473;1.6;2023-06-22T04:45:53+00:00
10475;4.78;2023-07-30T23:12:48+00:00
10497;6.48;2023-10-09T20:29:35+00:00
10502;5.28;2023-09-09T17:59:29+00:00
10513;4.44;2023-06-12T12:44:59+00:00
10515;1.81;2023-10-05T07:44:33+00:00
10517;0.94;2023-07-22T07:40:23+00:00
10520;6.63;2023-05-08T20:52:32+00:00
10521;4.14;2023-11-06T06:07:39+00:00
10522;3.02;2023-05-26T05:07:21+00:00
10524;3.58;2023-09-25T22:11:20+00:00
10528;2.99;2023-07-25T20:25:20+00:00
10531;2.97;2023-05-23T07:49:46+00:00
10535;1.4;2023-05-17T13:22:19+00:00
10538;2.49;2023-09-23T06:51:38+00:00
10541;4.65;2023-05-22T06:19:46+00:00
10546;4.34;2023-07-17T02:41:42+00:00
10555;4.98;2023-10-10T20:14:45+00:00
10560;4.86;2023-06-04T19:04:45+00:00
10561;3.62;2023-11-24T06:29:05+00:00
10569;0.97;2023-06-28T04:46:44+00:00
10571;1.64;2023-07-11T15:56:03+00:00
10573;1.5;2023-08-11T17:28:49+00:00
10577;4.08;2023-09-19T06:58:56+00:00
10580;3.52;2023-05-17T05:16:57+00:00
10592;5.44;2023-09-07T17:05:20+00:00
10620;6.21;2023-05-22T21:18:25+00:00
10621;1.97;2023-09-02T07:32:05+00:00
10623;6.18;2023-08-13T15:42:18+00:00
10624;6.08;2023-10-03T09:54:25+00:00
10627;0.93;2023-08-02T11:30:43+00:00
10632;3.75;2023-07-20T14:14:12+00:00
10635;2.71;2023-05-16T06:30:57+00:00
10636;4.16;2023-09-09T13:10:14+00:00
10638;1.93;2023-05-25T13:21:45+00:00
10643;1.95;2023-11-19T06:27:10+00:00
10652;2.92;2023-05-06T10:02:31+00:00
10660;1.41;2023-10-15T07:11:28+00:00
10675;2.11;2023-09-25T06:22:03+00:00
10680;3.76;2023-08-16T04:25:32+00:00
10687;2.34;2023-09-08T10:18:39+00:00
10688;1.49;2023-08-11T23:48:14+00:00
10697;6.16;2023-05-27T14:22:53+00:00
10706;1.29;2023-08-01T05:28:16+00:00
10710;1.31;2023-05-31T21:44:32+00:00
10714;3.59;2023-07-31T04:48:29+00:00
10723;1.91;2023-08-16T10:13:23+00:00
10737;1.96;2023-09-13T09:42:32+00:00
10741;3.25;2023-09-13T01:27:21+00:00
10744;3.25;2023-08-09T05:32:52+00:00
10745;1.56;2023-11-12T02:50:45+00:00
10752;2.62;2023-10-11T04:00:00+00:00
10761;1.15;2023-11-03T16:43:33+00:00
10776;6.11;2023-11-12T08:43:42+00:00
10781;4.75;2023-05-17T20:30:02+00:00
10782;0.71;2023-09-29T12:18:18+00:00
10783;1.21;2023-06-06T03:12:52+00:00
10796;1.55;2023-10-02T21:18:33+00:00
10812;2.28;2023-12-01T00:49:59+00:00
10813;3.62;2023-05-24T03:13:15+00:00
10820;3.16;2023-05-10T03:31:52+00:00
10821;0.74;2023-10-28T00:44:54+00:00
10823;1.74;2023-09-06T10:42:02+00:00
10833;0.74;2023-09-17T11:22:51+00:00
10836;3.99;2023-05-08T20:32:05+00:00
10839;2.23;2023-09-18T16:09:02+00:00
10840;4.46;2023-06-22T12:14:13+00:00
10846;3.15;2023-05-20T02:27:58+00:00
10848;2.82;2023-06-20T01:48:21+00:00
10856;6.55;2023-07-26T09:55:58+00:00
10859;1.81;2023-10-21T06:16:12+00:00
10863;1.1;2023-07-30T17:58:44+00:00
10876;2.11;2023-06-09T12:13:58+00:00
10885;5.73;2023-07-08T12:40:47+00:00
10890;2.65;2023-08-27T07:58:16+00:00
10892;4.67;2023-07-14T14:48:39+00:00
10894;1.04;2023-10-05T18:43:36+00:00
10900;3.13;2023-06-05T15:14:21+00:00
10902;1.4;2023-06-24T19:44:36+00:00
10903;2.16;2023-06-13T23:27:24+00:00
10907;2.29;2023-06-28T09:00:08+00:00
10912;1.52;2023-08-11T03:22:53+00:00
10914;2.23;2023-09-09T22:46:45+00:00
10915;1.13;2023-07-05T10:52:59+00:00
10917;1.52;2023-06-15T12:17:22+00:00
10950;4.62;2023-06-11T17:34:32+00:00
10953;1.69;2023-05-17T23:41:10+00:00
10954;1.58;2023-07-06T22:54:59+00:00
10957;2.85;2023-09-08T22:30:01+00:00
10958;1.79;2023-08-19T07:18:18+00:00
10959;3.58;2023-08-04T13:15:54+00:00
10961;3.11;2023-06-04T19:50:59+00:00
10968;1.59;2023-05-15T10:56:06+00:00
10973;2.38;2023-06-13T01:22:29+00:00
10977;4.89;2023-08-26T01:41:52+00:00
10980;3.44;2023-07-30T19:15:26+00:00
10986;1.48;2023-10-19T06:25:41+00:00
10994;2.85;2023-07-06T06:49:57+00:00
10997;3.43;2023-09-08T11:10:55+00:00
11003;6.18;2023-11-01T19:09:28+00:00
11004;4.98;2023-05-20T20:05:35+00:00
11019;2.18;2023-10-09T13:53:20+00:00
11022;6.49;2023-08-22T21:22:47+00:00
11032;0.86;2023-11-17T14:15:07+00:00
11039;3.44;2023-11-11T03:02:32+00:00
11044;6.0;2023-07-19T12:19:52+00:00
11055;6.49;2023-05-16T09:37:06+00:00
11062;2.4;2023-11-08T04:56:33+00:00
11066;5.34;2023-11-19T09:59:06+00:00
11067;5.11;2023-05-29T14:36:49+00:00
11069;0.94;2023-11-06T07:34:53+00:00
11071;2.0;2023-11-02T00:45:23+00:00
11073;3.96;2023-10-21T04:54:48+00:00
11077;0.96;2023-07-08T13:10:01+00:00
11082;2.93;2023-08-19T07:21:24+00:00
11089;6.32;2023-08-02T08:05:57+00:00
11090;3.78;2023-05-21T06:30:02+00:00
11093;1.82;2023-08-17T21:18:20+00:00
11100;1.56;2023-11-25T13:25:26+00:00
11105;1.49;2023-06-30T23:08:35+00:00
11106;3.17;2023-08-08T20:44:05+00:00
11107;4.29;2023-08-10T09:25:57+00:00
11110;3.11;2023-07-25T09:13:24+00:00
11117;3.08;2023-06-22T04:11:23+00:00
11129;3.2;2023-06-02T07:44:46+00:00
11134;1.11;2023-07-31T23:36:01+00:00
11138;4.77;2023-06-21T19:05:07+00:00
11140;4.78;2023-05-29T18:03:56+00:00
11146;0.75;2023-09-04T20:58:55+00:00
11156;1.3;2023-07-13T21:09:28+00:00
11164;4.42;2023-05-30T07:03:54+00:00
11170;3.71;2023-05-29T11:10:18+00:00
11171;2.68;2023-06-26T13:27:11+00:00
11173;2.26;2023-05-15T15:08:33+00:00
11180;2.43;2023-10-13T02:25:03+00:00
11183;2.33;2023-06-23T10:58:37+00:00
11186;2.67;2023-09-15T10:41:53+00:00
11206;3.22;2023-08-19T12:45:18+00:00
11207;4.43;2023-10-11T08:28:32+00:00
11212;4.42;2023-11-17T23:20:01+00:00
11215;4.86;2023-11-05T13:05:29+00:00
11217;0.86;2023-06-01T05:58:05+00:00
11220;2.29;2023-06-27T07:50:54+00:00
11221;0.89;2023-10-05T21:24:21+00:00
11222;4.17;2023-09-21T20:33:57+00:00
11225;2.23;2023-06-06T21:47:46+00:00
11232;4.6;2023-07-25T21:26:43+00:00
11239;3.23;2023-11-20T15:43:21+00:00
11241;2.96;2023-09-14T08:39:51+00:00
11244;3.0;2023-06-27T12:08:31+00:00
11247;2.83;2023-07-16T19:24:12+00:00
11250;1.59;2023-05-08T00:17:03+00:00
11252;3.38;2023-06-29T06:09:14+00:00
11261;0.92;2023-10-22T18:39:37+00:00
11270;2.82;2023-10-30T07:41:11+00:00
11273;5.03;2023-07-14T03:16:52+00:00
11277;3.11;2023-06-17T12:27:41+00:00
11280;1.9;2023-11-06T04:52:07+00:00
11289;2.79;2023-08-21T17:18:50+00:00
11302;1.81;2023-10-06T04:03:22+00:00
11317;3.42;2023-06-29T08:00:29+00:00
11324;3.32;2023-06-27T23:25:54+00:00
11328;1.26;2023-10-27T19:48:27+00:00
11330;2.39;2023-07-31T15:54:46+00:00
11354;4.17;2023-08-12T03:09:14+00:00
11367;2.74;2023-09-17T13:54:57+00:00
11372;1.69;2023-08-15T05:40:42+00:00
11374;2.72;2023-06-12T22:49:31+00:00
11375;1.58;2023-10-29T12:13:39+00:00
11376;2.08;2023-09-08T22:49:37+00:00
11383;1.9;2023-06-12T17:40:51+00:00
11395;3.06;2023-11-27T02:22:28+00:00
11397;1.49;2023-05-17T20:45:03+00:00
11398;0.75;2023-10-10T00:36:59+00:00
11410;4.33;2023-09-16T12:15:54+00:00
11411;4.11;2023-10-01T11:43:04+00:00
11412;2.73;2023-06-15T17:34:20+00:00
11415;2.87;2023-10-12T22:22:19+00:00
11425;1.29;2023-10-25T09:22:46+00:00
11427;1.45;2023-06-04T11:43:27+00:00
11428;3.03;2023-09-24T15:55:15+00:00
11432;5.36;2023-07-25T01:44:24+00:00
11435;5.52;2023-06-30T19:41:27+00:00
11436;3.46;2023-09-15T19:57:37+00:00
11438;0.92;2023-05-27T23:53:08+00:00
11446;4.24;2023-05-31T22:25:17+00:00
11447;3.13;2023-08-31T15:37:23+00:00
11462;3.27;2023-07-15T14:58:31+00:00
11466;2.47;2023-06-01T11:01:12+00:00
11471;0.8;2023-10-02T15:50:16+00:00
11476;3.75;2023-07-29T10:34:51+00:00
11482;4.53;2023-10-21T06:40:14+00:00
11484;2.63;2023-08-02T00:22:11+00:00
11488;5.52;2023-08-02T15:10:04+00:00
11490;2.76;2023-10-26T09:21:01+00:00
11499;4.15;2023-11-20T07:56:24+00:00
11517;4.88;2023-07-26T17:16:29+00:00
11523;3.15;2023-07-31T23:56:57+00:00
11533;2.93;2023-07-26T21:03:42+00:00
11539;1.61;2023-07-22T00:35:16+00:00
11540;1.67;2023-10-28T06:31:12+00:00
11541;3.63;2023-06-12T11:06:09+00:00
11543;3.88;2023-06-28T18:02:27+00:00
11545;4.11;2023-06-04T07:33:09+00:00
11550;4.92;2023-06-14T06:54:11+00:00
11551;2.96;2023-08-03T21:38:25+00:00
11557;3.45;2023-11-14T22:17:56+00:00
11558;3.34;2023-07-15T11:32:01+00:00
11560;1.7;2023-06-30T04:59:10+00:00
11564;5.48;2023-08-01T23:35:38+00:00
11569;4.04;2023-06-22T13:30:17+00:00
11587;2.29;2023-06-13T01:32:12+00:00
11607;6.72;2023-11-20T06:36:15+00:00
11609;4.7;2023-06-03T02:14:11+00:00
11610;1.6;2023-10-04T08:56:06+00:00
11622;6.31;2023-10-01T14:58:58+00:00
11643;4.59;2023-11-25T14:24:29+00:00
11650;3.92;2023-05-26T15:55:45+00:00
11652;2.63;2023-05-01T01:41:16+00:00
11664;2.78;2023-08-11T17:15:41+00:00
11666;2.05;2023-05-05T01:43:25+00:00
11674;3.74;2023-07-01T22:20:34+00:00
11684;2.01;2023-07-25T21:29:15+00:00
11687;1.06;2023-11-22T19:29:20+00:00
11691;0.86;2023-06-07T17:57:51+00:00
11698;1.12;2023-06-03T01:49:26+00:00
11702;6.79;2023-05-28T11:26:47+00:00
11703;2.64;2023-06-24T20:26:27+00:00
11705;1.53;2023-12-01T02:06:05+00:00
11709;2.88;2023-05-01T08:59:10+00:00
11718;4.39;2023-06-08T10:18:45+00:00
11720;1.69;2023-05-16T13:47:29+00:00
11724;2.78;2023-07-20T21:50:36+00:00
11725;1.48;2023-07-31T07:32:16+00:00
11734;1.66;2023-08-06T00:05:57+00:00
11740;1.71;2023-05-04T07:12:58+00:00
11744;1.45;2023-09-24T03:45:43+00:00
11747;4.59;2023-09-04T23:52:18+00:00
11748;5.65;2023-06-14T02:47:24+00:00
11751;2.52;2023-10-05T05:55:47+00:00
11754;3.36;2023-05-13T22:17:10+00:00
11757;3.81;2023-07-20T20:31:16+00:00
11758;2.71;2023-06-18T16:08:41+00:00
11761;3.42;2023-06-13T03:52:43+00:00
11770;0.78;2023-08-10T04:44:49+00:00
11771;3.34;2023-07-07T02:18:54+00:00
11778;2.33;2023-05-22T07:07:23+00:00
11782;1.0;2023-05-30T22:07:13+00:00
11783;2.43;2023-10-14T14:15:06+00:00
11784;4.19;2023-10-08T13:59:51+00:00
11794;5.26;2023-11-09T12:55:26+00:00
11800;3.56;2023-11-26T11:29:14+00:00
11802;2.55;2023-05-25T04:10:59+00:00
11811;3.71;2023-10-29T12:32:51+00:00
11819;4.85;2023-08-09T07:03:42+00:00
11830;0.89;2023-05-20T03:14:21+00:00
11831;3.01;2023-11-03T14:17:32+00:00
11833;1.58;2023-09-27T10:09:23+00:00
11835;1.41;2023-10-08T15:57:31+00:00
11839;2.51;2023-05-07T21:05:48+00:00
11848;2.46;2023-08-04T00:19:03+00:00
11853;3.56;2023-07-06T19:36:03+00:00
11870;2.73;2023-07-23T05:46:35+00:00
11876;2.11;2023-09-22T20:40:02+00:00
11881;3.12;2023-08-10T08:36:32+00:00
11882;1.08;2023-06-19T14:10:00+00:00
11883;1.48;2023-10-27T00:33:38+00:00
11885;1.68;2023-11-22T02:50:55+00:00
11886;1.58;2023-10-05T01:38:01+00:00
11896;4.76;2023-07-02T19:18:25+00:00
11905;2.69;2023-06-18T11:53:05+00:00
11911;3.18;2023-09-07T18:23:55+00:00
11918;2.67;2023-10-31T09:50:53+00:00
11919;2.72;2023-12-01T19:24:05+00:00
11924;3.56;2023-09-11T21:31:35+00:00
11925;3.63;2023-07-01T14:46:02+00:00
11926;4.7;2023-11-20T13:19:43+00:00
11931;4.89;2023-10-13T19:22:44+00:00
11935;1.46;2023-05-25T10:07:05+00:00
11940;1.73;2023-12-01T19:20:50+00:00
11949;1.78;2023-11-15T22:30:41+00:00
11953;1.6;2023-05-12T08:59:04+00:00
11959;2.93;2023-08-31T17:18:05+00:00
11968;1.27;2023-10-25T22:50:12+00:00
11970;2.95;2023-08-18T21:47:57+00:00
11977;4.1;2023-05-04T18:58:53+00:00
11989;6.52;2023-11-26T06:11:42+00:00
11991;4.44;2023-05-28T01:23:12+00:00
12001;1.18;2023-11-09T07:01:42+00:00
12013;1.56;2023-06-19T01:18:36+00:00
12014;1.41;2023-07-18T01:00:12+00:00
12021;3.52;2023-07-02T10:25:57+00:00
12023;3.22;2023-06-09T16:12:17+00:00
12035;1.72;2023-05-08T17:04:57+00:00
12037;4.11;2023-09-24T01:03:56+00:00
12040;0.98;2023-07-07T19:36:36+00:00
12043;0.74;2023-08-03T21:22:29+00:00
12046;3.18;2023-08-20T10:43:52+00:00
12051;6.56;2023-06-27T20:34:04+00:00
12055;2.63;2023-10-14T16:43:04+00:00
12065;0.7;2023-10-11T21:29:26+00:00
12068;5.98;2023-11-03T03:11:38+00:00
12077;2.95;2023-07-17T19:41:43+00:00
12085;1.48;2023-11-06T18:37:34+00:00
12091;4.22;2023-07-15T01:04:06+00:00
12097;2.24;2023-05-19T01:33:17+00:00
12103;3.51;2023-07-30T06:14:06+00:00
12109;2.66;2023-09-03T02:50:50+00:00
12111;3.1;2023-07-30T03:20:59+00:00
12118;1.75;2023-10-03T03:41:54+00:00
12124;0.99;2023-08-07T14:36:18+00:00
12127;2.87;2023-05-27T21:15:05+00:00
12128;3.28;2023-05-04T16:02:14+00:00
12129;3.24;2023-07-27T03:33:26+00:00
12131;1.12;2023-09-09T08:28:01+00:00
12136;0.8;2023-06-15T02:21:47+00:00
12139;1.61;2023-07-25T10:09:26+00:00
12140;4.38;2023-05-15T11:50:34+00:00
12143;2.32;2023-11-25T08:36:26+00:00
12149;3.85;2023-10-16T06:36:01+00:00
12153;2.18;2023-05-13T01:23:37+00:00
12156;2.09;2023-08-16T12:15:58+00:00
12157;0.76;2023-10-30T16:38:20+00:00
12159;2.2;2023-06-19T06:42:17+00:00
12162;1.1;2023-06-18T20:21:06+00:00
12169;5.31;2023-10-15T12:03:21+00:00
12179;4.59;2023-10-11T18:13:00+00:00
12181;2.99;2023-11-04T00:26:22+00:00
12188;4.17;2023-11-29T23:50:01+00:00
12189;2.07;2023-08-15T21:49:00+00:00
12191;0.79;2023-10-19T14:16:37+00:00
12196;4.57;2023-11-21T15:22:47+00:00
12208;3.33;2023-09-07T11:10:10+00:00
12215;2.67;2023-09-06T22:13:13+00:00
12217;1.52;2023-10-23T13:43:41+00:00
12221;4.12;2023-06-04T03:57:10+00:00
12230;0.74;2023-05-18T21:20:28+00:00
12244;6.08;2023-07-10T12:02:15+00:00
12246;5.84;2023-10-14T17:28:21+00:00
12267;6.59;2023-09-11T18:24:11+00:00
12268;1.28;2023-06-25T04:36:48+00:00
12271;3.26;2023-10-30T06:38:54+00:00
12280;2.88;2023-11-07T15:07:02+00:00
12289;1.37;2023-08-20T01:06:36+00:00
12294;1.47;2023-05-13T07:09:21+00:00
12299;2.75;2023-06-02T04:35:15+00:00
12304;1.93;2023-08-05T06:20:43+00:00
12308;3.88;2023-11-15T10:15:55+00:00
12309;5.56;2023-09-11T21:19:51+00:00
12319;1.8;2023-07-12T00:37:50+00:00
12325;4.53;2023-05-08T13:30:27+00:00
12338;1.46;2023-10-28T07:26:14+00:00
12343;4.97;2023-07-28T04:26:40+00:00
12346;4.95;2023-10-16T06:18:04+00:00
12351;0.96;2023-11-29T17:12:40+00:00
12354;1.75;2023-07-22T22:46:45+00:00
12355;4.62;2023-08-08T14:48:48+00:00
12361;4.1;2023-08-07T14:43:46+00:00
12363;1.27;2023-10-18T01:18:48+00:00
12364;6.18;2023-10-12T12:38:52+00:00
12375;1.61;2023-08-25T10:02:18+00:00
12392;2.6;2023-09-03T13:46:30+00:00
12397;4.84;2023-10-02T02:35:10+00:00
12401;1.41;2023-10-28T22:21:17+00:00
12410;3.75;2023-07-21T19:30:28+00:00
12412;2.13;2023-06-20T15:02:28+00:00
12455;2.51;2023-11-28T06:15:37+00:00
12463;1.58;2023-07-04T22:21:38+00:00
12471;4.32;2023-06-14T03:46:54+00:00
12473;3.36;2023-11-25T05:20:06+00:00
12474;2.69;2023-05-08T06:50:12+00:00
12477;3.63;2023-07-07T00:34:29+00:00
12480;1.88;2023-09-24T09:18:44+00:00
12490;2.97;2023-06-14T10:26:16+00:00
12491;3.28;2023-06-17T07:39:34+00:00
12501;5.62;2023-05-18T13:40:56+00:00
12510;2.57;2023-06-04T08:58:44+00:00
12511;3.64;2023-07-15T09:47:53+00:00
12525;3.74;2023-10-15T01:15:54+00:00
12526;4.29;2023-07-27T17:18:36+00:00
12549;4.96;2023-07-18T14:34:25+00:00
12562;2.96;2023-06-05T07:26:27+00:00
12563;6.61;2023-09-26T04:44:06+00:00
12569;0.78;2023-05-20T22:14:27+00:00
12571;1.47;2023-08-15T12:20:47+00:00
12576;1.53;2023-07-13T21:18:00+00:00
12585;3.35;2023-09-22T23:51:19+00:00
12592;1.78;2023-06-06T07:05:27+00:00
12598;4.44;2023-07-19T00:31:40+00:00
12599;1.26;2023-05-25T20:21:00+00:00
12600;4.1;2023-07-11T01:48:40+00:00
12602;1.37;2023-07-03T21:16:41+00:00
12611;0.88;2023-06-06T06:28:49+00:00
12624;4.98;2023-11-27T03:00:41+00:00
12626;3.43;2023-07-11T06:17:52+00:00
12638;1.67;2023-07-28T00:15:39+00:00
12653;3.35;2023-11-19T23:33:03+00:00
12658;0.73;2023-11-30T21:56:05+00:00
12666;1.84;2023-08-02T11:30:23+00:00
12670;1.66;2023-09-19T21:26:05+00:00
12675;1.1;2023-08-12T02:49:04+00:00
12683;3.39;2023-08-11T01:45:20+00:00
12684;0.83;2023-08-24T09:02:59+00:00
12685;2.91;2023-07-27T18:05:46+00:00
12695;0.99;2023-05-20T08:01:24+00:00
12705;4.2;2023-08-18T23:54:08+00:00
12706;6.69;2023-11-30T06:04:00+00:00
12707;6.64;2023-10-04T12:17:21+00:00
12711;3.2;2023-08-13T06:43:39+00:00
12714;3.28;2023-07-25T12:49:20+00:00
12718;3.64;2023-08-04T05:25:26+00:00
12726;2.61;2023-08-14T13:24:24+00:00
12727;2.81;2023-09-18T13:11:52+00:00
12730;1.1;2023-05-31T05:16:34+00:00
12731;3.26;2023-09-08T12:44:59+00:00
12734;2.98;2023-05-23T00:39:36+00:00
12737;5.35;2023-05-08T07:41:12+00:00
12739;2.85;2023-07-20T02:59:02+00:00
12741;1.85;2023-06-14T08:11:01+00:00
12754;3.48;2023-06-17T03:32:11+00:00
12755;5.5;2023-11-18T16:49:38+00:00
12759;4.34;2023-10-20T19:45:43+00:00
12760;2.42;2023-06-27T17:57:05+00:00
12763;1.49;2023-07-07T14:08:10+00:00
12765;3.0;2023-11-18T21:04:32+00:00
12767;1.19;2023-11-17T16:43:51+00:00
12779;0.81;2023-05-19T04:20:21+00:00
12783;1.54;2023-05-03T23:07:44+00:00
12784;4.32;2023-09-02T20:22:51+00:00
12788;2.74;2023-08-07T01:24:48+00:00
12799;0.92;2023-07-04T05:28:13+00:00
12805;1.47;2023-05-23T17:44:40+00:00
12808;6.18;2023-07-11T21:35:20+00:00
12813;0.89;2023-06-15T02:00:37+00:00
12817;3.96;2023-09-27T09:23:52+00:00
12818;4.02;2023-09-19T07:49:49+00:00
12820;5.73;2023-07-23T03:22:00+00:00
12821;3.58;2023-08-23T02:09:40+00:00
12825;2.3;2023-09-27T10:43:56+00:00
12826;2.79;2023-11-04T16:20:09+00:00
12832;5.65;2023-11-23T09:37:02+00:00
12833;1.74;2023-05-16T20:44:41+00:00
12835;2.78;2023-11-22T10:08:44+00:00
12838;4.35;2023-10-06T14:16:14+00:00
12848;1.69;2023-07-18T12:00:27+00:00
12854;4.8;2023-11-09T22:41:08+00:00
12866;3.54;2023-05-08T02:32:22+00:00
12869;4.14;2023-08-11T16:49:41+00:00
12874;2.89;2023-11-30T04:20:02+00:00
12878;3.51;2023-08-27T14:07:53+00:00
12882;4.18;2023-06-14T18:04:38+00:00
12888;2.63;2023-08-10T18:25:58+00:00
12899;2.2;2023-07-18T12:35:41+00:00
12901;5.49;2023-11-15T20:48:41+00:00
12902;3.09;2023-08-31T21:57:53+00:00
12906;0.82;2023-08-25T21:37:15+00:00
12914;1.61;2023-05-10T07:11:08+00:00
12918;6.22;2023-07-30T17:54:19+00:00
12920;3.27;2023-11-08T03:36:47+00:00
12921;1.17;2023-06-19T00:49:48+00:00
12928;1.22;2023-05-07T03:20:56+00:00
12939;0.89;2023-10-23T15:55:02+00:00
12944;4.54;2023-05-27T03:23:01+00:00
12949;4.93;2023-08-18T07:35:31+00:00
12950;3.09;2023-08-09T16:10:04+00:00
12953;1.78;2023-09-14T22:41:47+00:00
12960;4.11;2023-06-22T15:41:06+00:00
12962;3.37;2023-11-04T12:34:51+00:00
12963;1.23;2023-10-20T23:10:44+00:00
12966;2.08;2023-11-01T19:56:14+00:00
12968;1.12;2023-10-19T10:31:26+00:00
12974;4.17;2023-10-19T09:04:47+00:00
12981;5.48;2023-10-21T09:51:32+00:00
12985;2.71;2023-11-22T13:58:01+00:00
12987;0.78;2023-10-06T10:13:39+00:00
13000;2.11;2023-11-18T22:04:03+00:00
13004;2.49;2023-05-30T14:32:50+00:00
13005;5.04;2023-11-28T01:36:14+00:00
13006;3.83;2023-07-05T11:18:18+00:00
13011;3.93;2023-07-09T21:57:28+00:00
13024;5.24;2023-08-23T06:18:53+00:00
13028;2.84;2023-10-06T13:01:34+00:00
13029;3.41;2023-09-05T15:39:10+00:00
13030;2.84;2023-09-23T10:12:59+00:00
13031;2.72;2023-05-02T23:52:52+00:00
13045;6.46;2023-12-01T06:40:06+00:00
13048;2.81;2023-07-26T11:19:49+00:00
13050;1.69;2023-11-14T14:19:33+00:00
13065;2.97;2023-07-03T11:17:30+00:00
13071;5.94;2023-08-11T18:03:07+00:00
13099;4.86;2023-07-20T16:51:10+00:00
13106;4.94;2023-05-31T17:27:12+00:00
13107;2.99;2023-07-31T14:24:52+00:00
13112;2.41;2023-06-29T19:58:32+00:00
13116;4.92;2023-11-22T01:29:10+00:00
13134;0.96;2023-07-10T19:05:00+00:00
13135;3.56;2023-08-21T02:33:39+00:00
13139;3.18;2023-05-27T18:24:30+00:00
13145;1.56;2023-05-27T17:30:22+00:00
13147;3.46;2023-05-29T08:36:29+00:00
13156;2.03;2023-08-03T16:33:53+00:00
13182;1.52;2023-06-12T02:05:01+00:00
13185;6.67;2023-07-19T08:22:04+00:00
13189;3.23;2023-09-24T02:36:45+00:00
13195;4.73;2023-06-03T01:54:53+00:00
13207;1.6;2023-11-23T05:13:03+00:00
13208;3.12;2023-05-23T07:54:12+00:00
13212;3.42;2023-09-07T04:38:32+00:00
13218;4.34;2023-11-27T14:23:32+00:00
13219;3.36;2023-10-19T17:26:38+00:00
13220;1.28;2023-05-06T00:19:27+00:00
13223;3.97;2023-10-16T13:41:43+00:00
13230;2.96;2023-09-10T23:12:55+00:00
13231;5.26;2023-10-03T17:22:42+00:00
13237;5.76;2023-05-28T03:31:13+00:00
13238;1.61;2023-08-17T01:37:19+00:00
