vegetable_price_id;discount;valid_until
11273;0.11;2023-08-26T19:52:36+00:00
11286;0.5;2023-06-05T16:22:48+00:00
11291;0.08;2023-10-18T17:32:55+00:00
11292;0.18;2023-10-16T03:07:21+00:00
11299;0.01;2023-11-14T15:03:28+00:00
11303;0.16;2023-08-09T05:29:29+00:00
11304;0.87;2023-05-05T11:18:10+00:00
11306;0.22;2023-05-17T02:43:14+00:00
11308;0.03;2023-06-05T14:39:40+00:00
11309;0.3;2023-08-06T20:40:24+00:00
11312;0.0;2023-05-30T09:41:22+00:00
11321;0.22;2023-06-26T07:06:16+00:00
11324;0.01;2023-08-30T08:24:17+00:00
11325;0.59;2023-09-01T13:03:10+00:00
11326;0.03;2023-10-12T00:11:16+00:00
11332;0.25;2023-09-09T15:40:23+00:00
11340;0.52;2023-11-07T23:31:10+00:00
11342;0.1;2023-07-24T02:28:15+00:00
11352;0.59;2023-10-21T19:21:20+00:00
11354;0.04;2023-11-24T02:16:30+00:00
11357;0.18;2023-09-05T22:06:56+00:00
11368;0.81;2023-06-15T17:33:41+00:00
11371;0.6;2023-09-14T08:39:30+00:00
11374;0.1;2023-06-24T01:36:10+00:00
11378;0.12;2023-10-09T18:14:25+00:00
11384;0.88;2023-06-04T08:19:52+00:00
11394;0.22;2023-12-01T10:15:26+00:00
11401;0.13;2023-10-24T22:16:21+00:00
11403;0.32;2023-06-15T05:19:10+00:00
11404;0.56;2023-10-06T12:13:58+00:00
11407;0.15;2023-06-08T00:34:36+00:00
11408;0.47;2023-05-28T07:02:52+00:00
11410;0.15;2023-07-23T07:49:15+00:00
11414;0.23;2023-09-09T14:07:20+00:00
11417;1.1;2023-05-24T16:30:40+00:00
11419;0.36;2023-11-13T07:39:04+00:00
11424;0.24;2023-10-26T15:15:27+00:00
11427;0.25;2023-10-26T02:04:46+00:00
11429;0.8;2023-11-27T15:10:36+00:00
11436;0.99;2023-07-21T01:44:08+00:00
11447;0.75;2023-08-08T08:13:45+00:00
11448;0.83;2023-05-23T14:11:40+00:00
11450;0.28;2023-07-31T19:09:32+00:00
11452;0.8;2023-11-15T08:32:31+00:00
11465;0.26;2023-11-23T16:10:33+00:00
11470;0.6;2023-09-24T11:16:12+00:00
11472;0.41;2023-09-26T13:41:23+00:00
11485;0.83;2023-05-05T11:16:48+00:00
11487;0.01;2023-05-10T22:17:57+00:00
11502;0.13;2023-06-02T10:42:40+00:00
11509;0.51;2023-06-08T16:12:43+00:00
11513;0.29;2023-06-02T19:00:05+00:00
11521;0.8;2023-06-02T01:06:01+00:00
11525;0.77;2023-09-23T22:50:58+00:00
11527;0.22;2023-09-24T01:30:19+00:00
11530;0.08;2023-09-02T11:52:37+00:00
11549;0.59;2023-07-12T05:33:13+00:00
11551;0.98;2023-07-31T19:59:03+00:00
11553;0.1;2023-08-21T07:15:45+00:00
11555;0.17;2023-07-17T01:52:14+00:00
11556;0.94;2023-08-05T01:45:01+00:00
11557;0.32;2023-05-04T04:54:05+00:00
11558;0.09;2023-09-16T04:15:58+00:00
11565;1.0;2023-09-15T07:09:23+00:00
11575;0.18;2023-11-23T04:49:59+00:00
11578;0.17;2023-10-19T10:24:47+00:00
11579;0.1;2023-09-30T03:09:28+00:00
11580;0.28;2023-11-05T08:01:28+00:00
11591;0.13;2023-08-03T21:44:03+00:00
11593;0.53;2023-09-08T20:10:06+00:00
11599;0.23;2023-10-03T20:49:55+00:00
11611;0.3;2023-06-20T15:50:14+00:00
11613;0.64;2023-07-13T21:24:48+00:00
11615;0.27;2023-05-18T22:04:11+00:00
11619;0.62;2023-05-31T03:05:43+00:00
11622;0.8;2023-10-03T22:46:13+00:00
11623;0.16;2023-06-15T19:57:59+00:00
11624;0.16;2023-08-21T05:57:33+00:00
11626;0.57;2023-08-01T13:25:56+00:00
11634;0.21;2023-06-12T03:58:42+00:00
11642;0.17;2023-09-08T14:20:51+00:00
11648;0.56;2023-11-11T10:20:34+00:00
11660;0.65;2023-09-29T04:57:05+00:00
11661;1.1;2023-05-31T17:22:49+00:00
11667;1.04;2023-08-17T07:39:07+00:00
11669;0.81;2023-07-13T19:19:33+00:00
11675;0.25;2023-05-23T05:13:59+00:00
11678;0.28;2023-11-24T19:18:33+00:00
11687;0.2;2023-10-30T16:15:11+00:00
11690;0.23;2023-11-03T05:03:59+00:00
11694;0.17;2023-11-21T16:04:19+00:00
11697;0.36;2023-09-09T20:39:15+00:00
11703;0.56;2023-08-19T01:37:06+00:00
11705;0.22;2023-08-02T05:45:44+00:00
11706;0.06;2023-05-07T16:22:03+00:00
11707;0.11;2023-11-20T08:22:21+00:00
11710;0.57;2023-05-31T05:50:58+00:00
11719;0.43;2023-07-18T19:40:10+00:00
11721;0.12;2023-10-24T19:18:48+00:00
11723;0.1;2023-09-15T00:08:12+00:00
11741;0.28;2023-11-16T23:22:18+00:00
11751;0.68;2023-11-21T12:03:56+00:00
11758;0.03;2023-06-12T01:02:44+00:00
11759;0.13;2023-11-12T07:30:53+00:00
11761;1.16;2023-07-12T14:37:35+00:00
11763;0.48;2023-06-29T10:48:23+00:00
11768;0.77;2023-07-03T00:08:56+00:00
11774;0.79;2023-05-12T01:10:06+00:00
11780;0.11;2023-05-13T02:10:01+00:00
11783;0.42;2023-09-12T16:20:25+00:00
11784;0.01;2023-06-25T08:01:57+00:00
11792;0.09;2023-07-17T16:28:07+00:00
11802;0.83;2023-07-21T05:05:25+00:00
11803;1.03;2023-07-24T12:01:59+00:00
11809;1.09;2023-06-17T00:27:44+00:00
11813;0.57;2023-11-22T21:50:17+00:00
11815;0.1;2023-10-21T18:23:07+00:00
11820;0.05;2023-06-28T23:30:31+00:00
11845;0.06;2023-11-19T02:28:34+00:00
11848;0.03;2023-11-30T04:12:49+00:00
11857;0.38;2023-08-05T11:29:21+00:00
11858;0.92;2023-07-14T08:37:08+00:00
11869;0.04;2023-05-18T15:46:36+00:00
11879;0.05;2023-08-03T10:53:29+00:00
11883;0.01;2023-11-25T05:18:01+00:00
11885;0.87;2023-10-14T15:51:52+00:00
11887;0.44;2023-08-08T19:19:31+00:00
11888;0.14;2023-08-23T17:05:46+00:00
11889;0.56;2023-09-17T07:37:28+00:00
11891;0.35;2023-07-04T15:21:41+00:00
11896;0.05;2023-07-23T16:46:12+00:00
11897;0.36;2023-08-27T03:39:07+00:00
11906;0.62;2023-11-16T03:15:59+00:00
11911;0.06;2023-08-30T12:24:43+00:00
11914;0.12;2023-06-03T08:59:23+00:00
11917;0.3;2023-09-08T18:07:01+00:00
11920;0.31;2023-10-29T07:42:07+00:00
11921;0.06;2023-07-15T09:02:30+00:00
11926;0.15;2023-09-20T15:44:57+00:00
11927;0.8;2023-06-24T02:46:06+00:00
11931;0.41;2023-06-27T23:14:09+00:00
11935;0.03;2023-08-15T05:41:52+00:00
11938;0.26;2023-06-05T00:10:12+00:00
11951;0.05;2023-10-30T04:13:56+00:00
11956;0.42;2023-10-03T09:38:48+00:00
11961;0.26;2023-11-03T18:09:08+00:00
11964;0.23;2023-10-17T16:49:44+00:00
11965;0.63;2023-09-01T15:18:58+00:00
11968;0.16;2023-11-10T22:18:12+00:00
11972;0.16;2023-06-25T10:03:38+00:00
11973;0.24;2023-09-09T12:41:08+00:00
11974;1.0;2023-06-02T08:57:28+00:00
11976;0.08;2023-11-03T05:14:39+00:00
11977;0.14;2023-10-28T00:14:59+00:00
11978;0.34;2023-10-07T03:08:45+00:00
11981;0.77;2023-06-06T11:19:25+00:00
11984;0.3;2023-09-03T17:04:57+00:00
11990;0.59;2023-11-10T04:45:41+00:00
11992;0.07;2023-08-27T15:20:57+00:00
11996;0.84;2023-06-10T21:58:18+00:00
11997;0.16;2023-08-04T05:34:15+00:00
12007;0.59;2023-10-31T20:55:06+00:00
12017;0.2;2023-09-30T02:07:11+00:00
12033;0.59;2023-11-06T16:26:58+00:00
12039;0.02;2023-10-07T09:34:10+00:00
12048;0.56;2023-09-11T08:36:27+00:00
12056;0.26;2023-09-11T12:13:29+00:00
12068;0.3;2023-11-14T10:13:05+00:00
12071;0.15;2023-05-09T17:42:55+00:00
12072;0.27;2023-09-12T16:03:01+00:00
12074;0.22;2023-06-02T04:48:58+00:00
12083;0.06;2023-05-08T12:48:21+00:00
12086;0.54;2023-10-07T17:05:28+00:00
12088;0.21;2023-07-30T16:05:35+00:00
12101;0.61;2023-09-02T08:12:04+00:00
12103;0.23;2023-06-17T22:06:39+00:00
12108;0.02;2023-05-07T03:15:17+00:00
12109;0.83;2023-10-18T23:01:29+00:00
12110;0.2;2023-05-10T02:32:59+00:00
12117;0.18;2023-08-09T21:27:45+00:00
12133;0.05;2023-07-27T15:55:39+00:00
12138;0.13;2023-10-13T00:44:10+00:00
12140;0.76;2023-10-15T10:11:22+00:00
12143;0.64;2023-10-06T14:25:44+00:00
12146;0.37;2023-05-21T23:39:06+00:00
12152;0.85;2023-08-04T17:35:40+00:00
12156;0.24;2023-11-12T08:25:50+00:00
12162;0.8;2023-10-25T11:58:29+00:00
12164;0.15;2023-05-29T15:06:43+00:00
12169;0.71;2023-07-11T15:22:35+00:00
12185;0.36;2023-05-19T01:37:40+00:00
12189;0.5;2023-06-15T06:12:22+00:00
12191;0.06;2023-11-01T06:55:34+00:00
12195;0.39;2023-10-13T16:20:54+00:00
12205;0.56;2023-06-15T15:34:16+00:00
12211;0.46;2023-05-13T12:21:46+00:00
12212;0.9;2023-06-20T14:18:17+00:00
12221;0.6;2023-08-17T03:41:56+00:00
12225;0.05;2023-09-14T15:08:41+00:00
12234;0.27;2023-06-20T10:36:33+00:00
12235;1.18;2023-05-06T10:31:48+00:00
12236;0.51;2023-07-22T00:10:19+00:00
12238;0.59;2023-06-11T13:59:13+00:00
12244;0.2;2023-07-25T05:57:48+00:00
12245;0.52;2023-11-10T03:04:57+00:00
12248;0.09;2023-05-25T19:30:28+00:00
12252;0.7;2023-06-09T19:52:45+00:00
12254;0.0;2023-06-04T11:07:17+00:00
12257;0.67;2023-10-29T03:53:35+00:00
12258;0.29;2023-11-28T22:58:04+00:00
12262;0.47;2023-06-23T19:10:34+00:00
12266;0.14;2023-07-12T23:11:16+00:00
12269;0.55;2023-10-12T22:39:48+00:00
12277;0.44;2023-06-10T14:25:37+00:00
12282;0.07;2023-11-13T23:18:21+00:00
12285;0.48;2023-06-09T14:45:03+00:00
12297;0.11;2023-07-08T21:40:47+00:00
12300;0.29;2023-08-11T00:06:40+00:00
12302;0.27;2023-07-13T18:20:37+00:00
12303;0.92;2023-11-02T09:21:48+00:00
12310;0.04;2023-05-26T16:13:22+00:00
12311;0.09;2023-11-14T08:54:50+00:00
12326;0.25;2023-08-28T20:47:49+00:00
12328;0.87;2023-06-28T14:09:53+00:00
12329;0.2;2023-09-04T16:00:09+00:00
12333;0.21;2023-10-22T02:03:27+00:00
12338;0.29;2023-07-26T05:41:58+00:00
12339;0.47;2023-10-11T02:02:38+00:00
12344;0.17;2023-09-03T10:50:09+00:00
12347;0.02;2023-07-28T23:00:31+00:00
12356;0.03;2023-05-05T23:30:38+00:00
12365;0.13;2023-08-18T06:42:56+00:00
12368;0.29;2023-05-27T13:24:12+00:00
12369;0.2;2023-08-14T23:18:31+00:00
12377;0.1;2023-09-08T10:58:47+00:00
12380;0.23;2023-07-22T21:21:35+00:00
12389;0.11;2023-09-04T18:44:34+00:00
12392;0.26;2023-11-12T02:09:39+00:00
12394;0.25;2023-06-10T19:31:48+00:00
12396;0.62;2023-08-21T03:44:38+00:00
12397;0.28;2023-07-01T02:48:28+00:00
12400;0.29;2023-05-28T14:57:55+00:00
12406;0.88;2023-08-20T22:50:43+00:00
12407;0.07;2023-11-23T01:07:49+00:00
12409;0.59;2023-09-20T21:19:56+00:00
12410;0.69;2023-07-02T04:20:09+00:00
12413;1.04;2023-06-30T02:14:09+00:00
12422;0.11;2023-08-29T04:55:59+00:00
12423;0.57;2023-09-18T17:12:10+00:00
12424;0.41;2023-09-29T02:27:32+00:00
12425;0.39;2023-11-22T08:51:25+00:00
12427;0.26;2023-07-19T21:45:20+00:00
12432;0.04;2023-06-24T22:29:05+00:00
12434;0.09;2023-06-02T20:47:27+00:00
12437;0.12;2023-05-12T12:54:29+00:00
12439;0.05;2023-09-12T10:43:45+00:00
12441;0.38;2023-08-25T09:33:05+00:00
12442;0.6;2023-05-16T03:33:21+00:00
12455;0.92;2023-07-17T21:55:42+00:00
12461;0.52;2023-07-10T22:49:45+00:00
12469;0.66;2023-05-12T08:50:24+00:00
12473;0.26;2023-10-14T19:43:11+00:00
12477;0.17;2023-10-07T08:32:44+00:00
12478;0.82;2023-07-10T03:20:15+00:00
12483;0.18;2023-07-16T02:09:40+00:00
12486;0.76;2023-11-08T17:27:52+00:00
12489;0.32;2023-09-24T20:28:38+00:00
12496;0.03;2023-11-06T04:47:27+00:00
12513;0.25;2023-09-28T02:45:11+00:00
12528;0.37;2023-09-05T22:16:59+00:00
12533;0.2;2023-08-14T05:23:40+00:00
12536;0.16;2023-09-13T03:37:36+00:00
12537;0.01;2023-09-21T23:25:35+00:00
12539;0.11;2023-08-21T15:23:42+00:00
12541;0.51;2023-09-14T03:26:34+00:00
12542;0.66;2023-10-05T19:49:58+00:00
12546;0.62;2023-09-22T01:48:48+00:00
12547;0.29;2023-08-16T16:48:39+00:00
12549;1.0;2023-05-17T14:23:03+00:00
12553;0.59;2023-05-19T18:15:09+00:00
12554;0.54;2023-10-12T10:42:38+00:00
12563;0.25;2023-06-12T12:54:35+00:00
12564;0.69;2023-08-12T17:08:43+00:00
12566;0.31;2023-07-19T02:21:22+00:00
12571;0.36;2023-07-06T01:01:00+00:00
12580;0.22;2023-09-09T00:33:55+00:00
12581;0.51;2023-07-06T20:29:03+00:00
12585;0.49;2023-05-12T17:01:55+00:00
12603;1.14;2023-10-18T07:47:31+00:00
12604;0.35;2023-05-07T00:15:30+00:00
12607;0.57;2023-08-02T20:21:31+00:00
12612;0.78;2023-11-10T20:07:26+00:00
12614;0.17;2023-06-04T03:17:00+00:00
12616;0.44;2023-08-29T13:07:20+00:00
12617;0.36;2023-09-02T01:54:16+00:00
12618;0.59;2023-07-23T03:21:19+00:00
12626;0.26;2023-11-01T02:08:56+00:00
12630;0.09;2023-07-06T04:35:39+00:00
12631;0.66;2023-09-17T22:31:34+00:00
12632;0.23;2023-09-06T06:48:53+00:00
12634;0.01;2023-11-21T22:24:50+00:00
12649;0.13;2023-10-17T06:17:36+00:00
12650;0.41;2023-05-11T06:00:46+00:00
12656;0.3;2023-07-29T06:33:46+00:00
12673;0.56;2023-10-05T00:45:53+00:00
12676;0.16;2023-06-27T01:05:21+00:00
12690;0.2;2023-09-30T20:02:31+00:00
12692;0.37;2023-09-22T23:52:35+00:00
12709;1.12;2023-07-20T14:48:09+00:00
12710;0.88;2023-11-15T04:22:38+00:00
12720;0.73;2023-10-16T01:30:56+00:00
12725;0.7;2023-05-23T19:36:44+00:00
12732;0.14;2023-10-26T11:46:14+00:00
12733;0.56;2023-10-20T22:03:50+00:00
12745;0.03;2023-06-10T03:18:34+00:00
12758;1.11;2023-10-25T18:31:59+00:00
12759;0.28;2023-06-30T14:21:11+00:00
12761;0.25;2023-08-19T13:37:28+00:00
12763;0.26;2023-10-31T09:55:37+00:00
12765;0.14;2023-07-27T09:50:26+00:00
12768;0.39;2023-05-04T15:14:18+00:00
12772;0.19;2023-09-03T20:44:26+00:00
12776;0.07;2023-11-09T12:54:37+00:00
12785;0.01;2023-11-19T20:53:57+00:00
12793;0.63;2023-06-05T09:16:11+00:00
12802;0.66;2023-08-16T13:12:17+00:00
12809;1.12;2023-07-22T19:10:48+00:00
12810;0.27;2023-10-19T10:51:43+00:00
12814;0.2;2023-09-29T05:26:19+00:00
12815;0.08;2023-10-25T21:25:03+00:00
12817;0.24;2023-09-26T07:00:34+00:00
12819;0.2;2023-08-28T15:34:34+00:00
12823;0.55;2023-10-30T19:30:58+00:00
12830;0.15;2023-05-05T20:09:15+00:00
12842;0.55;2023-10-11T10:27:34+00:00
12845;0.11;2023-06-20T02:01:13+00:00
12857;0.05;2023-06-15T09:28:01+00:00
12861;0.88;2023-11-30T09:55:29+00:00
12863;0.15;2023-08-24T14:37:49+00:00
12866;0.72;2023-11-21T10:00:38+00:00
12868;0.04;2023-05-16T07:34:30+00:00
12878;0.94;2023-05-31T20:01:38+00:00
12883;0.39;2023-09-12T19:20:56+00:00
12884;0.26;2023-11-28T10:12:50+00:00
12885;0.52;2023-11-13T16:02:15+00:00
12886;0.2;2023-11-05T01:10:50+00:00
12889;0.28;2023-05-26T19:34:28+00:00
12890;0.29;2023-06-10T00:47:36+00:00
12898;0.5;2023-07-27T21:15:51+00:00
12905;0.57;2023-08-22T10:16:17+00:00
12914;0.46;2023-06-08T14:11:07+00:00
12920;0.75;2023-11-15T08:42:53+00:00
12930;0.13;2023-08-26T22:47:53+00:00
12936;0.54;2023-08-17T14:55:32+00:00
12953;0.18;2023-11-27T09:14:47+00:00
12954;0.34;2023-07-30T02:31:45+00:00
12964;0.42;2023-05-19T20:08:13+00:00
12969;0.15;2023-07-18T13:13:08+00:00
12972;0.41;2023-11-22T22:40:07+00:00
13009;0.13;2023-08-12T19:29:04+00:00
13010;0.18;2023-11-30T21:21:48+00:00
13018;0.08;2023-05-24T05:26:41+00:00
13027;0.88;2023-11-08T02:40:00+00:00
13045;0.57;2023-09-29T11:18:40+00:00
13051;0.47;2023-11-14T22:27:32+00:00
13054;0.31;2023-11-11T04:17:57+00:00
13057;0.15;2023-09-19T01:53:46+00:00
13060;0.25;2023-05-24T10:00:42+00:00
13063;0.26;2023-11-12T04:12:29+00:00
13079;0.37;2023-11-29T16:19:24+00:00
13087;0.23;2023-07-16T15:53:06+00:00
13095;0.27;2023-11-11T01:41:57+00:00
13104;0.17;2023-08-28T23:36:16+00:00
13110;0.05;2023-07-03T14:12:40+00:00
13115;0.91;2023-07-27T07:07:17+00:00
13127;0.44;2023-11-24T07:28:44+00:00
13130;0.7;2023-11-26T22:00:31+00:00
13134;0.24;2023-07-16T23:16:20+00:00
13135;0.22;2023-08-04T10:35:29+00:00
13136;0.23;2023-06-27T08:02:54+00:00
13137;0.16;2023-10-21T01:44:06+00:00
13139;0.97;2023-09-23T07:56:55+00:00
13140;0.01;2023-06-21T18:58:49+00:00
13141;0.28;2023-07-18T05:13:43+00:00
13142;0.18;2023-11-16T07:20:48+00:00
13150;0.06;2023-09-02T04:49:53+00:00
13169;0.07;2023-05-13T16:22:55+00:00
13170;0.87;2023-05-22T20:42:55+00:00
13185;0.39;2023-11-16T18:35:41+00:00
13188;0.23;2023-09-03T03:13:10+00:00
13204;0.18;2023-11-09T15:39:25+00:00
13211;0.09;2023-09-20T17:08:01+00:00
13213;0.22;2023-05-18T07:44:54+00:00
13216;0.34;2023-06-05T10:01:01+00:00
13220;0.07;2023-08-06T16:25:57+00:00
13221;0.14;2023-08-15T06:24:59+00:00
13224;0.19;2023-06-01T19:42:01+00:00
13225;0.74;2023-05-05T23:46:02+00:00
13230;0.17;2023-11-23T02:01:39+00:00
13232;0.27;2023-06-29T06:02:14+00:00
13237;1.12;2023-09-20T06:20:33+00:00
13241;0.13;2023-05-05T17:23:31+00:00
13242;0.32;2023-07-25T07:44:08+00:00
13244;0.25;2023-05-31T08:25:51+00:00
13247;0.03;2023-07-28T06:31:26+00:00
13253;0.6;2023-07-24T10:55:36+00:00
13254;0.42;2023-07-04T22:38:01+00:00
13256;0.02;2023-09-05T00:42:13+00:00
13259;0.06;2023-05-16T23:32:28+00:00
13264;0.27;2023-10-07T17:38:47+00:00
13271;0.13;2023-09-13T10:21:45+00:00
13272;1.14;2023-07-29T02:23:56+00:00
13273;0.16;2023-08-05T17:34:36+00:00
13277;0.51;2023-10-15T09:26:13+00:00
13286;0.14;2023-07-29T02:07:17+00:00
13288;0.54;2023-10-08T18:33:20+00:00
13289;0.02;2023-10-12T23:44:12+00:00
13292;0.29;2023-10-10T16:04:05+00:00
13294;0.09;2023-05-30T22:27:24+00:00
13296;0.22;2023-08-07T11:54:04+00:00
13302;1.08;2023-05-03T02:06:03+00:00
13303;0.74;2023-08-30T14:10:24+00:00
13308;0.2;2023-10-08T07:43:38+00:00
13309;0.28;2023-09-17T13:08:43+00:00
13325;0.59;2023-09-04T22:57:58+00:00
13326;0.29;2023-08-06T23:36:27+00:00
13329;0.4;2023-11-21T19:29:21+00:00
13353;0.25;2023-06-29T18:45:32+00:00
13354;0.53;2023-10-03T13:57:05+00:00
13367;0.8;2023-10-22T11:35:15+00:00
13370;0.31;2023-06-02T13:31:46+00:00
13372;0.22;2023-08-20T12:03:46+00:00
13383;0.12;2023-05-31T10:15:49+00:00
13387;0.58;2023-10-01T13:40:15+00:00
13399;0.46;2023-05-13T08:12:06+00:00
13402;0.6;2023-07-25T07:18:28+00:00
13410;0.58;2023-11-12T00:23:26+00:00
13416;0.32;2023-07-30T05:17:26+00:00
13418;0.01;2023-07-26T11:43:08+00:00
13426;0.68;2023-09-07T19:49:51+00:00
13431;0.19;2023-05-18T00:33:44+00:00
13435;0.39;2023-06-24T02:36:26+00:00
13436;0.15;2023-10-05T10:30:26+00:00
13439;0.38;2023-11-09T07:03:43+00:00
13440;1.11;2023-10-20T05:17:15+00:00
13456;0.6;2023-09-16T23:34:32+00:00
13462;0.12;2023-08-28T18:43:14+00:00
13465;0.27;2023-09-05T14:53:36+00:00
13470;0.01;2023-06-06T01:00:48+00:00
13479;0.73;2023-08-28T16:35:15+00:00
13487;0.6;2023-11-05T01:45:36+00:00
13497;0.85;2023-07-13T03:56:52+00:00
13499;0.18;2023-05-22T10:57:12+00:00
13500;0.12;2023-08-04T10:34:15+00:00
13515;0.97;2023-09-25T20:41:18+00:00
13516;0.02;2023-05-25T00:08:45+00:00
13518;0.09;2023-05-05T05:25:16+00:00
13531;0.6;2023-05-10T04:06:29+00:00
13538;0.2;2023-05-04T17:31:57+00:00
13544;0.3;2023-10-20T02:36:06+00:00
13553;0.55;2023-11-01T04:21:04+00:00
13554;0.86;2023-06-28T11:29:14+00:00
13584;0.73;2023-06-12T22:36:51+00:00
13586;0.16;2023-11-23T01:47:39+00:00
13592;0.06;2023-08-29T10:21:44+00:00
13596;0.29;2023-09-03T10:14:13+00:00
13599;0.24;2023-11-12T21:08:44+00:00
13613;1.18;2023-11-28T04:28:40+00:00
13617;0.09;2023-07-03T05:34:25+00:00
13626;0.49;2023-10-17T18:17:48+00:00
13636;0.1;2023-10-05T20:51:30+00:00
13641;0.09;2023-11-10T12:42:49+00:00
13645;0.68;2023-08-09T21:44:29+00:00
13647;0.88;2023-05-11T00:35:04+00:00
13649;0.11;2023-07-19T11:57:00+00:00
13650;0.23;2023-07-18T20:47:04+00:00
13655;0.07;2023-07-29T01:34:35+00:00
13660;0.27;2023-10-03T07:17:23+00:00
13667;0.21;2023-10-12T08:36:07+00:00
13674;1.17;2023-11-05T20:15:56+00:00
13684;0.75;2023-05-28T08:20:33+00:00
13686;0.3;2023-06-01T08:22:21+00:00
13687;0.3;2023-07-02T16:55:17+00:00
13691;0.36;2023-08-27T14:42:15+00:00
13701;0.23;2023-10-20T22:18:29+00:00
13703;0.2;2023-08-25T04:53:54+00:00
13714;0.02;2023-07-09T21:59:35+00:00
13718;1.0;2023-10-24T16:26:45+00:00
13719;0.27;2023-07-26T20:17:51+00:00
13721;0.06;2023-06-17T18:24:21+00:00
13725;0.74;2023-07-23T14:40:10+00:00
13739;0.09;2023-09-17T21:32:05+00:00
13740;0.26;2023-08-27T10:46:48+00:00
13741;0.3;2023-05-15T07:48:03+00:00
13752;0.45;2023-10-29T14:10:16+00:00
13754;0.91;2023-07-11T08:53:11+00:00
13758;0.19;2023-08-25T04:41:18+00:00
13760;0.48;2023-07-01T18:54:55+00:00
13776;0.05;2023-07-18T22:49:34+00:00
13784;0.16;2023-09-16T19:14:02+00:00
13785;0.12;2023-08-08T07:24:08+00:00
13795;0.11;2023-09-24T04:26:40+00:00
13796;0.54;2023-05-24T09:05:03+00:00
13801;0.34;2023-05-12T18:51:57+00:00
13822;0.01;2023-10-28T05:43:22+00:00
13831;0.83;2023-09-01T06:47:54+00:00
13833;0.27;2023-08-01T01:02:00+00:00
13842;0.14;2023-11-26T10:25:23+00:00
13846;0.06;2023-11-26T15:58:04+00:00
13850;0.22;2023-06-09T13:57:34+00:00
13854;0.04;2023-11-08T22:05:35+00:00
13858;0.87;2023-11-06T18:21:45+00:00
13859;0.11;2023-06-10T07:45:17+00:00
13868;0.15;2023-07-07T04:44:05+00:00
13879;0.53;2023-09-04T05:24:37+00:00
13886;0.52;2023-05-21T17:11:50+00:00
13888;0.72;2023-11-03T13:09:36+00:00
13889;0.29;2023-07-17T00:29:25+00:00
13891;0.63;2023-11-06T09:52:11+00:00
13898;0.47;2023-08-17T16:37:59+00:00
13902;0.34;2023-05-02T11:27:01+00:00
13906;0.2;2023-07-24T20:24:32+00:00
13907;0.12;2023-11-02T01:33:37+00:00
13914;0.99;2023-06-12T12:51:48+00:00
13918;0.23;2023-07-27T21:21:42+00:00
13927;0.14;2023-07-10T10:35:14+00:00
13942;0.65;2023-07-14T02:45:11+00:00
13953;0.73;2023-07-25T01:51:57+00:00
13956;0.28;2023-11-19T21:38:05+00:00
13965;0.57;2023-10-04T01:17:59+00:00
13973;1.04;2023-06-20T17:17:12+00:00
13977;0.23;2023-11-04T14:04:21+00:00
13978;0.48;2023-09-05T15:49:08+00:00
13980;0.39;2023-11-26T13:27:01+00:00
13981;0.04;2023-08-05T22:32:58+00:00
13983;0.0;2023-05-13T08:21:56+00:00
13998;0.29;2023-11-22T07:27:00+00:00
14006;0.51;2023-08-13T14:07:45+00:00
14013;0.01;2023-06-25T15:08:09+00:00
14014;0.35;2023-08-23T09:17:49+00:00
14017;0.23;2023-08-29T09:52:50+00:00
14023;0.1;2023-08-11T12:47:51+00:00
14025;0.34;2023-07-28T19:06:40+00:00
14031;0.17;2023-10-02T22:21:09+00:00
14032;0.15;2023-05-07T02:50:54+00:00
14036;0.2;2023-07-12T17:13:10+00:00
14053;0.07;2023-08-26T17:43:23+00:00
14054;0.58;2023-11-14T14:52:17+00:00
14055;0.2;2023-06-03T20:25:34+00:00
14059;0.47;2023-06-17T04:35:21+00:00
14063;0.26;2023-08-03T21:51:38+00:00
14067;0.87;2023-06-06T18:22:01+00:00
14068;0.72;2023-09-21T18:13:36+00:00
14070;0.32;2023-09-02T02:59:15+00:00
14090;0.41;2023-05-10T21:17:11+00:00
14101;0.49;2023-10-21T11:05:06+00:00
14102;0.9;2023-10-14T10:34:09+00:00
14109;0.5;2023-09-05T23:30:24+00:00
14116;0.15;2023-09-19T18:31:17+00:00
14118;0.64;2023-09-20T06:26:18+00:00
14121;0.5;2023-10-28T13:52:04+00:00
14126;0.3;2023-10-09T06:02:52+00:00
14127;0.55;2023-06-13T13:49:31+00:00
14129;0.2;2023-06-03T04:18:11+00:00
14135;0.28;2023-09-19T18:58:05+00:00
14149;0.15;2023-10-20T03:23:34+00:00
14150;0.07;2023-06-06T07:06:50+00:00
14152;0.39;2023-08-08T22:46:11+00:00
14153;0.43;2023-08-11T10:43:33+00:00
14171;0.29;2023-07-25T15:15:14+00:00
14172;0.37;2023-10-26T20:20:18+00:00
14173;0.1;2023-09-28T04:54:09+00:00
14175;0.07;2023-06-06T21:21:42+00:00
14189;0.25;2023-10-27T00:56:50+00:00
14194;0.3;2023-05-03T13:32:09+00:00
14195;0.04;2023-06-23T14:25:34+00:00
14198;0.27;2023-07-20T15:36:45+00:00
14206;0.94;2023-10-27T06:51:14+00:00
14208;0.79;2023-09-11T18:56:33+00:00
14212;0.2;2023-07-12T05:00:21+00:00
14216;0.23;2023-09-18T08:33:30+00:00
14220;0.25;2023-09-26T10:23:50+00:00
