chicken_price_id;discount;valid_until
10150;2.94;2023-08-31T23:40:43+00:00
10154;3.36;2023-08-14T08:37:52+00:00
10155;5.23;2023-10-04T17:14:32+00:00
10158;2.46;2023-07-14T10:40:59+00:00
10163;2.43;2023-11-03T16:57:09+00:00
10170;6.68;2023-10-13T06:36:52+00:00
10176;1.59;2023-07-20T13:35:51+00:00
10177;4.91;2023-08-16T23:10:51+00:00
10191;2.64;2023-08-16T03:51:45+00:00
10193;1.31;2023-06-11T08:48:05+00:00
10197;1.2;2023-10-23T05:03:32+00:00
10198;4.13;2023-06-08T10:57:30+00:00
10208;5.39;2023-05-03T22:36:46+00:00
10210;2.08;2023-06-05T10:46:00+00:00
10219;3.38;2023-08-03T19:39:57+00:00
10225;1.08;2023-10-26T05:16:56+00:00
10226;4.49;2023-05-13T22:25:46+00:00
10230;3.38;2023-05-31T12:09:48+00:00
10233;2.37;2023-10-28T15:26:31+00:00
10240;4.76;2023-07-05T08:45:26+00:00
10245;5.27;2023-10-24T12:10:10+00:00
10249;5.77;2023-07-21T08:21:34+00:00
10254;4.47;2023-09-26T00:07:55+00:00
10255;1.39;2023-09-21T16:44:06+00:00
10258;1.3;2023-06-27T15:54:37+00:00
10267;2.24;2023-08-21T17:10:38+00:00
10271;1.68;2023-09-21T18:54:48+00:00
10274;3.04;2023-12-01T08:48:55+00:00
10275;2.56;2023-08-22T18:29:01+00:00
10278;4.46;2023-10-25T19:51:31+00:00
10281;2.72;2023-08-16T00:35:14+00:00
10283;3.23;2023-09-27T10:02:27+00:00
10285;2.79;2023-07-22T03:24:50+00:00
10287;5.81;2023-10-20T01:12:01+00:00
10289;4.75;2023-06-17T10:52:48+00:00
10290;2.28;2023-07-23T07:39:27+00:00
10295;3.47;2023-06-25T16:50:31+00:00
10302;2.58;2023-05-06T17:32:18+00:00
10303;5.5;2023-10-24T02:53:10+00:00
10307;4.94;2023-07-28T20:50:16+00:00
10308;1.6;2023-06-24T02:39:25+00:00
10311;3.81;2023-08-28T04:33:02+00:00
10314;4.75;2023-09-07T01:11:16+00:00
10321;1.51;2023-07-30T02:01:32+00:00
10325;1.22;2023-08-20T11:15:56+00:00
10328;5.02;2023-11-05T06:50:01+00:00
10338;3.76;2023-05-09T07:37:34+00:00
10342;2.9;2023-05-13T02:15:06+00:00
10347;3.79;2023-06-07T13:53:58+00:00
10361;2.43;2023-09-26T05:21:22+00:00
10362;4.3;2023-08-03T21:27:23+00:00
10376;2.86;2023-08-09T14:08:35+00:00
10377;2.63;2023-09-15T17:33:18+00:00
10379;2.93;2023-10-09T10:36:10+00:00
10381;5.92;2023-06-01T06:04:02+00:00
10392;4.94;2023-06-17T16:11:27+00:00
10397;6.19;2023-09-26T11:19:59+00:00
10398;2.01;2023-05-04T17:56:39+00:00
10399;3.42;2023-11-01T23:16:58+00:00
10406;4.7;2023-11-21T00:11:03+00:00
10410;4.71;2023-06-15T13:24:42+00:00
10411;3.28;2023-10-06T20:26:10+00:00
10415;4.22;2023-05-17T02:57:45+00:00
10426;3.27;2023-11-16T10:48:17+00:00
10430;4.07;2023-07-31T06:42:04+00:00
10435;1.23;2023-07-27T18:04:41+00:00
10437;1.24;2023-10-15T08:26:43+00:00
10438;3.25;2023-05-17T00:52:03+00:00
10441;2.2;2023-10-10T07:19:57+00:00
10445;3.06;2023-11-26T22:01:12+00:00
10446;3.41;2023-07-02T19:35:32+00:00
10450;6.05;2023-09-10T12:36:51+00:00
10454;1.5;2023-07-25T09:02:23+00:00
10455;5.39;2023-10-26T10:23:28+00:00
10465;1.31;2023-07-16T05:31:55+00:00
10471;1.67;2023-11-23T07:18:53+00:00
10477;2.58;2023-11-18T11:01:18+00:00
10482;4.11;2023-07-24T06:53:14+00:00
10489;5.69;2023-05-17T08:15:54+00:00
10490;5.94;2023-07-21T14:46:22+00:00
10491;2.94;2023-09-08T11:52:08+00:00
10495;1.48;2023-11-17T21:36:46+00:00
10510;1.06;2023-08-10T23:44:24+00:00
10515;4.12;2023-07-24T22:07:20+00:00
10516;1.14;2023-09-30T20:24:17+00:00
10521;3.21;2023-05-31T11:24:59+00:00
10522;1.55;2023-10-24T13:08:49+00:00
10527;2.08;2023-09-28T20:23:42+00:00
10528;2.23;2023-11-07T23:31:50+00:00
10531;3.32;2023-10-23T06:07:35+00:00
10532;1.42;2023-11-11T09:56:56+00:00
10537;1.25;2023-11-01T07:53:13+00:00
10540;6.67;2023-06-08T20:06:04+00:00
10542;6.66;2023-06-29T06:42:47+00:00
10548;4.47;2023-07-01T16:34:06+00:00
10559;3.05;2023-11-15T09:34:48+00:00
10564;5.62;2023-10-04T05:23:24+00:00
10572;2.44;2023-08-27T03:33:04+00:00
10584;5.09;2023-11-27T22:38:07+00:00
10585;3.11;2023-05-21T14:22:19+00:00
10586;5.0;2023-07-12T12:18:52+00:00
10588;2.78;2023-09-24T20:11:19+00:00
10593;3.73;2023-07-27T07:45:20+00:00
10595;4.97;2023-06-19T23:25:08+00:00
10597;6.06;2023-07-28T01:17:26+00:00
10605;3.36;2023-10-27T05:11:57+00:00
10611;5.34;2023-09-07T04:40:40+00:00
10614;3.39;2023-10-06T19:26:29+00:00
10623;1.6;2023-08-12T20:00:53+00:00
10632;2.97;2023-05-28T05:36:48+00:00
10633;6.08;2023-08-31T20:53:16+00:00
10635;3.38;2023-07-21T07:06:31+00:00
10646;6.12;2023-05-11T22:46:43+00:00
10651;4.09;2023-12-01T12:03:54+00:00
10652;3.0;2023-09-13T15:39:32+00:00
10655;6.12;2023-10-03T14:44:29+00:00
10658;4.43;2023-08-31T02:06:11+00:00
10659;4.5;2023-08-10T02:34:25+00:00
10669;4.89;2023-11-05T17:46:19+00:00
10675;3.49;2023-09-11T06:32:41+00:00
10676;3.23;2023-10-27T07:50:02+00:00
10677;4.99;2023-11-29T00:40:35+00:00
10685;3.31;2023-11-22T17:50:55+00:00
10687;3.02;2023-09-06T06:03:15+00:00
10688;1.5;2023-09-27T21:31:04+00:00
10694;3.35;2023-07-21T03:05:01+00:00
10699;4.42;2023-08-01T10:32:19+00:00
10708;4.44;2023-07-10T14:51:17+00:00
10709;3.21;2023-09-24T02:40:23+00:00
10712;3.83;2023-06-23T18:49:38+00:00
10713;4.99;2023-06-28T13:00:45+00:00
10715;5.54;2023-07-26T14:22:46+00:00
10717;4.03;2023-08-03T09:12:31+00:00
10720;1.35;2023-09-02T05:48:18+00:00
10729;4.6;2023-11-04T18:00:20+00:00
10731;4.88;2023-05-22T08:11:24+00:00
10735;5.73;2023-10-13T00:52:25+00:00
10740;1.1;2023-07-25T05:09:23+00:00
10744;4.97;2023-09-16T03:39:18+00:00
10747;3.23;2023-08-10T00:42:06+00:00
10749;2.28;2023-05-06T05:54:23+00:00
10752;1.08;2023-11-28T00:52:26+00:00
10753;5.39;2023-07-11T09:31:39+00:00
10764;5.4;2023-06-23T19:48:42+00:00
10770;1.32;2023-11-18T20:21:59+00:00
10774;1.25;2023-10-14T05:59:12+00:00
10780;4.32;2023-09-09T23:32:15+00:00
10783;1.49;2023-11-10T15:31:30+00:00
10796;1.22;2023-08-27T04:42:58+00:00
10797;1.58;2023-06-15T22:47:24+00:00
10805;2.13;2023-05-04T12:50:50+00:00
10809;4.09;2023-05-24T11:41:38+00:00
10816;4.13;2023-10-20T22:33:43+00:00
10818;3.56;2023-11-22T02:49:57+00:00
10820;2.66;2023-11-30T17:31:48+00:00
10841;4.96;2023-07-12T17:24:59+00:00
10847;4.6;2023-11-21T14:37:45+00:00
10849;4.81;2023-09-10T17:26:27+00:00
10855;6.44;2023-10-23T10:26:45+00:00
10857;6.78;2023-06-16T12:42:56+00:00
10864;5.6;2023-07-12T21:43:40+00:00
10865;4.98;2023-11-01T23:58:19+00:00
10866;5.03;2023-07-16T21:47:40+00:00
10872;2.92;2023-06-16T14:21:08+00:00
10876;2.17;2023-08-30T00:44:53+00:00
10878;2.94;2023-05-03T13:58:17+00:00
10891;5.31;2023-08-03T06:24:22+00:00
10893;2.79;2023-05-26T16:07:20+00:00
10894;4.87;2023-11-10T12:48:25+00:00
10895;4.06;2023-07-23T01:45:57+00:00
10896;1.34;2023-10-07T18:57:07+00:00
10899;2.54;2023-09-17T07:36:19+00:00
10900;5.42;2023-10-18T21:30:55+00:00
10906;2.75;2023-09-20T05:10:32+00:00
10910;3.04;2023-05-20T02:48:16+00:00
10911;1.12;2023-05-01T15:41:08+00:00
10916;3.84;2023-09-25T07:41:44+00:00
10917;1.64;2023-06-24T14:32:18+00:00
10920;2.83;2023-09-30T08:54:28+00:00
10929;2.54;2023-06-01T10:44:46+00:00
10933;4.76;2023-11-25T13:31:23+00:00
10935;4.34;2023-10-23T15:24:40+00:00
10944;1.18;2023-10-03T13:33:08+00:00
10953;3.21;2023-10-16T13:11:34+00:00
10956;5.51;2023-06-01T00:27:08+00:00
10962;6.01;2023-05-15T14:37:11+00:00
10963;5.02;2023-10-05T10:35:57+00:00
10966;6.6;2023-11-30T00:19:00+00:00
10969;6.28;2023-11-06T06:19:01+00:00
10970;2.7;2023-06-20T02:58:09+00:00
10972;2.92;2023-09-25T07:22:55+00:00
10974;3.11;2023-10-01T12:26:25+00:00
10976;2.86;2023-09-21T04:33:00+00:00
10978;1.48;2023-10-15T07:18:54+00:00
10980;3.6;2023-09-16T21:25:43+00:00
10981;4.86;2023-08-02T06:15:21+00:00
10982;1.5;2023-11-14T09:11:11+00:00
10985;1.5;2023-06-12T03:41:46+00:00
10994;5.06;2023-11-14T23:17:59+00:00
11001;4.39;2023-06-16T12:15:13+00:00
11007;2.19;2023-10-27T12:20:04+00:00
11020;4.72;2023-05-02T13:25:48+00:00
11032;4.07;2023-10-12T08:06:26+00:00
11034;1.57;2023-09-11T08:50:23+00:00
11035;2.05;2023-05-13T04:22:58+00:00
11037;5.0;2023-06-07T21:06:40+00:00
11041;1.11;2023-05-11T22:40:39+00:00
11046;3.64;2023-09-26T10:07:48+00:00
11055;3.99;2023-07-27T00:33:15+00:00
11058;3.97;2023-11-30T20:21:32+00:00
11061;1.26;2023-05-21T08:41:27+00:00
11062;2.55;2023-05-01T05:26:28+00:00
11069;4.83;2023-05-15T18:30:23+00:00
11076;5.48;2023-09-17T23:18:02+00:00
11079;5.26;2023-08-09T05:32:05+00:00
11082;3.07;2023-10-15T03:16:45+00:00
11083;5.06;2023-08-20T07:38:06+00:00
11086;6.71;2023-07-18T03:35:23+00:00
11096;1.45;2023-10-13T09:35:15+00:00
11098;5.89;2023-05-18T17:02:32+00:00
11107;4.33;2023-11-22T16:24:27+00:00
11111;3.74;2023-05-24T21:45:06+00:00
11112;1.48;2023-05-17T18:16:41+00:00
11114;4.89;2023-07-13T12:53:09+00:00
11128;3.83;2023-07-06T08:06:12+00:00
11129;6.36;2023-10-04T07:36:54+00:00
11134;3.23;2023-08-02T01:50:22+00:00
11135;2.09;2023-11-25T10:42:36+00:00
11137;1.61;2023-05-14T07:00:59+00:00
11139;4.98;2023-08-15T23:51:51+00:00
11141;3.36;2023-07-01T16:58:54+00:00
11143;2.04;2023-05-09T12:36:38+00:00
11150;2.9;2023-09-03T11:27:43+00:00
11168;2.59;2023-07-22T06:22:21+00:00
11171;1.57;2023-07-05T04:35:15+00:00
11173;6.4;2023-06-24T19:09:54+00:00
11182;4.72;2023-10-18T22:38:08+00:00
11184;2.95;2023-11-19T04:54:28+00:00
11191;2.38;2023-09-07T10:59:34+00:00
11192;3.68;2023-06-13T22:17:12+00:00
11198;1.45;2023-10-18T15:34:09+00:00
11203;3.49;2023-10-13T23:15:55+00:00
11208;1.59;2023-11-09T22:08:57+00:00
11213;3.11;2023-07-21T04:09:19+00:00
11220;5.46;2023-09-18T05:42:03+00:00
11223;1.57;2023-09-18T15:06:28+00:00
11224;6.25;2023-08-04T01:40:15+00:00
11227;1.35;2023-06-21T08:42:17+00:00
11232;4.27;2023-08-07T02:39:54+00:00
11243;2.08;2023-05-03T18:10:20+00:00
11244;3.19;2023-07-04T17:51:42+00:00
11247;1.54;2023-05-10T13:09:22+00:00
11253;4.66;2023-05-19T07:31:57+00:00
11254;2.2;2023-08-11T09:51:38+00:00
11255;3.12;2023-08-08T13:38:33+00:00
11257;4.94;2023-10-10T22:16:00+00:00
11258;4.22;2023-07-25T09:37:55+00:00
11260;6.14;2023-09-11T02:49:56+00:00
11272;4.83;2023-05-01T05:20:44+00:00
11285;6.16;2023-11-29T21:27:57+00:00
11286;1.26;2023-05-13T11:12:05+00:00
11289;4.04;2023-06-07T20:26:05+00:00
11306;2.62;2023-10-09T21:12:35+00:00
11311;6.8;2023-09-06T23:35:15+00:00
11312;1.13;2023-07-03T09:27:42+00:00
11313;3.31;2023-05-21T19:00:33+00:00
11314;1.14;2023-09-10T06:11:59+00:00
11320;4.73;2023-10-21T01:01:30+00:00
11322;2.82;2023-10-25T16:19:19+00:00
11328;1.14;2023-11-26T22:51:31+00:00
11339;1.03;2023-05-19T16:32:21+00:00
11349;4.08;2023-08-27T17:49:47+00:00
11375;3.34;2023-05-25T16:09:31+00:00
11376;4.3;2023-07-24T11:40:52+00:00
11383;5.66;2023-11-04T15:17:15+00:00
11384;1.09;2023-05-01T17:42:33+00:00
11387;1.63;2023-11-30T06:06:21+00:00
11389;1.46;2023-08-10T13:13:33+00:00
11397;4.93;2023-07-26T14:14:07+00:00
11399;2.08;2023-08-15T23:14:17+00:00
11402;1.44;2023-08-25T07:52:04+00:00
11403;6.12;2023-08-09T19:57:51+00:00
11411;5.16;2023-11-12T19:28:21+00:00
11412;1.06;2023-10-20T07:01:54+00:00
11413;4.31;2023-06-30T03:08:23+00:00
11414;5.64;2023-06-10T23:41:06+00:00
11418;3.37;2023-09-12T04:34:42+00:00
11420;2.19;2023-06-15T00:57:32+00:00
11421;4.93;2023-09-20T20:35:42+00:00
11423;2.92;2023-07-18T07:51:11+00:00
11427;3.35;2023-05-16T03:11:36+00:00
11428;4.72;2023-10-09T22:54:58+00:00
11429;2.1;2023-10-07T13:05:49+00:00
11431;6.79;2023-11-11T11:34:49+00:00
11435;2.51;2023-08-09T09:17:31+00:00
11437;1.64;2023-05-02T05:06:25+00:00
11438;1.68;2023-08-30T17:57:55+00:00
11445;4.0;2023-10-18T16:25:23+00:00
11446;2.11;2023-05-03T01:48:24+00:00
11453;3.21;2023-07-11T03:43:32+00:00
11456;3.32;2023-06-03T04:02:46+00:00
11464;2.31;2023-10-10T06:05:26+00:00
11466;6.01;2023-05-05T13:53:21+00:00
11469;4.92;2023-08-23T20:21:13+00:00
11470;1.21;2023-09-08T02:41:55+00:00
11472;4.67;2023-09-22T16:35:36+00:00
11480;4.03;2023-08-13T01:05:45+00:00
11481;2.88;2023-10-11T00:02:07+00:00
11494;1.65;2023-06-11T02:59:47+00:00
11510;4.61;2023-08-20T02:29:17+00:00
11514;1.32;2023-05-08T21:53:44+00:00
11515;4.06;2023-10-16T09:27:57+00:00
11517;4.23;2023-07-13T15:07:51+00:00
11529;3.29;2023-09-03T05:11:31+00:00
11539;6.74;2023-07-17T22:41:47+00:00
11545;2.01;2023-10-23T02:39:37+00:00
11546;1.04;2023-09-19T20:50:43+00:00
11547;2.96;2023-06-26T06:59:33+00:00
11550;1.55;2023-07-01T09:24:11+00:00
11553;4.46;2023-06-11T20:19:00+00:00
11560;1.05;2023-05-18T03:56:17+00:00
11567;4.53;2023-10-31T22:27:31+00:00
11568;2.31;2023-09-28T17:31:27+00:00
11575;3.22;2023-10-12T20:34:07+00:00
11579;3.08;2023-09-26T18:07:48+00:00
11583;2.79;2023-09-02T02:54:38+00:00
11586;4.25;2023-05-07T09:40:18+00:00
11599;2.16;2023-10-10T03:46:41+00:00
11602;5.89;2023-11-13T23:56:30+00:00
11606;3.67;2023-06-17T16:11:15+00:00
11616;2.99;2023-11-14T08:48:25+00:00
11622;5.18;2023-11-08T23:02:29+00:00
11628;2.35;2023-10-25T10:43:29+00:00
11637;1.62;2023-08-01T08:26:44+00:00
11640;1.28;2023-10-05T10:50:42+00:00
11644;6.37;2023-07-27T21:15:31+00:00
11646;5.0;2023-07-15T12:00:59+00:00
11650;1.67;2023-08-07T07:22:33+00:00
11656;4.84;2023-06-14T00:17:46+00:00
11661;1.43;2023-05-18T03:29:46+00:00
11672;1.23;2023-09-28T15:11:55+00:00
11691;3.49;2023-11-23T02:46:41+00:00
11698;2.11;2023-05-18T15:44:40+00:00
11702;1.35;2023-10-30T10:23:00+00:00
11704;1.68;2023-10-22T01:45:46+00:00
11708;3.22;2023-09-06T03:17:47+00:00
11709;4.66;2023-09-18T19:28:02+00:00
11716;6.79;2023-08-21T02:21:04+00:00
11724;3.02;2023-10-14T04:30:35+00:00
11726;2.24;2023-06-14T20:24:48+00:00
11739;3.35;2023-07-27T16:32:16+00:00
11740;1.51;2023-10-22T21:45:50+00:00
11743;4.05;2023-08-01T04:16:01+00:00
11746;3.29;2023-08-09T21:01:36+00:00
11751;1.04;2023-09-25T00:43:07+00:00
11762;3.19;2023-07-22T13:35:38+00:00
11763;5.47;2023-11-19T10:57:10+00:00
11764;1.01;2023-05-19T20:28:44+00:00
11773;2.07;2023-06-27T13:33:48+00:00
11774;4.31;2023-09-11T23:25:59+00:00
11777;1.62;2023-11-03T18:24:40+00:00
11778;6.36;2023-10-16T01:26:27+00:00
11781;3.4;2023-07-04T03:20:50+00:00
11786;3.83;2023-08-26T02:56:24+00:00
11790;3.36;2023-06-27T09:41:51+00:00
11791;1.59;2023-05-10T07:13:10+00:00
11792;4.19;2023-11-01T06:04:54+00:00
11803;5.4;2023-11-20T11:41:25+00:00
11804;2.46;2023-06-04T16:51:48+00:00
11809;3.68;2023-09-20T16:27:08+00:00
11812;5.69;2023-08-11T16:26:55+00:00
11815;6.07;2023-05-03T06:59:11+00:00
11819;3.42;2023-10-01T19:19:18+00:00
11827;4.69;2023-05-28T00:42:19+00:00
11842;4.48;2023-09-07T21:26:20+00:00
11844;4.68;2023-08-30T21:20:12+00:00
11847;1.68;2023-07-04T08:45:05+00:00
11848;1.49;2023-05-11T17:04:30+00:00
11858;1.38;2023-08-11T13:54:22+00:00
11868;1.24;2023-05-10T16:45:01+00:00
11874;5.02;2023-08-13T16:23:35+00:00
11877;3.99;2023-09-28T12:41:15+00:00
11883;1.65;2023-05-07T11:42:49+00:00
11884;4.47;2023-10-02T08:14:47+00:00
11888;4.98;2023-05-08T21:37:08+00:00
11896;3.3;2023-07-30T21:04:01+00:00
11904;3.9;2023-06-29T19:15:01+00:00
11909;6.06;2023-09-27T05:31:03+00:00
11911;1.57;2023-07-17T14:06:38+00:00
11912;2.5;2023-06-25T15:33:49+00:00
11918;2.21;2023-08-01T17:22:52+00:00
11922;2.99;2023-11-13T14:23:35+00:00
11928;2.57;2023-10-23T19:13:10+00:00
11935;6.77;2023-08-17T15:21:32+00:00
11942;1.26;2023-08-01T10:01:16+00:00
11956;2.51;2023-06-09T15:32:09+00:00
11958;3.33;2023-08-23T08:15:24+00:00
11970;1.59;2023-07-18T13:56:49+00:00
11987;1.51;2023-10-10T22:27:07+00:00
11997;6.46;2023-05-12T02:58:34+00:00
11999;1.11;2023-08-28T17:41:43+00:00
12015;5.45;2023-05-22T04:10:54+00:00
12017;4.49;2023-05-12T04:35:25+00:00
12024;2.58;2023-08-12T10:26:45+00:00
12027;2.42;2023-05-04T04:24:08+00:00
12037;3.4;2023-06-12T02:51:33+00:00
12042;2.67;2023-09-27T17:27:01+00:00
12043;1.21;2023-06-06T00:55:48+00:00
12052;2.4;2023-07-03T13:55:59+00:00
12055;3.01;2023-06-19T12:35:04+00:00
12063;2.39;2023-09-30T14:04:02+00:00
12065;5.08;2023-06-23T04:01:17+00:00
12072;5.62;2023-06-20T09:02:25+00:00
12074;3.24;2023-08-07T10:39:49+00:00
12078;2.92;2023-05-31T22:46:48+00:00
12089;6.41;2023-09-28T22:21:29+00:00
12090;1.06;2023-10-16T04:44:43+00:00
12092;4.07;2023-10-08T07:19:39+00:00
12097;4.02;2023-05-28T07:14:49+00:00
12099;3.41;2023-09-17T06:14:40+00:00
12110;1.61;2023-05-19T05:13:49+00:00
12113;1.27;2023-06-20T11:16:49+00:00
12116;4.87;2023-06-27T01:46:28+00:00
12117;4.43;2023-05-25T09:19:12+00:00
12135;5.07;2023-06-20T04:45:29+00:00
12138;1.24;2023-10-11T07:53:04+00:00
12147;2.45;2023-09-06T07:30:52+00:00
12149;4.92;2023-10-02T14:43:35+00:00
12155;3.27;2023-06-13T16:23:24+00:00
12159;2.16;2023-11-08T03:40:31+00:00
12169;1.02;2023-06-12T10:30:01+00:00
12179;1.14;2023-08-16T11:24:40+00:00
12182;3.6;2023-05-20T04:01:49+00:00
12183;4.53;2023-06-17T06:17:44+00:00
12184;5.14;2023-10-15T09:29:43+00:00
12185;1.64;2023-09-26T07:45:54+00:00
12186;4.56;2023-07-13T10:22:38+00:00
12194;2.87;2023-10-01T22:17:07+00:00
12198;2.13;2023-05-02T19:38:12+00:00
12201;1.46;2023-06-18T04:02:08+00:00
12204;3.16;2023-11-10T20:42:04+00:00
12211;2.36;2023-09-13T07:31:01+00:00
12213;1.38;2023-10-31T00:59:19+00:00
12217;1.59;2023-06-21T01:12:15+00:00
12218;3.35;2023-11-17T19:52:56+00:00
12222;4.16;2023-11-28T13:34:58+00:00
12229;3.22;2023-10-20T05:11:31+00:00
12230;5.69;2023-10-18T20:00:10+00:00
12231;4.07;2023-11-18T16:19:18+00:00
12237;2.5;2023-10-11T09:17:44+00:00
12242;1.21;2023-10-22T06:42:24+00:00
12245;2.59;2023-09-23T03:36:04+00:00
12250;4.8;2023-11-22T05:14:16+00:00
12254;3.8;2023-10-10T00:17:04+00:00
12258;6.02;2023-11-09T07:21:26+00:00
12264;2.12;2023-08-31T05:38:38+00:00
12267;2.8;2023-06-29T17:54:26+00:00
12272;4.81;2023-08-17T01:23:24+00:00
12274;3.28;2023-09-20T13:11:44+00:00
12280;4.97;2023-09-02T11:37:20+00:00
12282;1.03;2023-09-21T07:09:28+00:00
12283;1.37;2023-06-08T22:03:53+00:00
12284;3.57;2023-10-11T06:58:38+00:00
12288;1.63;2023-07-31T07:51:09+00:00
12292;3.21;2023-05-12T09:08:02+00:00
12293;5.08;2023-06-19T15:34:29+00:00
12297;1.11;2023-09-09T15:44:22+00:00
12301;1.21;2023-05-20T15:36:37+00:00
12313;3.13;2023-08-05T11:10:19+00:00
12316;3.63;2023-06-17T04:53:58+00:00
12324;4.17;2023-09-17T05:00:18+00:00
12327;1.67;2023-07-05T12:35:16+00:00
12335;1.12;2023-07-10T12:26:03+00:00
12338;2.84;2023-05-16T13:12:38+00:00
12346;4.57;2023-09-06T22:44:46+00:00
12365;2.65;2023-07-01T07:00:39+00:00
12366;1.4;2023-11-01T04:14:02+00:00
12371;1.16;2023-10-09T19:39:29+00:00
12372;1.57;2023-05-22T12:47:44+00:00
12376;2.58;2023-10-12T19:11:00+00:00
12377;4.64;2023-08-23T09:55:22+00:00
12379;2.75;2023-09-01T05:26:15+00:00
12380;2.81;2023-06-25T01:24:42+00:00
12383;1.04;2023-10-07T05:34:44+00:00
12384;2.48;2023-07-11T20:38:52+00:00
12388;6.46;2023-06-03T09:53:08+00:00
12392;3.54;2023-08-16T10:43:18+00:00
12394;4.88;2023-09-26T10:48:47+00:00
12396;1.2;2023-05-18T11:00:22+00:00
12399;4.57;2023-11-23T23:21:28+00:00
12400;1.55;2023-05-10T03:44:32+00:00
12401;5.33;2023-05-17T04:16:31+00:00
12410;1.16;2023-09-05T16:11:45+00:00
12419;1.2;2023-06-07T08:00:19+00:00
12426;3.52;2023-10-19T12:49:04+00:00
12427;3.13;2023-09-26T16:43:21+00:00
12433;3.31;2023-06-13T04:07:19+00:00
12436;4.67;2023-07-18T21:35:52+00:00
12438;1.56;2023-10-27T04:02:17+00:00
12440;4.6;2023-08-24T09:11:30+00:00
12443;2.19;2023-05-04T02:22:46+00:00
12449;6.07;2023-05-07T06:07:46+00:00
12450;1.09;2023-11-12T02:00:22+00:00
12453;1.27;2023-06-17T01:14:21+00:00
12468;4.02;2023-06-19T16:21:56+00:00
12471;3.39;2023-06-11T07:37:22+00:00
12488;3.23;2023-06-07T06:22:39+00:00
12501;2.2;2023-10-27T13:02:20+00:00
12502;4.79;2023-09-14T06:53:12+00:00
12506;2.89;2023-07-01T14:01:16+00:00
12510;4.37;2023-08-14T03:50:25+00:00
12521;3.45;2023-09-22T17:21:32+00:00
12537;2.9;2023-07-16T20:03:40+00:00
12544;2.11;2023-06-25T10:44:46+00:00
12549;5.9;2023-11-18T22:00:45+00:00
12551;2.76;2023-11-26T14:50:37+00:00
12552;2.42;2023-08-06T15:50:11+00:00
12555;1.37;2023-08-23T00:11:59+00:00
12566;5.56;2023-06-05T20:31:10+00:00
12587;6.36;2023-05-10T14:31:33+00:00
12593;5.56;2023-08-22T03:47:11+00:00
12597;3.34;2023-11-20T15:02:33+00:00
12600;5.36;2023-08-15T13:30:37+00:00
12601;4.07;2023-10-07T17:45:07+00:00
12604;2.0;2023-10-13T20:19:33+00:00
12609;5.64;2023-09-22T13:24:38+00:00
12611;3.13;2023-10-10T23:41:30+00:00
12612;1.27;2023-05-24T19:02:22+00:00
12614;2.56;2023-05-22T12:04:34+00:00
12617;2.09;2023-08-09T22:57:40+00:00
12618;1.03;2023-05-06T00:42:57+00:00
12619;4.6;2023-10-16T15:56:06+00:00
12627;2.44;2023-11-04T18:31:12+00:00
12630;1.66;2023-05-08T08:13:54+00:00
12633;1.65;2023-07-21T03:32:32+00:00
12648;4.83;2023-07-07T23:01:14+00:00
12651;1.31;2023-08-30T15:38:18+00:00
12654;2.02;2023-05-18T01:45:16+00:00
12658;4.3;2023-07-29T07:12:57+00:00
12673;4.03;2023-08-26T10:32:29+00:00
12674;4.55;2023-05-24T20:04:50+00:00
12679;6.47;2023-08-06T16:24:56+00:00
12691;1.49;2023-09-17T15:05:58+00:00
12696;6.73;2023-05-01T19:38:15+00:00
12699;4.79;2023-05-25T10:27:52+00:00
12704;1.14;2023-11-28T08:36:42+00:00
12706;4.66;2023-07-06T00:14:09+00:00
12707;4.21;2023-11-16T00:59:23+00:00
12716;5.93;2023-11-27T05:14:06+00:00
12718;4.31;2023-11-28T16:48:33+00:00
12719;2.95;2023-11-01T14:03:10+00:00
12720;3.08;2023-05-27T08:51:11+00:00
12721;3.68;2023-07-12T11:05:00+00:00
12726;2.17;2023-07-19T14:45:32+00:00
12730;2.95;2023-08-23T15:30:59+00:00
12734;1.43;2023-07-16T20:09:07+00:00
12741;3.98;2023-07-01T11:42:10+00:00
12742;3.26;2023-10-02T12:44:42+00:00
12746;1.65;2023-05-11T06:11:08+00:00
12751;1.01;2023-06-11T02:13:09+00:00
12756;4.54;2023-08-16T19:59:44+00:00
12761;1.14;2023-09-19T03:09:58+00:00
12783;4.77;2023-11-13T00:56:12+00:00
12787;1.48;2023-09-12T01:50:59+00:00
12792;2.28;2023-06-22T15:56:37+00:00
12795;1.25;2023-08-07T19:58:43+00:00
12800;4.56;2023-08-20T01:54:40+00:00
12809;2.9;2023-10-08T23:48:57+00:00
12810;1.01;2023-09-05T01:26:32+00:00
12812;3.4;2023-06-16T00:46:20+00:00
12821;5.1;2023-08-31T22:21:50+00:00
12827;1.59;2023-06-01T04:40:37+00:00
12836;2.44;2023-07-16T23:07:13+00:00
12841;6.65;2023-11-17T04:48:18+00:00
12844;3.83;2023-11-10T20:48:02+00:00
12845;5.83;2023-07-26T01:33:55+00:00
12854;3.07;2023-05-12T15:53:09+00:00
12857;1.07;2023-09-11T11:08:12+00:00
12858;2.18;2023-10-09T23:01:55+00:00
12859;2.62;2023-05-02T22:45:43+00:00
12864;2.34;2023-09-28T05:28:14+00:00
12867;4.7;2023-08-06T06:34:40+00:00
