id;garden_id;vegetable_id;price
8465;2841;68;0.21
8466;2841;70;2.78
8467;2841;53;1.89
8468;2841;60;0.99
8469;2842;45;2.1
8470;2842;1;2.59
8471;2842;57;1.18
8472;2842;42;2.47
8473;2843;39;1.14
8474;2843;69;2.0
8475;2843;12;0.89
8476;2843;45;1.81
8477;2844;49;0.63
8478;2844;39;2.02
8479;2844;18;2.72
8480;2844;41;1.61
8481;2845;2;0.33
8482;2845;19;0.52
8483;2846;33;1.35
8484;2846;63;0.79
8485;2846;62;0.18
8486;2846;47;0.89
8487;2847;67;0.25
8488;2847;51;2.17
8489;2847;23;0.37
8490;2848;1;1.65
8491;2848;8;1.55
8492;2848;21;2.83
8493;2848;57;1.55
8494;2848;40;2.62
8495;2849;35;2.54
8496;2849;70;1.5
8497;2849;4;1.78
8498;2850;61;2.93
8499;2850;62;2.81
8500;2850;17;2.58
8501;2850;23;0.25
8502;2851;47;1.95
8503;2851;24;2.39
8504;2851;53;0.06
8505;2851;48;1.77
8506;2852;36;0.55
8507;2852;12;0.75
8508;2853;34;1.64
8509;2853;9;2.53
8510;2853;24;2.19
8511;2853;65;0.07
8512;2853;19;1.34
8513;2854;27;2.35
8514;2854;8;2.99
8515;2854;38;1.81
8516;2855;14;2.79
8517;2855;2;1.63
8518;2855;46;0.82
8519;2855;47;0.83
8520;2856;7;2.54
8521;2856;48;0.45
8522;2856;57;0.05
8523;2856;31;0.15
8524;2856;15;0.87
8525;2857;61;2.32
8526;2857;62;1.75
8527;2857;28;0.56
8528;2858;25;2.3
8529;2858;1;0.56
8530;2858;24;1.4
8531;2858;17;2.64
8532;2859;57;1.74
8533;2860;33;0.2
8534;2861;7;0.44
8535;2861;24;2.77
8536;2861;49;2.09
8537;2862;44;1.3
8538;2862;48;2.15
8539;2862;42;2.3
8540;2862;58;1.88
8541;2862;63;2.35
8542;2863;53;2.01
8543;2864;12;2.92
8544;2864;1;1.07
8545;2865;63;2.4
8546;2865;67;0.92
8547;2866;58;0.23
8548;2866;2;0.49
8549;2866;39;1.39
8550;2867;40;1.85
8551;2867;67;1.48
8552;2868;7;1.47
8553;2869;19;0.0
8554;2869;51;0.67
8555;2870;65;2.58
8556;2870;31;1.67
8557;2870;6;0.95
8558;2870;30;2.92
8559;2871;34;0.91
8560;2871;65;1.83
8561;2871;55;0.7
8562;2872;5;0.36
8563;2872;55;1.42
8564;2872;68;1.5
8565;2873;31;0.56
8566;2873;18;0.24
8567;2873;23;2.95
8568;2873;58;1.15
8569;2873;65;1.17
8570;2874;32;1.98
8571;2874;55;0.72
8572;2874;23;2.79
8573;2875;4;1.35
8574;2875;43;0.09
8575;2875;36;2.9
8576;2875;52;0.07
8577;2875;45;0.59
8578;2876;27;1.54
8579;2877;54;1.92
8580;2877;41;1.74
8581;2877;50;1.96
8582;2877;19;2.58
8583;2877;35;1.7
8584;2878;4;1.4
8585;2878;8;2.0
8586;2878;55;2.18
8587;2879;14;2.26
8588;2879;42;2.07
8589;2879;71;0.82
8590;2879;68;2.28
8591;2879;66;1.27
8592;2880;24;2.57
8593;2880;33;2.74
8594;2880;50;1.46
8595;2880;30;1.06
8596;2881;63;1.59
8597;2881;42;1.71
8598;2881;39;2.59
8599;2882;53;0.69
8600;2883;64;1.15
8601;2883;17;0.69
8602;2884;9;2.23
8603;2884;43;1.86
8604;2885;19;2.52
8605;2885;67;1.23
8606;2885;49;1.2
8607;2885;41;2.56
8608;2885;5;2.97
8609;2886;68;1.57
8610;2886;34;1.07
8611;2886;47;0.88
8612;2887;32;1.57
8613;2887;15;2.25
8614;2888;11;1.81
8615;2888;16;1.98
8616;2888;42;2.36
8617;2889;8;0.1
8618;2889;5;0.69
8619;2889;37;1.72
8620;2889;15;1.17
8621;2890;50;1.9
8622;2890;63;0.85
8623;2890;35;1.66
8624;2890;65;1.4
8625;2890;48;2.37
8626;2891;53;0.16
8627;2891;1;2.13
8628;2891;8;0.02
8629;2891;5;2.55
8630;2892;23;0.14
8631;2892;8;2.84
8632;2892;5;1.53
8633;2892;37;2.29
8634;2892;31;1.57
8635;2893;16;1.5
8636;2894;36;0.44
8637;2895;5;2.36
8638;2895;29;0.41
8639;2895;17;2.29
8640;2895;64;0.56
8641;2895;42;0.39
8642;2896;64;2.38
8643;2896;71;1.95
8644;2896;47;1.59
8645;2896;31;1.2
8646;2897;62;0.03
8647;2897;52;0.09
8648;2897;27;1.13
8649;2898;41;0.7
8650;2898;6;2.49
8651;2898;12;0.92
8652;2898;19;2.92
8653;2899;31;0.37
8654;2900;47;1.78
8655;2900;21;0.39
8656;2900;20;0.21
8657;2900;5;1.1
8658;2900;53;2.57
8659;2901;41;2.4
8660;2901;61;0.39
8661;2902;43;0.96
8662;2903;32;0.78
8663;2903;28;0.41
8664;2904;62;1.71
8665;2904;42;0.13
8666;2905;5;0.09
8667;2905;39;1.06
8668;2906;31;2.32
8669;2906;16;0.5
8670;2906;45;0.81
8671;2907;68;1.36
8672;2907;42;1.1
8673;2907;26;1.03
8674;2907;37;0.18
8675;2907;69;1.21
8676;2908;71;0.61
8677;2909;36;2.46
8678;2909;7;2.12
8679;2909;69;2.66
8680;2910;52;0.68
8681;2910;67;2.23
8682;2911;67;1.33
8683;2911;46;2.34
8684;2911;62;0.2
8685;2912;10;2.63
8686;2912;58;1.35
8687;2912;41;0.65
8688;2912;3;0.55
8689;2912;45;0.02
8690;2913;65;2.18
8691;2914;15;2.27
8692;2914;52;1.01
8693;2914;56;2.62
8694;2914;28;1.08
8695;2914;58;0.57
8696;2915;52;2.29
8697;2915;24;1.07
8698;2915;46;1.0
8699;2916;9;2.11
8700;2916;38;2.97
8701;2916;29;2.38
8702;2917;7;2.45
8703;2917;25;1.2
8704;2918;48;2.86
8705;2918;62;1.06
8706;2918;42;0.76
8707;2918;58;0.58
8708;2919;30;0.54
8709;2920;69;0.38
8710;2920;6;1.77
8711;2921;33;0.97
8712;2922;22;1.44
8713;2923;39;0.4
8714;2923;35;0.5
8715;2923;26;1.28
8716;2923;63;0.17
8717;2923;65;1.32
8718;2924;48;2.71
8719;2924;36;0.11
8720;2924;70;2.22
8721;2924;64;2.92
8722;2924;54;0.17
8723;2925;47;2.94
8724;2926;9;1.14
8725;2926;24;2.9
8726;2927;53;0.71
8727;2927;44;0.69
8728;2927;62;1.98
8729;2928;43;2.03
8730;2928;17;1.61
8731;2928;1;0.96
8732;2929;42;0.11
8733;2929;18;0.65
8734;2929;38;0.14
8735;2929;65;0.31
8736;2930;33;0.34
8737;2930;13;2.64
8738;2931;66;2.7
8739;2932;55;0.85
8740;2933;3;2.22
8741;2933;22;0.87
8742;2933;50;0.67
8743;2934;38;0.66
8744;2934;49;0.12
8745;2935;9;2.7
8746;2935;42;0.04
8747;2935;40;0.68
8748;2935;45;2.17
8749;2936;21;0.42
8750;2936;36;2.91
8751;2936;10;2.68
8752;2936;63;0.86
8753;2937;35;2.73
8754;2937;9;1.34
8755;2937;22;2.46
8756;2937;31;2.31
8757;2937;11;0.32
8758;2938;36;2.93
8759;2938;16;1.15
8760;2938;64;1.59
8761;2938;53;1.2
8762;2939;51;2.24
8763;2939;8;0.78
8764;2939;36;1.77
8765;2940;49;1.78
8766;2940;39;1.66
8767;2940;21;2.14
8768;2940;63;1.12
8769;2940;15;2.1
8770;2941;42;1.23
8771;2941;36;2.63
8772;2942;5;0.37
8773;2942;29;0.9
8774;2942;53;1.84
8775;2942;52;2.33
8776;2943;23;1.73
8777;2943;3;2.0
8778;2943;47;2.67
8779;2943;41;1.42
8780;2943;37;2.08
8781;2944;64;1.25
8782;2945;5;1.14
8783;2945;58;2.78
8784;2946;49;0.91
8785;2946;36;1.19
8786;2946;20;1.13
8787;2946;23;2.09
8788;2947;33;1.7
8789;2947;62;1.73
8790;2947;16;2.5
8791;2948;7;0.97
8792;2949;66;0.02
8793;2949;64;0.54
8794;2950;51;1.42
8795;2951;60;0.95
8796;2951;5;1.21
8797;2951;20;0.89
8798;2952;33;1.61
8799;2952;64;1.12
8800;2953;24;1.88
8801;2953;8;0.22
8802;2953;51;2.44
8803;2953;35;0.26
8804;2953;52;1.44
8805;2954;10;1.51
8806;2954;43;0.0
8807;2954;50;0.24
8808;2954;62;1.81
8809;2954;45;0.4
8810;2955;18;1.97
8811;2955;54;1.27
8812;2955;31;1.01
8813;2955;4;0.11
8814;2956;10;1.89
8815;2957;62;0.16
8816;2957;60;0.46
8817;2957;17;0.08
8818;2957;68;1.03
8819;2958;13;1.12
8820;2958;60;1.52
8821;2959;12;0.26
8822;2959;48;0.19
8823;2960;59;1.47
8824;2960;70;1.95
8825;2960;17;0.99
8826;2961;39;0.23
8827;2961;2;0.39
8828;2961;71;1.86
8829;2962;47;1.55
8830;2962;15;2.99
8831;2962;41;0.34
8832;2962;10;2.49
8833;2962;43;0.34
8834;2963;14;3.0
8835;2963;49;1.42
8836;2963;36;2.4
8837;2964;2;0.14
8838;2965;5;0.16
8839;2966;43;1.82
8840;2966;71;0.57
8841;2967;20;2.6
8842;2967;2;1.05
8843;2967;14;0.3
8844;2967;49;0.55
8845;2967;65;0.93
8846;2968;3;0.55
8847;2968;45;0.24
8848;2968;58;2.25
8849;2969;42;2.23
8850;2970;42;2.43
8851;2970;65;1.18
8852;2970;21;0.02
8853;2970;61;0.25
8854;2971;7;0.09
8855;2971;3;0.32
8856;2972;6;2.73
8857;2972;7;2.92
8858;2972;39;2.39
8859;2973;59;0.56
8860;2973;66;2.14
8861;2974;26;0.99
8862;2974;54;0.36
8863;2974;62;1.2
8864;2974;57;2.49
8865;2975;54;2.58
8866;2975;19;2.73
8867;2975;58;0.93
8868;2976;52;0.43
8869;2976;57;0.2
8870;2977;46;1.16
8871;2977;50;1.22
8872;2978;25;0.81
8873;2978;59;0.17
8874;2978;40;0.42
8875;2978;34;1.05
8876;2978;68;2.14
8877;2979;69;0.04
8878;2979;16;1.61
8879;2979;1;0.05
8880;2979;19;2.67
8881;2980;49;0.86
8882;2981;37;1.96
8883;2981;41;0.56
8884;2981;52;0.4
8885;2981;64;0.49
8886;2981;10;2.13
8887;2982;35;2.31
8888;2982;62;2.14
8889;2983;35;0.67
8890;2983;47;2.42
8891;2983;49;2.08
8892;2983;21;1.4
8893;2983;9;0.31
8894;2984;57;0.62
8895;2984;9;2.23
8896;2984;48;2.16
8897;2984;51;0.12
8898;2985;57;1.36
8899;2985;12;1.89
8900;2986;29;1.1
8901;2987;44;2.77
8902;2988;15;2.59
8903;2988;52;1.53
8904;2988;54;2.91
8905;2989;26;2.38
8906;2989;46;2.64
8907;2989;71;2.18
8908;2989;3;1.09
8909;2989;66;2.84
8910;2990;43;2.96
8911;2990;23;1.38
8912;2991;54;2.46
8913;2991;23;1.4
8914;2991;9;0.81
8915;2991;2;2.47
8916;2992;11;2.45
8917;2993;21;2.32
8918;2993;22;2.95
8919;2994;29;2.38
8920;2994;43;0.59
8921;2995;31;0.04
8922;2995;49;0.27
8923;2995;60;2.58
8924;2995;68;2.3
8925;2996;1;0.79
8926;2996;42;1.71
8927;2996;69;2.1
8928;2996;32;0.94
8929;2996;39;1.92
8930;2997;9;1.37
8931;2997;31;2.24
8932;2997;29;1.3
8933;2997;4;1.02
8934;2998;15;1.69
8935;2998;2;2.39
8936;2998;53;0.49
8937;2999;53;0.24
8938;3000;54;1.65
8939;3000;2;2.4
8940;3000;15;2.4
8941;3001;59;0.13
8942;3001;37;1.44
8943;3001;71;2.69
8944;3001;5;0.34
8945;3001;23;2.37
8946;3002;6;2.3
8947;3003;55;1.37
8948;3003;71;0.33
8949;3003;5;2.82
8950;3003;39;0.58
8951;3004;7;0.35
8952;3004;26;0.98
8953;3005;36;0.32
8954;3005;31;0.47
8955;3005;41;1.33
8956;3005;30;2.76
8957;3006;40;0.75
8958;3006;6;1.92
8959;3006;56;1.4
8960;3007;63;2.63
8961;3007;56;2.94
8962;3008;34;1.76
8963;3008;19;2.94
8964;3009;30;2.14
8965;3009;32;1.54
8966;3009;15;0.72
8967;3009;37;0.77
8968;3010;44;2.25
8969;3010;48;1.28
8970;3011;42;0.8
8971;3012;48;1.17
8972;3013;21;0.14
8973;3013;65;2.22
8974;3014;10;2.47
8975;3015;65;1.34
8976;3016;52;0.18
8977;3017;52;2.32
8978;3018;60;0.77
8979;3019;15;1.5
8980;3020;35;0.36
8981;3020;11;2.15
8982;3021;21;1.6
8983;3021;5;1.26
8984;3022;53;0.86
8985;3022;68;0.91
8986;3022;45;1.4
8987;3022;63;1.75
8988;3023;56;2.55
8989;3023;65;1.64
8990;3023;29;0.62
8991;3024;40;1.27
8992;3024;1;2.15
8993;3024;34;2.92
8994;3025;27;2.49
8995;3025;55;1.91
8996;3025;46;0.03
8997;3026;62;0.75
8998;3026;21;1.83
8999;3026;61;0.31
9000;3027;70;0.49
9001;3027;60;2.84
9002;3028;32;0.09
9003;3028;16;1.07
9004;3028;14;0.15
9005;3029;8;0.9
9006;3029;32;2.99
9007;3029;7;1.24
9008;3029;37;0.35
9009;3029;49;1.95
9010;3030;22;0.08
9011;3030;65;0.49
9012;3030;61;1.41
9013;3031;28;1.64
9014;3032;45;0.05
9015;3033;19;0.93
9016;3033;9;1.36
9017;3033;10;2.62
9018;3033;66;0.28
9019;3033;53;1.71
9020;3034;5;2.61
9021;3034;40;2.56
9022;3034;1;2.18
9023;3034;37;2.49
9024;3035;32;1.28
9025;3035;58;0.47
9026;3035;55;2.93
9027;3035;30;2.25
9028;3035;53;2.61
9029;3036;39;0.01
9030;3036;8;1.25
9031;3036;49;0.46
9032;3036;47;2.22
9033;3036;22;1.32
9034;3037;30;0.37
9035;3037;66;2.76
9036;3037;14;2.02
9037;3038;17;0.46
9038;3038;63;0.54
9039;3038;52;0.57
9040;3038;69;2.69
9041;3039;45;2.2
9042;3039;24;1.56
9043;3039;67;0.74
9044;3039;12;1.41
9045;3040;37;0.4
9046;3040;55;1.34
9047;3040;24;2.59
9048;3040;36;0.75
9049;3040;33;0.27
9050;3041;20;1.88
9051;3042;47;0.73
9052;3042;5;1.03
9053;3042;18;2.41
9054;3043;7;1.68
9055;3043;13;2.66
9056;3043;66;1.35
9057;3043;61;1.42
9058;3043;54;1.99
9059;3044;66;1.56
9060;3044;69;1.89
9061;3044;49;0.34
9062;3045;23;2.0
9063;3046;10;0.34
9064;3046;27;0.78
9065;3046;38;2.62
9066;3046;53;1.41
9067;3046;16;2.67
9068;3047;4;1.94
9069;3048;23;0.26
9070;3049;53;2.62
9071;3049;24;1.13
9072;3049;59;1.98
9073;3049;37;2.76
9074;3049;41;2.94
9075;3050;25;2.56
9076;3050;17;0.94
9077;3051;30;0.4
9078;3052;30;2.68
9079;3052;61;1.34
9080;3052;11;1.04
9081;3052;31;2.72
9082;3052;49;1.07
9083;3053;58;1.18
9084;3053;7;2.21
9085;3053;56;1.08
9086;3053;53;2.07
9087;3053;22;1.24
9088;3054;44;2.61
9089;3054;10;0.07
9090;3055;14;0.14
9091;3056;5;1.85
9092;3056;26;0.26
9093;3056;59;1.69
9094;3056;19;1.71
9095;3056;1;2.96
9096;3057;39;2.66
9097;3057;53;1.61
9098;3057;70;0.59
9099;3058;24;2.25
9100;3058;3;2.94
9101;3058;58;2.51
9102;3058;16;2.8
9103;3058;9;0.86
9104;3059;39;2.85
9105;3059;60;1.72
9106;3059;4;1.35
9107;3059;52;1.12
9108;3060;34;0.99
9109;3060;59;1.59
9110;3060;56;2.75
9111;3060;40;1.05
9112;3060;11;1.34
9113;3061;38;0.08
9114;3061;51;0.5
9115;3061;29;2.42
9116;3061;23;2.44
9117;3061;40;1.04
9118;3062;55;2.99
9119;3062;29;1.08
9120;3063;47;1.37
9121;3064;68;1.52
9122;3064;11;2.29
9123;3064;62;0.43
9124;3064;39;1.32
9125;3065;34;0.07
9126;3065;69;1.31
9127;3066;53;1.15
9128;3066;31;1.27
9129;3066;42;0.92
9130;3067;4;0.11
9131;3067;10;1.17
9132;3067;64;1.76
9133;3068;53;2.99
9134;3068;46;1.2
9135;3068;57;0.25
9136;3069;2;0.72
9137;3069;6;0.95
9138;3070;60;0.37
9139;3070;50;1.7
9140;3071;42;0.34
9141;3071;58;0.36
9142;3071;39;1.04
9143;3071;60;0.26
9144;3072;53;0.98
9145;3072;17;2.19
9146;3072;9;2.94
9147;3073;29;0.27
9148;3074;32;1.52
9149;3074;70;1.6
9150;3074;51;2.99
9151;3075;56;0.66
9152;3075;64;1.75
9153;3076;47;1.04
9154;3076;53;2.05
9155;3076;43;0.61
9156;3076;10;0.5
9157;3077;22;2.13
9158;3077;40;2.9
9159;3077;1;2.5
9160;3077;33;2.95
9161;3078;33;1.11
9162;3078;35;0.99
9163;3078;36;0.19
9164;3079;36;2.88
9165;3079;11;0.83
9166;3079;44;0.4
9167;3079;70;0.11
9168;3079;38;0.32
9169;3080;39;1.68
9170;3081;65;1.2
9171;3081;44;2.79
9172;3081;8;2.92
9173;3081;35;1.22
9174;3081;2;1.94
9175;3082;3;0.8
9176;3083;6;1.81
9177;3083;22;2.71
9178;3083;53;1.85
9179;3083;24;1.54
9180;3083;67;2.32
9181;3084;6;2.77
9182;3084;34;2.97
9183;3084;16;0.19
9184;3085;57;2.49
9185;3085;37;0.92
9186;3085;63;1.97
9187;3086;40;1.73
9188;3086;56;0.79
9189;3086;67;2.93
9190;3087;64;1.31
9191;3088;27;0.97
9192;3089;27;2.98
9193;3090;30;0.34
9194;3091;65;0.12
9195;3091;1;0.37
9196;3091;20;0.46
9197;3092;40;3.0
9198;3092;10;2.26
9199;3092;36;1.65
9200;3093;13;2.29
9201;3094;19;1.2
9202;3094;25;2.91
9203;3094;11;0.11
9204;3095;45;0.31
9205;3095;1;0.83
9206;3095;65;2.54
9207;3096;49;2.71
9208;3096;3;2.75
9209;3096;4;0.34
9210;3096;68;2.2
9211;3097;22;2.22
9212;3097;39;1.8
9213;3097;64;2.36
9214;3097;10;1.61
9215;3097;58;1.66
9216;3098;61;0.62
9217;3098;20;1.01
9218;3098;50;2.36
9219;3099;13;1.71
9220;3099;62;1.24
9221;3099;34;0.9
9222;3099;6;0.92
9223;3100;71;2.09
9224;3100;23;1.11
9225;3101;57;0.64
9226;3101;52;0.36
9227;3102;16;0.3
9228;3102;1;1.77
9229;3102;4;0.03
9230;3103;48;2.52
9231;3103;36;0.2
9232;3103;47;1.27
9233;3104;16;0.92
9234;3104;31;0.31
9235;3104;66;2.03
9236;3104;24;2.79
9237;3105;55;2.72
9238;3105;40;1.61
9239;3105;68;0.69
9240;3105;31;0.62
9241;3105;19;2.3
9242;3106;22;2.93
9243;3107;51;2.4
9244;3107;35;1.12
9245;3108;47;2.69
9246;3108;33;2.19
9247;3109;11;1.71
9248;3110;68;0.03
9249;3110;43;0.67
9250;3110;51;1.95
9251;3110;27;1.45
9252;3110;4;2.62
9253;3111;12;2.83
9254;3112;57;1.62
9255;3112;32;1.52
9256;3112;67;2.04
9257;3112;19;2.07
9258;3112;28;2.38
9259;3113;71;0.07
9260;3113;11;0.66
9261;3113;14;0.23
9262;3113;65;1.84
9263;3113;38;0.62
9264;3114;69;2.75
9265;3114;58;2.45
9266;3114;59;1.63
9267;3114;51;0.94
9268;3114;60;0.58
9269;3115;53;0.23
9270;3115;28;0.56
9271;3115;43;2.14
9272;3115;32;0.11
9273;3115;57;1.89
9274;3116;63;0.33
9275;3116;31;0.89
9276;3116;27;2.92
9277;3116;34;1.49
9278;3117;64;2.44
9279;3117;54;2.12
9280;3118;15;0.27
9281;3118;8;0.51
9282;3119;47;0.9
9283;3119;2;2.44
9284;3120;45;1.1
9285;3120;60;1.73
9286;3120;2;1.46
9287;3120;13;2.71
9288;3120;34;0.29
9289;3121;23;1.84
9290;3121;16;0.57
9291;3121;56;0.83
9292;3121;8;2.06
9293;3121;25;2.53
9294;3122;50;2.43
9295;3122;40;0.25
9296;3122;58;2.9
9297;3122;32;0.92
9298;3122;63;2.93
9299;3123;25;1.13
9300;3123;4;1.41
9301;3123;49;0.05
9302;3123;54;2.27
9303;3123;36;2.61
9304;3124;32;0.74
9305;3124;69;2.23
9306;3124;10;0.83
9307;3125;25;1.37
9308;3126;17;0.18
9309;3126;50;0.67
9310;3126;58;0.96
9311;3127;57;2.14
9312;3127;39;0.08
9313;3128;68;1.5
9314;3128;58;0.52
9315;3128;24;1.99
9316;3128;53;0.72
9317;3129;57;1.63
9318;3129;26;0.42
9319;3130;2;0.19
9320;3130;53;0.21
9321;3130;29;2.5
9322;3130;1;1.54
9323;3130;49;2.47
9324;3131;46;1.52
9325;3131;4;2.61
9326;3131;67;0.65
9327;3132;49;2.79
9328;3132;16;2.88
9329;3133;12;1.11
9330;3133;24;0.48
9331;3133;42;2.15
9332;3133;63;2.14
9333;3134;61;2.63
9334;3134;56;0.45
9335;3135;52;0.5
9336;3136;34;0.88
9337;3136;22;1.83
9338;3136;64;1.52
9339;3136;5;1.69
9340;3136;58;1.99
9341;3137;22;0.67
9342;3137;67;0.84
9343;3137;41;2.68
9344;3137;44;1.78
9345;3138;17;0.1
9346;3138;26;2.1
9347;3138;22;0.91
9348;3139;51;1.28
9349;3140;55;2.88
9350;3140;60;0.72
9351;3140;10;2.32
9352;3141;16;0.6
9353;3141;55;0.04
9354;3141;54;0.23
9355;3141;43;0.48
9356;3141;29;2.74
9357;3142;37;0.25
9358;3142;40;0.88
9359;3143;9;0.53
9360;3144;22;1.49
9361;3144;21;1.95
9362;3144;64;0.23
9363;3144;27;1.54
9364;3145;69;2.93
9365;3145;49;0.68
9366;3145;10;2.87
9367;3145;60;1.0
9368;3145;13;1.84
9369;3146;33;0.82
9370;3146;70;0.51
9371;3146;42;0.86
9372;3146;48;2.04
9373;3146;28;1.08
9374;3147;54;1.39
9375;3147;38;1.57
9376;3148;18;2.51
9377;3148;6;1.13
9378;3149;68;0.42
9379;3149;60;2.14
9380;3149;16;1.01
9381;3150;30;1.43
9382;3150;58;2.27
9383;3151;17;1.69
9384;3151;20;1.1
9385;3151;9;2.45
9386;3151;55;1.2
9387;3152;71;2.51
9388;3152;31;2.49
9389;3152;57;0.5
9390;3152;3;1.33
9391;3153;25;1.87
9392;3153;26;1.78
9393;3153;41;0.91
9394;3153;38;1.4
9395;3153;58;0.97
9396;3154;58;1.51
9397;3154;49;1.59
9398;3154;69;1.2
9399;3155;23;2.23
9400;3155;64;2.18
9401;3155;66;2.5
9402;3156;21;0.91
9403;3156;47;1.32
9404;3156;36;0.89
9405;3157;15;2.68
9406;3157;31;2.44
9407;3158;14;2.02
9408;3158;50;1.8
9409;3158;40;2.63
9410;3158;70;0.43
9411;3159;24;2.02
9412;3159;7;0.28
9413;3159;56;2.41
9414;3160;9;1.27
9415;3160;55;0.36
9416;3160;57;2.9
9417;3161;67;2.64
9418;3161;8;1.35
9419;3161;14;1.14
9420;3161;5;0.29
9421;3161;26;0.35
9422;3162;22;0.74
9423;3163;22;1.89
9424;3163;38;2.53
9425;3163;67;1.61
9426;3163;31;2.78
9427;3164;58;1.91
9428;3164;17;1.34
9429;3164;36;1.88
9430;3165;33;2.46
9431;3165;47;0.89
9432;3166;24;0.75
9433;3166;70;2.27
9434;3167;25;2.05
9435;3167;14;0.83
9436;3167;3;2.77
9437;3167;49;0.27
9438;3167;28;1.72
9439;3168;42;0.05
9440;3169;26;0.52
9441;3169;42;1.44
9442;3169;32;2.16
9443;3169;29;0.97
9444;3169;44;2.2
9445;3170;3;0.81
9446;3170;71;0.94
9447;3170;48;1.66
9448;3170;41;2.1
9449;3170;33;1.26
9450;3171;49;0.54
9451;3171;26;1.67
9452;3171;28;2.44
9453;3171;53;0.3
9454;3172;53;0.73
9455;3172;17;0.92
9456;3172;31;2.38
9457;3172;14;0.06
9458;3173;3;1.85
9459;3173;13;0.69
9460;3173;15;2.48
9461;3173;52;0.63
9462;3173;71;0.43
9463;3174;32;2.61
9464;3174;27;2.99
9465;3175;30;0.74
9466;3175;20;0.11
9467;3175;43;1.1
9468;3175;65;0.07
9469;3175;41;2.34
9470;3176;7;1.57
9471;3176;54;1.05
9472;3176;63;1.58
9473;3176;59;2.75
9474;3177;38;2.94
9475;3177;50;2.96
9476;3177;24;1.82
9477;3178;38;1.67
9478;3178;67;0.45
9479;3178;64;0.72
9480;3178;6;2.87
9481;3178;47;0.45
9482;3179;60;2.45
9483;3179;36;2.84
9484;3179;23;0.87
9485;3179;19;0.47
9486;3179;63;0.15
9487;3180;4;1.86
9488;3180;40;2.65
9489;3181;9;2.37
9490;3182;23;1.84
9491;3183;51;2.62
9492;3183;59;2.5
9493;3184;42;0.71
9494;3184;52;0.74
9495;3184;44;0.36
9496;3184;50;2.44
9497;3185;56;2.77
9498;3185;17;1.03
9499;3186;14;2.45
9500;3186;46;2.95
9501;3186;40;0.14
9502;3186;63;2.8
9503;3186;18;0.7
9504;3187;68;2.57
9505;3188;10;0.57
9506;3188;34;0.53
9507;3188;58;2.66
9508;3188;53;0.63
9509;3188;70;2.34
9510;3189;5;1.99
9511;3190;45;1.33
9512;3191;60;2.51
9513;3191;49;1.33
9514;3191;39;1.82
9515;3191;45;0.41
9516;3192;63;0.17
9517;3192;4;1.24
9518;3192;58;1.08
9519;3192;40;1.12
9520;3193;12;1.36
9521;3193;26;0.76
9522;3193;2;1.3
9523;3194;36;2.49
9524;3195;53;2.66
9525;3195;35;0.23
9526;3195;4;1.66
9527;3196;52;0.54
9528;3196;70;2.75
9529;3197;26;0.46
9530;3197;22;0.66
9531;3198;28;1.48
9532;3198;44;1.2
9533;3198;29;1.88
9534;3198;33;0.27
9535;3199;71;1.02
9536;3200;2;2.3
9537;3200;30;1.83
9538;3201;48;2.75
9539;3202;22;2.62
9540;3202;19;0.92
9541;3202;57;0.59
9542;3203;21;2.96
9543;3203;52;0.99
9544;3203;11;1.0
9545;3203;17;2.8
9546;3203;54;2.41
9547;3204;25;0.73
9548;3205;47;2.65
9549;3205;22;0.31
9550;3206;61;0.19
9551;3207;15;1.73
9552;3207;9;1.58
9553;3208;49;0.61
9554;3208;15;1.13
9555;3208;23;1.06
9556;3208;44;0.34
9557;3208;58;0.6
9558;3209;23;1.11
9559;3209;12;1.4
9560;3209;1;2.29
9561;3209;71;1.11
9562;3210;56;1.39
9563;3210;69;2.88
9564;3211;61;2.97
9565;3211;41;0.71
9566;3211;9;2.81
9567;3211;64;0.92
9568;3211;44;0.47
9569;3212;50;1.94
9570;3213;43;2.31
9571;3214;21;0.15
9572;3214;23;0.16
9573;3214;18;1.82
9574;3215;55;1.17
9575;3215;28;2.63
9576;3215;66;1.82
9577;3215;16;0.16
9578;3215;41;2.04
9579;3216;59;1.26
9580;3216;61;2.51
9581;3216;3;2.24
9582;3216;19;2.77
9583;3216;45;1.99
9584;3217;43;1.23
9585;3217;39;1.25
9586;3217;65;0.45
9587;3217;23;0.75
9588;3218;7;2.96
9589;3219;23;2.87
9590;3219;31;2.94
9591;3220;17;1.6
9592;3221;59;1.16
9593;3221;20;1.1
9594;3221;66;2.95
9595;3221;42;0.97
9596;3222;35;1.32
9597;3222;28;0.84
9598;3222;10;2.23
9599;3222;47;0.24
9600;3222;22;2.83
9601;3223;18;0.28
9602;3223;39;1.23
9603;3223;20;0.54
9604;3224;9;1.91
9605;3224;5;0.52
9606;3224;63;2.49
9607;3224;55;1.52
9608;3225;13;1.17
9609;3225;15;0.11
9610;3225;50;2.45
9611;3226;3;2.4
9612;3227;6;0.1
9613;3227;66;0.74
9614;3227;36;1.32
9615;3227;70;0.76
9616;3227;18;2.14
9617;3228;21;1.17
9618;3229;68;1.85
9619;3229;46;0.36
9620;3229;4;2.97
9621;3229;66;2.78
9622;3230;53;1.93
9623;3230;14;1.95
9624;3230;64;2.87
9625;3230;54;1.7
9626;3230;25;2.7
9627;3231;40;0.04
9628;3232;67;0.46
9629;3232;10;1.39
